feature,family,cluster,target,horizon,n,base_rate,auc,auc_oriented,pr_auc,pearson,spearman,top_bottom_spread,top_lift,bottom_lift,monotonic_steps,temporal_stable,temporal_min_abs_auc_edge,regime_support_count,direction,incremental_brier_improvement,cluster_rank,research_score
roc_24b,Momentum,momentum,max_abs_excursion_ge_1_5_atr,8H,4181,0.999282468309017,0.01858943673208872,0.9814105632679113,0.9968583411066514,-0.07822269059839179,-0.04465508637253946,-0.0035885167464114742,-0.0028709850554284877,0.0007175316909829865,-1,True,0.48133524766690594,3,lower_increases_target,4.6348972507823495e-06,2.0,146.687
return_24b,Momentum,momentum,max_abs_excursion_ge_1_5_atr,8H,4181,0.999282468309017,0.01858943673208872,0.9814105632679113,0.9968583411066514,-0.07822269059839179,-0.04465508637253946,-0.0035885167464114742,-0.0028709850554284877,0.0007175316909829865,-1,True,0.48133524766690594,3,lower_increases_target,4.6348972507823495e-06,1.0,146.687
ema_spread_atr_12_48b,Volatility,volatility,max_abs_excursion_ge_1_5_atr,8H,4181,0.999282468309017,0.01890856869315462,0.9810914313068454,0.9966626022921227,-0.07317527653029648,-0.04462548353018317,-0.0035885167464114742,-0.0028709850554284877,0.0007175316909829865,-1,True,0.44974874371859297,3,lower_increases_target,4.6348972507823495e-06,2.0,146.623
rv_slope_96b,Volatility,volatility,max_abs_excursion_ge_1_5_atr,8H,4181,0.999282468309017,0.0218605393330142,0.9781394606669858,0.9970555701137427,-0.053408400523825686,-0.044351662155288185,-0.0035885167464114742,-0.0028709850554284877,0.0007175316909829865,-1,True,0.44974874371859297,3,lower_increases_target,4.6348972507823495e-06,3.0,146.033
di_spread_24b,Trend,trend,fast_1atr_touch,4H,4181,0.9995216455393446,0.001316104331179708,0.9986838956688203,0.9967518006393502,-0.06769261480968368,-0.037773479777872924,-0.0023923444976076125,-0.0019139900369522511,0.00047835446065536136,-1,True,0.4978448275862069,2,lower_increases_target,2.0599543336808756e-06,1.0,145.997
atr_slope_48b,Volatility,volatility,fast_1atr_touch,4H,4181,0.9995216455393446,0.0014357501794687725,0.9985642498205313,0.9968714464876393,-0.07749287007968446,-0.037764417036601,-0.0023923444976076125,-0.0019139900369522511,0.00047835446065536136,-1,True,0.4978448275862069,2,lower_increases_target,2.05995433368093e-06,1.0,145.973
plus_di_24b,Trend,trend,fast_1atr_touch,4H,4181,0.9995216455393446,0.0015553960277578367,0.9984446039722422,0.9968872239621389,-0.07935052927429732,-0.03775535430308076,-0.0023923444976076125,-0.0019139900369522511,0.00047835446065536136,-1,True,0.4978448275862069,2,lower_increases_target,2.05995433368093e-06,2.0,145.949
atr_pct_12b,Volatility,volatility,realized_over_range_width_ge_1,24H,4206,0.884450784593438,0.21034780300013275,0.7896521969998672,0.7774375429460174,-0.39001978723833763,-0.32076560857303144,-0.2984909380022087,-0.21382058245312885,0.08467035554907987,-2,True,0.30179383940554516,6,lower_increases_target,0.014800198763859823,4.0,145.78
rolling_vwap_z_96b,Price Structure,price_structure,max_abs_excursion_ge_1_5_atr,8H,4181,0.999282468309017,0.02321685016754428,0.9767831498324557,0.9969788759556847,-0.06358048530827132,-0.044225852334390484,-0.0035885167464114742,-0.0028709850554284877,0.0007175316909829865,-1,True,0.4562096195262024,3,lower_increases_target,4.6348972507823495e-06,1.0,145.762
ema_spread_atr_12_48b,Volatility,volatility,fast_1atr_touch,4H,4181,0.9995216455393446,0.002512562814070352,0.9974874371859297,0.996876402922169,-0.09027728688834438,-0.03768285242097119,-0.0023923444976076125,-0.0019139900369522511,0.00047835446065536136,-1,True,0.49748563218390807,2,lower_increases_target,2.0599543336808756e-06,2.0,145.757
plus_di_48b,Trend,trend,fast_1atr_touch,4H,4181,0.9995216455393446,0.002632208662359416,0.9973677913376405,0.996996048770458,-0.08144260518093163,-0.03767378968590122,-0.0023923444976076125,-0.0019139900369522511,0.00047835446065536136,-1,True,0.49604885057471265,2,lower_increases_target,2.0599543336808756e-06,3.0,145.733
