feature,family,cluster,target,horizon,n,base_rate,auc,auc_oriented,pr_auc,pearson,spearman,top_bottom_spread,top_lift,bottom_lift,monotonic_steps,temporal_stable,temporal_min_abs_auc_edge,regime_support_count,direction,incremental_brier_improvement,cluster_rank,research_score
bollinger_bandwidth_48b,Volatility,volatility,path_inside_70,2H,4206,0.043509272467902996,0.6810307942445691,0.6810307942445691,0.09389745437500065,0.138103168055207,0.12793058473155777,0.07374435478632213,0.04923745761533124,-0.02450689717099088,4,True,0.17522792022792022,6,higher_increases_target,0.0009525583761463355,16.0,99.106
bollinger_bandwidth_48b,Volatility,volatility,range_held,2H,4206,0.043509272467902996,0.6810307942445691,0.6810307942445691,0.09389745437500065,0.138103168055207,0.12793058473155777,0.07374435478632213,0.04923745761533124,-0.02450689717099088,4,True,0.17522792022792022,6,higher_increases_target,0.0009525583761463355,16.0,99.106
volume_rel_288b,Volume,volume,realized_over_range_width_ge_1,4H,4181,0.8552977756517579,0.39375404440993217,0.6062459555900679,0.8217021179748445,-0.07533976113155183,-0.1294789942407854,-0.11731491485311518,-0.04788150770917421,0.06943340714394097,-2,True,0.07772003352891871,6,lower_increases_target,0.0021843602282432956,1.0,98.981
bollinger_bandwidth_96b,Volatility,volatility,realized_over_range_width_ge_1,8H,4181,0.8552977756517579,0.37469077597204503,0.625309224027955,0.8049072593425659,-0.15209610002284782,-0.15271086985027427,-0.1591780853240956,-0.08735519191970054,0.07182289340439507,-4,True,0.12421212224455724,6,lower_increases_target,0.0033616193377006,27.0,98.98
adx_24b,Trend,trend,realized_over_range_width_ge_1,24H,4206,0.884450784593438,0.3934167441037214,0.6065832558962786,0.8506162964651809,-0.1174417212433183,-0.11803205117723367,-0.11660278878498342,-0.06399894154944274,0.05260384723554068,-4,True,0.06139317162591246,6,lower_increases_target,0.001606980948385378,2.0,98.977
bollinger_squeeze_pctile_48b,Volatility,volatility,upside_breakout_occurred,12H,4206,0.6535901093675701,0.40117102544058575,0.5988289745594142,0.5829010454247839,-0.16252958203930756,-0.16293097458312517,-0.21197336052262183,-0.13515966941513258,0.07681369110748926,-4,True,0.09618526723899196,6,lower_increases_target,0.006668627622647111,26.0,98.963
rv_48b,Volatility,volatility,realized_over_range_width_ge_1,2H,4206,0.8609129814550642,0.36897065314629524,0.6310293468537047,0.8071278608298771,-0.1672267155979171,-0.15706598368271293,-0.14753531171182366,-0.08564544281059339,0.06188986890123027,-4,True,0.10375998582656876,6,lower_increases_target,0.003265810757063989,16.0,98.959
rolling_high_dist_12b,Price Structure,price_structure,upside_breakout_occurred,24H,4206,0.68188302425107,0.5932426882480356,0.5932426882480356,0.7330471581721283,0.17068791345145032,0.15043669991903585,0.22298558722931927,0.0719814228357315,-0.15100416439358777,2,True,0.07294552169898427,5,higher_increases_target,0.0076687530771253065,11.0,98.947
bollinger_squeeze_pctile_20b,Volatility,volatility,downside_breakdown_occurred,12H,4206,0.6466951973371374,0.42523379977832315,0.5747662002216769,0.5945574516508209,-0.12384515118211475,-0.12382125785940475,-0.17987578411629634,-0.10210542325865946,0.07777036085763689,-4,True,0.055694391782427355,6,lower_increases_target,0.0040394195087815055,3.0,98.941
roc_3b,Momentum,momentum,up_excursion_ge_1_0_atr,4H,4181,0.831858407079646,0.6228760009063269,0.6228760009063269,0.880738631662011,0.14352605998294884,0.15919158047961615,0.16356547935495303,0.07244781301604775,-0.09111766633890528,4,True,0.10110363821422153,6,higher_increases_target,0.003576418903560613,4.0,98.932
volume_rel_6b,Volume,volume,upside_breakout_occurred,1H,4205,0.6378121284185494,0.5772338436785593,0.5772338436785593,0.7099322222754497,0.13850537699090867,0.12859131052330772,0.17479191438763375,0.10178359096313905,-0.0730083234244947,4,True,0.07151543682083872,6,higher_increases_target,0.004163938730805311,3.0,98.926
return_6b,Momentum,momentum,upside_breakout_occurred,1H,4206,0.6378982406086543,0.42190842416528374,0.5780915758347163,0.5899415198606734,-0.1037976743378206,-0.13001273127779855,-0.17274424463581128,-0.08855222396180529,0.084192020674006,-4,True,0.05963905741668862,6,lower_increases_target,0.0039141158235649065,3.0,98.893
roc_3b,Momentum,momentum,max_abs_excursion_ge_1_5_atr,12H,4206,0.9997622444127438,0.8237812128418549,0.8237812128418549,0.9999539181867972,0.009570532703979619,0.01729243362958628,0.001187648456057011,0.0002377555872562498,-0.0009498928688007613,1,True,0.2780157030692363,1,higher_increases_target,5.082123929760934e-07,30.0,98.88
return_3b,Momentum,momentum,max_abs_excursion_ge_1_5_atr,12H,4206,0.9997622444127438,0.8237812128418549,0.8237812128418549,0.9999539181867972,0.009570532703979619,0.01729243362958628,0.001187648456057011,0.0002377555872562498,-0.0009498928688007613,1,True,0.2780157030692363,1,higher_increases_target,5.082123929760934e-07,29.0,98.88
rolling_vwap_dist_24b,Price Structure,price_structure,down_excursion_ge_1_0_atr,2H,4206,0.7532097004279601,0.3944052762694381,0.6055947237305619,0.6897423901706815,-0.14616307524951683,-0.15770840825314641,-0.19757612388825652,-0.11230601433996956,0.08527010954828695,-4,True,0.10119205105467444,6,lower_increases_target,0.005218390541774864,10.0,98.877
rolling_high_dist_6b,Price Structure,price_structure,realized_over_range_width_ge_1,12H,4206,0.8604374702805516,0.6327964326079517,0.6327964326079517,0.9020903623533193,0.18494914904264234,0.15941208146664662,0.14240483984398167,0.04443767835202861,-0.09796716149195306,2,True,0.1353908993739502,5,higher_increases_target,0.004598787515845901,8.0,98.8
atr_pct_24b,Volatility,volatility,upside_breakout_occurred,4H,4181,0.62281750777326,0.3984665316614506,0.6015334683385494,0.5550600511918145,-0.15352903378318739,-0.17047316575604354,-0.2048698644623942,-0.09889406279718338,0.10597580166521081,-4,True,0.08517804508526844,5,lower_increases_target,0.007669569528469478,8.0,98.794
rolling_high_dist_12b,Price Structure,price_structure,downside_breakdown_occurred,1H,4206,0.6552543984783642,0.5768039637655773,0.5768039637655773,0.7288348239643789,0.0970848970762282,0.12645285043439225,0.17431177113548235,0.11525689759773572,-0.05905487353774663,4,True,0.05962867040836939,6,higher_increases_target,0.004663045622273598,2.0,98.792
atr_slope_96b,Volatility,volatility,path_inside_70,1H,4206,0.04303376129339039,0.677313750386054,0.677313750386054,0.10041995497630112,0.12656307137178227,0.12464820030466714,0.07493482761445062,0.05209109007402935,-0.02284373754042127,4,True,0.12835330796495847,6,higher_increases_target,0.0009795853298732934,5.0,98.752
atr_slope_96b,Volatility,volatility,range_held,1H,4206,0.04303376129339039,0.677313750386054,0.677313750386054,0.10041995497630112,0.12656307137178227,0.12464820030466714,0.07493482761445062,0.05209109007402935,-0.02284373754042127,4,True,0.12835330796495847,6,higher_increases_target,0.0009795853298732934,5.0,98.752
atr_slope_96b,Volatility,volatility,range_breached,1H,4206,0.9569662387066096,0.322686249613946,0.677313750386054,0.9272316055340565,-0.1265630713717823,-0.12464820030466714,-0.0749348276144507,-0.052091090074029345,0.02284373754042135,-4,True,0.12835330796495847,6,lower_increases_target,0.0009795853298733004,5.0,98.752
ema_spread_atr_24_96b,Volatility,volatility,max_abs_excursion_ge_1_5_atr,4H,4181,0.9944989237024635,0.24608402869272433,0.7539159713072756,0.9870252843818704,-0.08667260057372028,-0.06505888969087882,-0.014356925222799632,-0.011245335185717131,0.003111590037082501,-1,True,0.1938583815028902,5,lower_increases_target,5.156058327237742e-05,19.0,98.734
keltner_width_96b,Volatility,volatility,path_inside_70,12H,4206,0.05515929624346172,0.6681511722749597,0.6681511722749597,0.09240094498181965,0.1204370481264218,0.13297781423559946,0.07731153671260038,0.04115461576605077,-0.036156920946549605,4,True,0.2020739001621108,4,higher_increases_target,0.0011341919201900766,27.0,98.703
keltner_width_96b,Volatility,volatility,range_breached,12H,4206,0.9448407037565383,0.3318488277250404,0.6681511722749596,0.9189384242302824,-0.1204370481264218,-0.13297781423559946,-0.07731153671260038,-0.04115461576605073,0.03615692094654965,-4,True,0.2020739001621108,4,lower_increases_target,0.0011341919201900766,27.0,98.703
keltner_width_96b,Volatility,volatility,range_held,12H,4206,0.05515929624346172,0.6681511722749597,0.6681511722749597,0.09240094498181965,0.1204370481264218,0.13297781423559946,0.07731153671260038,0.04115461576605077,-0.036156920946549605,4,True,0.2020739001621108,4,higher_increases_target,0.0011341919201900766,27.0,98.703
atr_24b,Volatility,volatility,oscillatory_path,24H,4206,0.4455539705183072,0.41074061683669827,0.5892593831633017,0.38722125989161027,-0.13400860926018307,-0.15368246716724096,-0.18843221930684256,-0.1054826268797816,0.08294959242706096,-4,True,0.05349830671290645,3,lower_increases_target,0.006780584902347786,3.0,98.695
atr_pct_96b,Volatility,volatility,range_breached,12H,4206,0.9448407037565383,0.33139219582458396,0.668607804175416,0.9187930635317996,-0.12059857676701888,-0.1333389292496396,-0.07731153671260038,-0.04115461576605073,0.03615692094654965,-4,True,0.2024316619151434,4,lower_increases_target,0.001120622022064352,26.0,98.659
atr_pct_96b,Volatility,volatility,path_inside_70,12H,4206,0.05515929624346172,0.6686078041754161,0.6686078041754161,0.09269100950758859,0.12059857676701888,0.1333389292496396,0.07731153671260038,0.04115461576605077,-0.036156920946549605,4,True,0.2024316619151434,4,higher_increases_target,0.001120622022064352,26.0,98.659
atr_pct_96b,Volatility,volatility,range_held,12H,4206,0.05515929624346172,0.6686078041754161,0.6686078041754161,0.09269100950758859,0.12059857676701888,0.1333389292496396,0.07731153671260038,0.04115461576605077,-0.036156920946549605,4,True,0.2024316619151434,4,higher_increases_target,0.001120622022064352,26.0,98.659
bollinger_bandwidth_20b,Volatility,volatility,upside_breakout_occurred,4H,4181,0.62281750777326,0.4047675056276525,0.5952324943723475,0.5552012910303775,-0.14271446022806175,-0.15989392526577229,-0.2156425602945128,-0.115640474280437,0.10000208601407579,-4,True,0.07914242937437105,6,lower_increases_target,0.0062101790109160004,13.0,98.611
rv_slope_48b,Volatility,volatility,realized_over_range_width_ge_1,1H,4206,0.8699476937708036,0.3671450976355914,0.6328549023644086,0.8165280291733218,-0.13868242860621607,-0.1548010205202226,-0.14039529911512416,-0.08278954870540522,0.05760575040971894,-4,True,0.12760695187165777,6,lower_increases_target,0.0032264150051162233,13.0,98.611
volume_rel_288b,Volume,volume,fast_1atr_touch,4H,4181,0.9995216455393446,0.19765494137353434,0.8023450586264657,0.9985029884769523,-0.06016002286691891,-0.02290153152183603,-0.0011961722488038617,-0.0007178177881485004,0.00047835446065536136,-1,True,0.31070402298850575,2,lower_increases_target,9.155656718259366e-07,6.0,98.598
dema_dist_6b,Trend,trend,downside_breakdown_occurred,1H,4206,0.6552543984783642,0.5823730043541364,0.5823730043541364,0.7229114325684564,0.13088630810674104,0.1356219176246696,0.16121374565399738,0.08671944218750971,-0.07449430346648767,4,True,0.06952443092164395,6,higher_increases_target,0.004475051706622213,1.0,98.596
rolling_high_dist_12b,Price Structure,price_structure,realized_over_range_width_ge_1,8H,4181,0.8552977756517579,0.6295080148649398,0.6295080148649398,0.896166335064493,0.1811584721219386,0.15782782501694329,0.14683478817604445,0.04541992769752434,-0.10141486047852011,2,True,0.12133743313686074,6,higher_increases_target,0.0036608127886860325,5.0,98.585
bollinger_squeeze_pctile_48b,Volatility,volatility,upside_breakout_occurred,8H,4181,0.6347763692896436,0.40856778440223673,0.5914322155977633,0.5697337992589437,-0.15167110441254933,-0.15253183545717658,-0.22280958995729794,-0.12640316354801684,0.0964064264092811,-4,True,0.04934497320860959,5,lower_increases_target,0.0058480013839012635,24.0,98.567
true_range,Other,other,max_abs_excursion_ge_1_5_atr,12H,4206,0.9997622444127438,0.21724137931034482,0.7827586206896552,0.9996368364319627,-0.00577900426725928,-0.015101781182903062,0.0,0.0002377555872562498,0.0002377555872562498,0,True,0.16666666666666669,1,lower_increases_target,5.082123929761205e-07,1.0,98.557
atr_12b,Volatility,volatility,up_excursion_ge_1_0_atr,2H,4206,0.7467902995720399,0.4218869622275732,0.5781130377724268,0.7045267109174699,-0.10293301271781716,-0.11766673255383854,-0.16905137815235227,-0.08805070385265823,0.08100067429969404,-4,True,0.07330186000099004,6,lower_increases_target,0.0030326432698595807,2.0,98.528
rolling_low_dist_6b,Price Structure,price_structure,range_breached,8H,4181,0.9471418320975843,0.33869006810183283,0.6613099318981672,0.9122556363753254,-0.1673060697595955,-0.1250303640728135,-0.08257018401330796,-0.058385851236340325,0.024184332776967632,-4,True,0.14003537107668707,6,lower_increases_target,0.0012677908516551054,5.0,98.519
rolling_low_dist_6b,Price Structure,price_structure,path_inside_70,8H,4181,0.05285816790241569,0.6613099318981672,0.6613099318981672,0.12516872081280028,0.16730606975959544,0.1250303640728135,0.08257018401330796,0.05838585123634029,-0.02418433277696766,4,True,0.14003537107668707,6,higher_increases_target,0.0012677908516550984,5.0,98.519
rolling_low_dist_6b,Price Structure,price_structure,range_held,8H,4181,0.05285816790241569,0.6613099318981672,0.6613099318981672,0.12516872081280028,0.16730606975959544,0.1250303640728135,0.08257018401330796,0.05838585123634029,-0.02418433277696766,4,True,0.14003537107668707,6,higher_increases_target,0.0012677908516550984,5.0,98.519
bollinger_bandwidth_48b,Volatility,volatility,upside_breakout_occurred,4H,4181,0.62281750777326,0.4089937241081717,0.5910062758918283,0.5617314326149553,-0.1287578720167097,-0.15279816802099322,-0.2228053026015675,-0.11085578528522166,0.11194951731634584,-4,True,0.07237272214078044,5,lower_increases_target,0.00594267747839794,16.0,98.482
keltner_width_48b,Volatility,volatility,oscillatory_path,24H,4206,0.4455539705183072,0.41067803343029374,0.5893219665697063,0.3913220505388234,-0.12850631079329336,-0.1537902169107172,-0.18605974676680004,-0.10786074816396712,0.07819899860283291,-2,True,0.05134608183135514,3,lower_increases_target,0.0062851531926853,2.0,98.47
tema_dist_24b,Trend,trend,down_excursion_ge_1_0_atr,24H,4206,0.9384213029006182,0.3382208079446488,0.6617791920553512,0.9025593676443405,-0.14376605443054077,-0.13471857312942992,-0.08327237396945719,-0.053760185183614584,0.029512188785842608,-4,True,0.13849580712788262,6,lower_increases_target,0.0011755261585896307,8.0,98.438
price_efficiency_48b,State,state,max_abs_excursion_ge_1_5_atr,4H,4181,0.9944989237024635,0.28409352322395803,0.7159064767760419,0.9888746748284906,-0.07281590832157386,-0.055320016373204134,-0.009573665346161109,-0.007656818439305657,0.0019168469068554517,-2,True,0.07626846499678869,4,lower_increases_target,2.9806273745711272e-05,2.0,98.437
price_efficiency_48b,State,state,fast_1atr_touch,2H,4206,0.9940561103185925,0.2855393446543889,0.7144606553456111,0.9884424828024424,-0.07055622266734271,-0.05710565074175594,-0.010705782336941971,-0.008324838023705539,0.0023809443132364327,-2,True,0.20526695526695526,4,lower_increases_target,3.641099438113013e-05,1.0,98.327
stoch_k_14b,Momentum,momentum,downside_breakdown_occurred,1H,4206,0.6552543984783642,0.5690674891146589,0.5690674891146589,0.7219558448087209,0.11377329407231165,0.1137152390892321,0.18500060723999545,0.11525689759773572,-0.06974370964225973,2,True,0.059828405426578524,6,higher_increases_target,0.004290828103529737,2.0,98.314
volume_percentile_288b,Volume,volume,realized_over_range_width_ge_1,4H,4181,0.8552977756517579,0.3978109342355834,0.6021890657644167,0.8243001048288703,-0.12566006477682728,-0.12453597944715457,-0.11851108710191893,-0.04907767995797796,0.06943340714394097,-2,True,0.07569782062028502,6,lower_increases_target,0.002190993039377684,2.0,98.289
rv_24b,Volatility,volatility,up_excursion_ge_1_0_atr,4H,4181,0.831858407079646,0.40568106619376254,0.5943189338062375,0.7927012160451211,-0.10358416716046956,-0.12219454033904745,-0.13410991636798086,-0.08185840707964598,0.052251509288334885,-4,True,0.08795483153303474,6,lower_increases_target,0.00229776668553916,3.0,98.275
rv_slope_48b,Volatility,volatility,path_inside_70,8H,4181,0.05285816790241569,0.6605363590657708,0.6605363590657708,0.13491177942119387,0.1295731131076048,0.12443071788675268,0.08377064361784226,0.0631705402315556,-0.020600103386286657,4,True,0.1560588949734717,6,higher_increases_target,0.0011774496970771223,27.0,98.259
rv_slope_48b,Volatility,volatility,range_held,8H,4181,0.05285816790241569,0.6605363590657708,0.6605363590657708,0.13491177942119387,0.1295731131076048,0.12443071788675268,0.08377064361784226,0.0631705402315556,-0.020600103386286657,4,True,0.1560588949734717,6,higher_increases_target,0.0011774496970771223,27.0,98.259
rv_slope_48b,Volatility,volatility,range_breached,8H,4181,0.9471418320975843,0.33946364093422915,0.6605363590657709,0.9110165728191363,-0.1295731131076048,-0.12443071788675268,-0.08377064361784226,-0.06317054023155555,0.020600103386286706,-4,True,0.1560588949734717,6,lower_increases_target,0.0011774496970771223,27.0,98.259
atr_24b,Volatility,volatility,up_excursion_ge_1_0_atr,4H,4181,0.831858407079646,0.40462095823616356,0.5953790417638365,0.7932074821551985,-0.10791980622765689,-0.12356796187849194,-0.1317118553960659,-0.07468137358682303,0.05703048180924286,-4,True,0.09345086502151578,5,lower_increases_target,0.0024357570157608477,1.0,98.247
consecutive_down_bars,State,state,down_excursion_ge_1_0_atr,24H,4206,0.9384213029006182,0.6440212154678838,0.6440212154678838,0.9594424584399729,0.10104515412485178,0.12974492241965083,0.03440791276079547,0.0330412416891559,-0.0013666710716395691,2,True,0.12888829937444912,6,higher_increases_target,0.0018489128560986307,2.0,98.245
atr_48b,Volatility,volatility,realized_over_range_width_ge_1,2H,4206,0.8609129814550642,0.3702577792884338,0.6297422207115662,0.8094030429576432,-0.16058708143533337,-0.155523095794064,-0.14278330570155984,-0.0844563821685006,0.05832692353305924,-4,True,0.08913960829789974,5,lower_increases_target,0.003473321822070788,17.0,98.227
choppiness_96b,Volatility,volatility,max_abs_excursion_ge_1_5_atr,4H,4181,0.9944989237024635,0.752106991237426,0.752106991237426,0.998030974160493,0.08150062257458562,0.06459538898425354,0.014336917562724039,0.005501076297536489,-0.00883584126518755,4,True,0.1362395632626846,5,higher_increases_target,3.657428115400735e-05,20.0,98.221
dema_dist_24b,Trend,trend,up_excursion_ge_1_0_atr,2H,4206,0.7467902995720399,0.6042924638993891,0.6042924638993891,0.8050701875368853,0.14672431241164913,0.15710248939338867,0.1933720460598598,0.07247248282986263,-0.12089956322999718,4,True,0.08147242045037084,6,higher_increases_target,0.005195280569610133,10.0,98.196
dema_dist_12b,Trend,trend,up_excursion_ge_1_0_atr,24H,4206,0.9358059914407989,0.6546691508581752,0.6546691508581752,0.9593781026805284,0.14819678121288257,0.13132109493224434,0.09258856524723136,0.02376594672804766,-0.0688226185191837,2,True,0.13379760098272997,6,higher_increases_target,0.0014897187445952823,4.0,98.193
mfi_96b,Volume,volume,max_abs_excursion_ge_1_5_atr,4H,4181,0.9944989237024635,0.28603843821235125,0.7139615617876487,0.9882383487975598,-0.0664004642275472,-0.05482168598833598,-0.010766979357811235,-0.006460646190501795,0.00430633316730944,-2,True,0.19046242774566474,5,lower_increases_target,3.0961587358990794e-05,2.0,98.179
stoch_rsi_6b,Momentum,momentum,down_excursion_ge_1_0_atr,12H,4204,0.9077069457659372,0.36517059208109104,0.634829407918909,0.8747099136875962,-0.13416351884729222,-0.1375766584658296,-0.13198573127229485,-0.08844416336403471,0.04354156790826014,-2,True,0.127220788238313,6,lower_increases_target,0.0022440843235370656,5.0,98.164
atr_12b,Volatility,volatility,fast_1atr_touch,2H,4206,0.9940561103185925,0.25062903611576176,0.7493709638842383,0.9866955713232752,-0.10122567150672056,-0.06640141989746066,-0.01664967336136991,-0.013081080592076466,0.003568592769293444,-2,True,0.1575334288443171,5,lower_increases_target,6.239845187973065e-05,13.0,98.163
ema_spread_12_48b,Trend,trend,max_abs_excursion_ge_1_5_atr,4H,4181,0.9944989237024635,0.2509044900349248,0.7490955099650751,0.985150204590588,-0.11156380120675323,-0.06382378084322841,-0.014359783459953257,-0.013637679683324744,0.0007221037766285132,0,True,0.15845375722543353,4,lower_increases_target,9.046570091866043e-05,5.0,98.16
rolling_low_dist_12b,Price Structure,price_structure,max_abs_excursion_ge_1_5_atr,2H,4206,0.9679029957203994,0.3269394179244339,0.6730605820755662,0.9456658183183746,-0.13920625200954928,-0.10566641732430804,-0.047577959730102926,-0.028545088467129442,0.019032871262973483,-4,True,0.1566397652237711,6,lower_increases_target,0.0004777567424764824,1.0,98.147
bollinger_squeeze_pctile_96b,Volatility,volatility,realized_over_range_width_ge_1,12H,4199,0.860204810669207,0.3719116762033049,0.6280883237966951,0.8126550608651464,-0.15442166478831887,-0.1538892865051044,-0.14523809523809528,-0.07687147733587363,0.06836661790222165,-4,True,0.11482910259111018,6,lower_increases_target,0.0031323226956632144,28.0,98.141
sma_dist_12b,Trend,trend,down_excursion_ge_1_0_atr,4H,4181,0.8306625209280076,0.3831266542057291,0.6168733457942709,0.7767104736067291,-0.1413204434730734,-0.15184306635099834,-0.1675827316744125,-0.09740893241126125,0.07017379926315126,-4,True,0.1095276559029244,6,lower_increases_target,0.0035115509145222656,11.0,98.133
atr_slope_288b,Volatility,volatility,upside_breakout_occurred,24H,4206,0.68188302425107,0.40233633120896944,0.5976636687910306,0.630648654315535,-0.13495573345637016,-0.15756945465599184,-0.20594191396397798,-0.0849745819205111,0.12096733204346688,-4,True,0.009692629875918346,5,lower_increases_target,0.006193776953530489,30.0,98.127
bollinger_squeeze_pctile_96b,Volatility,volatility,range_held,24H,4199,0.04763038818766373,0.6724037259314829,0.6724037259314829,0.0847327157175658,0.12733339416865602,0.1272164491919288,0.08809523809523809,0.04998865943138389,-0.0381065786638542,2,True,0.13399379026902847,5,higher_increases_target,0.0008810131265416937,23.0,98.1
bollinger_squeeze_pctile_96b,Volatility,volatility,range_breached,24H,4199,0.9523696118123363,0.32759627406851716,0.6724037259314828,0.9276313516605235,-0.12733339416865602,-0.1272164491919288,-0.08809523809523812,-0.049988659431383864,0.03810657866385425,-2,True,0.13399379026902852,5,lower_increases_target,0.0008810131265416937,23.0,98.1
bollinger_squeeze_pctile_96b,Volatility,volatility,path_inside_70,24H,4199,0.04763038818766373,0.6724037259314829,0.6724037259314829,0.0847327157175658,0.12733339416865602,0.1272164491919288,0.08809523809523809,0.04998865943138389,-0.0381065786638542,2,True,0.13399379026902847,5,higher_increases_target,0.0008810131265416937,23.0,98.1
rv_288b,Volatility,volatility,upside_breakout_occurred,12H,4206,0.6535901093675701,0.40916257562180847,0.5908374243781915,0.5873699952755792,-0.16221387405747575,-0.14972810373736778,-0.21906959535221326,-0.11018939593118482,0.10888019942102845,-2,True,0.05995269800071468,4,lower_increases_target,0.00902293099339796,28.0,98.074
rolling_high_dist_24b,Price Structure,price_structure,up_excursion_ge_1_0_atr,24H,4206,0.9358059914407989,0.6575080924420356,0.6575080924420356,0.9644675655497617,0.09980472326447998,0.13373148483140146,0.0902316267535821,0.03922373507525345,-0.05100789167832864,4,True,0.07521775871034841,6,higher_increases_target,0.0011536136667910368,4.0,98.061
keltner_width_96b,Volatility,volatility,realized_over_range_width_ge_1,4H,4181,0.8552977756517579,0.37521539371752916,0.6247846062824709,0.8101992329741798,-0.13751267562885053,-0.15207153277933444,-0.1508077378196223,-0.08137433067568134,0.06943340714394097,-4,True,0.09911986588432525,4,lower_increases_target,0.0033883294783178114,26.0,98.038
volume_rel_12b,Volume,volume,realized_over_range_width_ge_1,4H,4181,0.8552977756517579,0.6010441510899107,0.6010441510899107,0.8983651312892433,0.11490077902479154,0.12313969961844497,0.11818667718497944,0.0669510281759933,-0.05123564900898614,4,True,0.07907028145108486,6,higher_increases_target,0.0023377588368321822,3.0,98.027
volume_z_12b,Volume,volume,fast_1atr_touch,1H,4206,0.9762244412743699,0.687554797856795,0.687554797856795,0.9893021705363951,0.09167881746204849,0.09898263657561204,0.03918816249177404,0.020208376799351835,-0.018979785692422202,4,True,0.15583941605839413,6,higher_increases_target,0.0002589596564903929,2.0,98.019
price_efficiency_24b,State,state,fast_1atr_touch,2H,4206,0.9940561103185925,0.28859124611337,0.71140875388663,0.9896953179139153,-0.058844776098796854,-0.05629300424372528,-0.014268727705113005,-0.008324838023705539,0.005943889681407466,-2,True,0.18610209235209235,4,lower_increases_target,2.742355888050215e-05,2.0,97.983
rv_48b,Volatility,volatility,upside_breakout_occurred,4H,4181,0.62281750777326,0.3980625387799074,0.6019374612200926,0.5543387447919891,-0.15632413324510364,-0.1711514637260285,-0.19531477765773186,-0.1012864072947911,0.09402837036294076,-2,True,0.08100554919640407,5,lower_increases_target,0.007770599382398685,7.0,97.919
sma_slope_48b,Trend,trend,max_abs_excursion_ge_1_5_atr,4H,4181,0.9944989237024635,0.24982746721877155,0.7501725327812284,0.987047064520005,-0.09160781401081934,-0.06409973791764922,-0.014356925222799632,-0.011245335185717131,0.003111590037082501,-2,True,0.1588872832369942,5,lower_increases_target,4.469561692017725e-05,4.0,97.917
rolling_low_dist_24b,Price Structure,price_structure,down_excursion_ge_1_0_atr,2H,4206,0.7532097004279601,0.39327584612989236,0.6067241538701076,0.692807322507319,-0.13981817929784418,-0.15939524160222387,-0.18567704435111465,-0.09328104406648563,0.09239600028462902,-4,True,0.10111538793289343,5,lower_increases_target,0.0049905044602897575,8.0,97.913
rolling_low_dist_3b,Price Structure,price_structure,up_excursion_ge_1_0_atr,2H,4206,0.7467902995720399,0.6039443495313385,0.6039443495313385,0.8103626868092978,0.127148329097178,0.15657858254216958,0.19101934412431754,0.09149745310334656,-0.09952189102097098,4,True,0.070902756462221,6,higher_increases_target,0.0048327980947059646,6.0,97.891
roc_3b,Momentum,momentum,up_excursion_ge_1_0_atr,12H,4206,0.9034712315739419,0.611189395903552,0.611189395903552,0.9294040236403109,0.11615087242614218,0.11374692310475697,0.09612609126675908,0.03469761503723523,-0.061428476229523854,4,True,0.09013309413561543,6,higher_increases_target,0.0013281812977157526,3.0,97.85
return_3b,Momentum,momentum,up_excursion_ge_1_0_atr,12H,4206,0.9034712315739419,0.611189395903552,0.611189395903552,0.9294040236403109,0.11615087242614218,0.11374692310475697,0.09612609126675908,0.03469761503723523,-0.061428476229523854,4,True,0.09013309413561543,6,higher_increases_target,0.0013281812977157526,2.0,97.85
rv_slope_48b,Volatility,volatility,path_inside_70,4H,4181,0.04353025591963645,0.6695959704211767,0.6695959704211767,0.12766314503826556,0.12849689037333895,0.11987742157917085,0.0753888631647545,0.05694821297988508,-0.01844065018486942,2,True,0.1454289696469131,6,higher_increases_target,0.0010323756169843823,22.0,97.782
rv_slope_48b,Volatility,volatility,range_held,4H,4181,0.04353025591963645,0.6695959704211767,0.6695959704211767,0.12766314503826556,0.12849689037333895,0.11987742157917085,0.0753888631647545,0.05694821297988508,-0.01844065018486942,2,True,0.1454289696469131,6,higher_increases_target,0.0010323756169843823,22.0,97.782
rv_slope_48b,Volatility,volatility,range_breached,4H,4181,0.9564697440803636,0.33040402957882326,0.6695959704211767,0.9229261901071972,-0.12849689037333895,-0.11987742157917085,-0.07538886316475446,-0.05694821297988506,0.0184406501848694,-2,True,0.1454289696469131,6,lower_increases_target,0.0010323756169843823,22.0,97.782
atr_slope_96b,Volatility,volatility,downside_breakdown_occurred,8H,4181,0.6431475723511122,0.42322983019889393,0.5767701698011061,0.5784297354872466,-0.1243640854434442,-0.12740391737731133,-0.16423573596748475,-0.1084585771358012,0.05577715883168355,-4,True,0.04643613898872456,6,lower_increases_target,0.004909718179029854,1.0,97.778
rolling_high_dist_12b,Price Structure,price_structure,downside_breakdown_occurred,2H,4206,0.6314788397527342,0.5733340215701516,0.5733340215701516,0.7006553385266583,0.09994190288564635,0.12254815241232914,0.17070504800020336,0.1021715764184905,-0.06853347158171286,4,True,0.05392938000696623,5,higher_increases_target,0.004054225014232304,1.0,97.737
atr_pct_24b,Volatility,volatility,realized_over_range_width_ge_1,1H,4206,0.8699476937708036,0.3709198175543712,0.6290801824456288,0.8186349671999457,-0.1618429833044874,-0.1504027598222292,-0.13920906284510293,-0.08397860934749801,0.055230453497604914,-4,True,0.1260462961012701,6,lower_increases_target,0.0028590582851956287,14.0,97.737
