interaction,target,horizon,thirds,min_n,lifts,chronologically_stable
bb_compressed_and_low_volume,one_sided_runaway,8H,3,97,"-0.0560,-0.0290,-0.0077",True
bb_compressed_and_low_volume,oscillatory_path,12H,3,97,"0.0629,0.1046,-0.0212",False
bb_compressed_and_low_volume,oscillatory_path,1H,3,97,"-0.0345,-0.0359,0.0307",False
bb_compressed_and_low_volume,oscillatory_path,24H,3,97,"0.0982,0.0293,-0.0077",False
bb_compressed_and_low_volume,oscillatory_path,2H,3,97,"0.0256,-0.0147,-0.0111",False
bb_compressed_and_low_volume,oscillatory_path,4H,3,97,"-0.0181,0.0436,0.0088",False
bb_compressed_and_low_volume,oscillatory_path,8H,3,97,"0.0928,0.0682,-0.0115",False
bb_compressed_and_low_volume,path_inside_70,12H,3,97,"-0.0478,-0.0497,-0.0423",True
bb_compressed_and_low_volume,path_inside_70,1H,3,97,"-0.0403,-0.0187,0.0012",False
bb_compressed_and_low_volume,path_inside_70,24H,3,97,"-0.0456,-0.0453,-0.0292",True
bb_compressed_and_low_volume,path_inside_70,2H,3,97,"-0.0346,-0.0223,-0.0301",True
bb_compressed_and_low_volume,path_inside_70,4H,3,97,"-0.0442,-0.0218,-0.0344",True
bb_compressed_and_low_volume,path_inside_70,8H,3,97,"-0.0506,-0.0332,-0.0514",True
bb_compressed_and_low_volume,range_breached,12H,3,97,"0.0478,0.0497,0.0423",True
bb_compressed_and_low_volume,range_breached,1H,3,97,"0.0403,0.0187,-0.0012",False
bb_compressed_and_low_volume,range_breached,24H,3,97,"0.0456,0.0453,0.0292",True
bb_compressed_and_low_volume,range_breached,2H,3,97,"0.0346,0.0223,0.0301",True
bb_compressed_and_low_volume,range_breached,4H,3,97,"0.0442,0.0218,0.0344",True
bb_compressed_and_low_volume,range_breached,8H,3,97,"0.0506,0.0332,0.0514",True
bb_compressed_and_low_volume,range_held,12H,3,97,"-0.0478,-0.0497,-0.0423",True
bb_compressed_and_low_volume,range_held,1H,3,97,"-0.0403,-0.0187,0.0012",False
bb_compressed_and_low_volume,range_held,24H,3,97,"-0.0456,-0.0453,-0.0292",True
bb_compressed_and_low_volume,range_held,2H,3,97,"-0.0346,-0.0223,-0.0301",True
bb_compressed_and_low_volume,range_held,4H,3,97,"-0.0442,-0.0218,-0.0344",True
bb_compressed_and_low_volume,range_held,8H,3,97,"-0.0506,-0.0332,-0.0514",True
bb_compressed_and_low_volume,realized_over_range_width_ge_1,12H,3,97,"0.1159,0.0610,0.0924",True
bb_compressed_and_low_volume,realized_over_range_width_ge_1,1H,3,97,"0.0993,0.0348,0.0310",True
bb_compressed_and_low_volume,realized_over_range_width_ge_1,24H,3,97,"0.0921,0.0931,0.0884",True
bb_compressed_and_low_volume,realized_over_range_width_ge_1,2H,3,97,"0.0659,0.0478,0.0201",True
bb_compressed_and_low_volume,realized_over_range_width_ge_1,4H,3,97,"0.0918,0.0699,0.0907",True
bb_compressed_and_low_volume,realized_over_range_width_ge_1,8H,3,97,"0.1128,0.0676,0.1058",True
bb_compressed_and_low_volume,trend_efficiency_high,12H,3,97,"0.0080,-0.0187,0.0125",False
bb_compressed_and_low_volume,trend_efficiency_high,1H,3,97,"-0.0844,-0.0064,-0.0374",True
bb_compressed_and_low_volume,trend_efficiency_high,24H,3,97,"-0.1240,-0.0271,-0.0295",True
bb_compressed_and_low_volume,trend_efficiency_high,2H,3,97,"-0.0219,-0.0032,-0.0154",True
bb_compressed_and_low_volume,trend_efficiency_high,4H,3,97,"0.0268,-0.0232,-0.0179",False
bb_compressed_and_low_volume,trend_efficiency_high,8H,3,97,"-0.0560,-0.0290,-0.0077",True
bb_compressed_and_low_volume,upside_breakout_occurred,12H,3,97,"0.2707,0.0884,0.0806",True
bb_compressed_and_low_volume,upside_breakout_occurred,1H,3,97,"0.1455,-0.0295,-0.0178",False
bb_compressed_and_low_volume,upside_breakout_occurred,24H,3,97,"0.2875,0.1125,0.0700",True
bb_compressed_and_low_volume,upside_breakout_occurred,2H,3,97,"0.1705,0.0431,0.0635",True
bb_compressed_and_low_volume,upside_breakout_occurred,4H,3,97,"0.2591,0.0793,0.0310",True
bb_compressed_and_low_volume,upside_breakout_occurred,8H,3,97,"0.2690,0.0531,0.1105",True
bb_compressed_and_rising_atr_slope,downside_breakdown_occurred,12H,3,80,"0.0186,-0.0871,0.0073",False
bb_compressed_and_rising_atr_slope,downside_breakdown_occurred,1H,3,80,"0.0226,-0.0096,0.0281",False
bb_compressed_and_rising_atr_slope,downside_breakdown_occurred,24H,3,80,"0.1336,-0.0449,0.1280",False
bb_compressed_and_rising_atr_slope,downside_breakdown_occurred,2H,3,80,"-0.0415,-0.0050,0.0759",False
bb_compressed_and_rising_atr_slope,downside_breakdown_occurred,4H,3,80,"-0.0096,-0.0508,0.1048",False
bb_compressed_and_rising_atr_slope,downside_breakdown_occurred,8H,3,80,"0.0480,-0.0884,0.0420",False
bb_compressed_and_rising_atr_slope,fast_1atr_touch,1H,3,80,"-0.0232,0.0092,0.0164",False
bb_compressed_and_rising_atr_slope,fast_1atr_touch,2H,3,80,"-0.0072,0.0068,0.0021",False
bb_compressed_and_rising_atr_slope,fast_1atr_touch,4H,3,80,"0.0000,0.0014,0.0000",True
bb_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,12H,3,80,"0.0007,0.0000,0.0000",True
bb_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,1H,3,80,"0.0133,0.0368,-0.0274",False
bb_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,2H,3,80,"-0.0031,0.0142,-0.0097",False
bb_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,4H,3,80,"0.0064,0.0071,0.0029",True
bb_compressed_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,8H,3,80,"0.0007,0.0007,0.0007",True
bb_compressed_and_rising_atr_slope,one_sided_runaway,12H,3,80,"0.0523,0.0726,0.0028",True
bb_compressed_and_rising_atr_slope,one_sided_runaway,1H,3,80,"-0.0405,-0.0139,-0.0116",True
bb_compressed_and_rising_atr_slope,one_sided_runaway,24H,3,80,"-0.0007,0.0938,-0.0740",False
bb_compressed_and_rising_atr_slope,one_sided_runaway,2H,3,80,"0.0200,0.0382,-0.0105",False
bb_compressed_and_rising_atr_slope,one_sided_runaway,4H,3,80,"-0.0426,0.0443,-0.0401",False
bb_compressed_and_rising_atr_slope,one_sided_runaway,8H,3,80,"-0.0303,0.0205,-0.0383",False
bb_compressed_and_rising_atr_slope,oscillatory_path,12H,3,80,"0.0405,-0.0101,-0.0351",False
bb_compressed_and_rising_atr_slope,oscillatory_path,1H,3,80,"0.0003,0.0200,0.0210",True
bb_compressed_and_rising_atr_slope,oscillatory_path,24H,3,80,"-0.0494,-0.0546,0.0756",False
bb_compressed_and_rising_atr_slope,oscillatory_path,2H,3,80,"-0.0257,-0.0468,0.0139",False
bb_compressed_and_rising_atr_slope,oscillatory_path,4H,3,80,"0.1109,-0.0539,-0.1065",False
bb_compressed_and_rising_atr_slope,oscillatory_path,8H,3,80,"0.0406,-0.1184,-0.0476",False
bb_compressed_and_rising_atr_slope,path_inside_70,12H,3,80,"-0.0478,-0.0410,-0.0492",True
bb_compressed_and_rising_atr_slope,path_inside_70,1H,3,80,"-0.0277,-0.0128,-0.0210",True
bb_compressed_and_rising_atr_slope,path_inside_70,24H,3,80,"-0.0456,-0.0586,-0.0292",True
bb_compressed_and_rising_atr_slope,path_inside_70,2H,3,80,"-0.0105,-0.0210,-0.0121",True
bb_compressed_and_rising_atr_slope,path_inside_70,4H,3,80,"-0.0212,-0.0167,-0.0289",True
bb_compressed_and_rising_atr_slope,path_inside_70,8H,3,80,"-0.0391,-0.0281,-0.0514",True
bb_compressed_and_rising_atr_slope,range_breached,12H,3,80,"0.0478,0.0410,0.0492",True
bb_compressed_and_rising_atr_slope,range_breached,1H,3,80,"0.0277,0.0128,0.0210",True
bb_compressed_and_rising_atr_slope,range_breached,24H,3,80,"0.0456,0.0586,0.0292",True
bb_compressed_and_rising_atr_slope,range_breached,2H,3,80,"0.0105,0.0210,0.0121",True
bb_compressed_and_rising_atr_slope,range_breached,4H,3,80,"0.0212,0.0167,0.0289",True
bb_compressed_and_rising_atr_slope,range_breached,8H,3,80,"0.0391,0.0281,0.0514",True
bb_compressed_and_rising_atr_slope,range_held,12H,3,80,"-0.0478,-0.0410,-0.0492",True
bb_compressed_and_rising_atr_slope,range_held,1H,3,80,"-0.0277,-0.0128,-0.0210",True
bb_compressed_and_rising_atr_slope,range_held,24H,3,80,"-0.0456,-0.0586,-0.0292",True
bb_compressed_and_rising_atr_slope,range_held,2H,3,80,"-0.0105,-0.0210,-0.0121",True
bb_compressed_and_rising_atr_slope,range_held,4H,3,80,"-0.0212,-0.0167,-0.0289",True
bb_compressed_and_rising_atr_slope,range_held,8H,3,80,"-0.0391,-0.0281,-0.0514",True
bb_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,12H,3,80,"0.0918,0.0758,0.1341",True
bb_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,1H,3,80,"0.0371,0.0458,0.0213",True
bb_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,24H,3,80,"0.0782,0.0813,0.0884",True
bb_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,2H,3,80,"0.0334,0.0230,-0.0188",False
bb_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,4H,3,80,"0.0284,0.0301,0.0837",True
bb_compressed_and_rising_atr_slope,realized_over_range_width_ge_1,8H,3,80,"0.0874,0.0740,0.1280",True
bb_compressed_and_rising_atr_slope,trend_efficiency_high,12H,3,80,"0.0523,0.0726,0.0028",True
bb_compressed_and_rising_atr_slope,trend_efficiency_high,1H,3,80,"-0.0405,-0.0186,0.0070",False
bb_compressed_and_rising_atr_slope,trend_efficiency_high,24H,3,80,"-0.0007,0.0938,-0.0740",False
bb_compressed_and_rising_atr_slope,trend_efficiency_high,2H,3,80,"0.0200,0.0368,-0.0112",False
bb_compressed_and_rising_atr_slope,trend_efficiency_high,4H,3,80,"-0.0426,0.0443,-0.0401",False
bb_compressed_and_rising_atr_slope,trend_efficiency_high,8H,3,80,"-0.0303,0.0205,-0.0383",False
bb_compressed_and_rising_atr_slope,upside_breakout_occurred,12H,3,80,"0.1646,0.1354,0.0792",True
bb_compressed_and_rising_atr_slope,upside_breakout_occurred,1H,3,80,"0.0735,0.0197,-0.0373",False
bb_compressed_and_rising_atr_slope,upside_breakout_occurred,24H,3,80,"0.1595,0.1400,0.0575",True
bb_compressed_and_rising_atr_slope,upside_breakout_occurred,2H,3,80,"0.0640,0.0624,-0.0323",False
bb_compressed_and_rising_atr_slope,upside_breakout_occurred,4H,3,80,"0.0344,0.0620,-0.0427",False
bb_compressed_and_rising_atr_slope,upside_breakout_occurred,8H,3,80,"0.0812,0.1250,0.0466",True
bb_squeeze_low_and_high_efficiency,downside_breakdown_occurred,12H,3,78,"0.1464,0.0255,0.0683",True
bb_squeeze_low_and_high_efficiency,downside_breakdown_occurred,1H,3,78,"0.0155,-0.0209,-0.0188",False
bb_squeeze_low_and_high_efficiency,downside_breakdown_occurred,24H,3,78,"0.1145,0.1024,0.0722",True
bb_squeeze_low_and_high_efficiency,downside_breakdown_occurred,2H,3,78,"0.0532,-0.0401,-0.0125",False
bb_squeeze_low_and_high_efficiency,downside_breakdown_occurred,4H,3,78,"0.0799,-0.0436,0.0287",False
bb_squeeze_low_and_high_efficiency,downside_breakdown_occurred,8H,3,78,"0.1103,-0.0308,0.0654",False
bb_squeeze_low_and_high_efficiency,fast_1atr_touch,1H,3,78,"0.0122,0.0193,-0.0001",False
bb_squeeze_low_and_high_efficiency,fast_1atr_touch,2H,3,78,"0.0043,-0.0014,0.0021",False
bb_squeeze_low_and_high_efficiency,fast_1atr_touch,4H,3,78,"0.0000,0.0014,0.0000",True
bb_squeeze_low_and_high_efficiency,max_abs_excursion_ge_1_5_atr,12H,3,78,"0.0007,0.0000,0.0000",True
bb_squeeze_low_and_high_efficiency,max_abs_excursion_ge_1_5_atr,1H,3,78,"0.0555,0.0187,0.0319",True
bb_squeeze_low_and_high_efficiency,max_abs_excursion_ge_1_5_atr,2H,3,78,"0.0101,0.0114,0.0030",True
bb_squeeze_low_and_high_efficiency,max_abs_excursion_ge_1_5_atr,4H,3,78,"-0.0042,0.0071,0.0029",False
bb_squeeze_low_and_high_efficiency,max_abs_excursion_ge_1_5_atr,8H,3,78,"0.0007,0.0007,0.0007",True
bb_squeeze_low_and_high_efficiency,one_sided_runaway,12H,3,78,"-0.0287,-0.0259,-0.0940",True
bb_squeeze_low_and_high_efficiency,one_sided_runaway,1H,3,78,"0.0573,-0.0059,0.0245",False
bb_squeeze_low_and_high_efficiency,one_sided_runaway,24H,3,78,"-0.1110,-0.0359,-0.0091",True
bb_squeeze_low_and_high_efficiency,one_sided_runaway,2H,3,78,"0.0046,0.0332,0.0048",True
bb_squeeze_low_and_high_efficiency,one_sided_runaway,4H,3,78,"0.0118,0.0119,-0.0371",False
bb_squeeze_low_and_high_efficiency,one_sided_runaway,8H,3,78,"-0.0521,0.0760,-0.0809",False
bb_squeeze_low_and_high_efficiency,oscillatory_path,12H,3,78,"0.0791,0.0128,0.0692",True
bb_squeeze_low_and_high_efficiency,oscillatory_path,1H,3,78,"-0.0003,0.0264,0.0378",False
bb_squeeze_low_and_high_efficiency,oscillatory_path,24H,3,78,"0.1678,0.0435,0.0136",True
bb_squeeze_low_and_high_efficiency,oscillatory_path,2H,3,78,"-0.0663,-0.0384,0.0472",False
bb_squeeze_low_and_high_efficiency,oscillatory_path,4H,3,78,"0.0166,-0.1003,0.0476",False
bb_squeeze_low_and_high_efficiency,oscillatory_path,8H,3,78,"0.0676,-0.0512,0.1021",False
bb_squeeze_low_and_high_efficiency,path_inside_70,12H,3,78,"-0.0478,-0.0428,0.0334",False
bb_squeeze_low_and_high_efficiency,path_inside_70,1H,3,78,"0.0025,-0.0449,-0.0087",False
bb_squeeze_low_and_high_efficiency,path_inside_70,24H,3,78,"-0.0456,-0.0293,-0.0127",True
bb_squeeze_low_and_high_efficiency,path_inside_70,2H,3,78,"-0.0343,0.0156,0.0208",False
bb_squeeze_low_and_high_efficiency,path_inside_70,4H,3,78,"-0.0229,0.0071,-0.0000",False
bb_squeeze_low_and_high_efficiency,path_inside_70,8H,3,78,"-0.0294,-0.0300,0.0065",False
bb_squeeze_low_and_high_efficiency,range_breached,12H,3,78,"0.0478,0.0428,-0.0334",False
bb_squeeze_low_and_high_efficiency,range_breached,1H,3,78,"-0.0025,0.0449,0.0087",False
bb_squeeze_low_and_high_efficiency,range_breached,24H,3,78,"0.0456,0.0293,0.0127",True
bb_squeeze_low_and_high_efficiency,range_breached,2H,3,78,"0.0343,-0.0156,-0.0208",False
bb_squeeze_low_and_high_efficiency,range_breached,4H,3,78,"0.0229,-0.0071,0.0000",False
bb_squeeze_low_and_high_efficiency,range_breached,8H,3,78,"0.0294,0.0300,-0.0065",False
bb_squeeze_low_and_high_efficiency,range_held,12H,3,78,"-0.0478,-0.0428,0.0334",False
bb_squeeze_low_and_high_efficiency,range_held,1H,3,78,"0.0025,-0.0449,-0.0087",False
bb_squeeze_low_and_high_efficiency,range_held,24H,3,78,"-0.0456,-0.0293,-0.0127",True
bb_squeeze_low_and_high_efficiency,range_held,2H,3,78,"-0.0343,0.0156,0.0208",False
bb_squeeze_low_and_high_efficiency,range_held,4H,3,78,"-0.0229,0.0071,-0.0000",False
bb_squeeze_low_and_high_efficiency,range_held,8H,3,78,"-0.0294,-0.0300,0.0065",False
bb_squeeze_low_and_high_efficiency,realized_over_range_width_ge_1,12H,3,78,"0.1262,0.0814,0.0101",True
bb_squeeze_low_and_high_efficiency,realized_over_range_width_ge_1,1H,3,78,"0.0554,0.0386,0.0221",True
bb_squeeze_low_and_high_efficiency,realized_over_range_width_ge_1,24H,3,78,"0.1021,0.0942,0.0554",True
bb_squeeze_low_and_high_efficiency,realized_over_range_width_ge_1,2H,3,78,"0.0952,0.0351,-0.0340",False
bb_squeeze_low_and_high_efficiency,realized_over_range_width_ge_1,4H,3,78,"0.0476,0.0422,-0.0025",False
bb_squeeze_low_and_high_efficiency,realized_over_range_width_ge_1,8H,3,78,"0.0908,0.0843,0.0165",True
bb_squeeze_low_and_high_efficiency,trend_efficiency_high,12H,3,78,"-0.0287,-0.0259,-0.0940",True
bb_squeeze_low_and_high_efficiency,trend_efficiency_high,1H,3,78,"0.0459,-0.0024,0.0263",False
bb_squeeze_low_and_high_efficiency,trend_efficiency_high,24H,3,78,"-0.1110,-0.0359,-0.0091",True
bb_squeeze_low_and_high_efficiency,trend_efficiency_high,2H,3,78,"0.0046,0.0318,0.0041",True
bb_squeeze_low_and_high_efficiency,trend_efficiency_high,4H,3,78,"0.0118,0.0119,-0.0371",False
bb_squeeze_low_and_high_efficiency,trend_efficiency_high,8H,3,78,"-0.0521,0.0760,-0.0809",False
bb_squeeze_low_and_high_efficiency,upside_breakout_occurred,12H,3,78,"0.1391,0.0461,-0.0965",False
bb_squeeze_low_and_high_efficiency,upside_breakout_occurred,1H,3,78,"0.0319,0.0561,-0.0217",False
bb_squeeze_low_and_high_efficiency,upside_breakout_occurred,24H,3,78,"0.1562,0.0524,-0.0400",False
bb_squeeze_low_and_high_efficiency,upside_breakout_occurred,2H,3,78,"0.0356,0.0062,-0.0745",False
bb_squeeze_low_and_high_efficiency,upside_breakout_occurred,4H,3,78,"0.1158,-0.0372,-0.0146",False
bb_squeeze_low_and_high_efficiency,upside_breakout_occurred,8H,3,78,"0.1370,-0.0266,0.0409",False
bb_squeeze_low_and_low_efficiency,downside_breakdown_occurred,12H,3,134,"-0.0887,0.1403,-0.0914",False
bb_squeeze_low_and_low_efficiency,downside_breakdown_occurred,1H,3,134,"0.0138,0.0118,-0.0219",False
bb_squeeze_low_and_low_efficiency,downside_breakdown_occurred,24H,3,134,"-0.0953,0.0528,-0.0759",False
bb_squeeze_low_and_low_efficiency,downside_breakdown_occurred,2H,3,134,"-0.0290,0.0588,-0.0254",False
bb_squeeze_low_and_low_efficiency,downside_breakdown_occurred,4H,3,134,"-0.0398,0.0308,-0.0485",False
bb_squeeze_low_and_low_efficiency,downside_breakdown_occurred,8H,3,134,"-0.0955,0.0959,-0.1074",False
bb_squeeze_low_and_low_efficiency,fast_1atr_touch,1H,3,134,"0.0162,0.0022,0.0032",True
bb_squeeze_low_and_low_efficiency,fast_1atr_touch,2H,3,134,"0.0043,0.0114,0.0021",True
bb_squeeze_low_and_low_efficiency,fast_1atr_touch,4H,3,134,"0.0000,0.0014,0.0000",True
bb_squeeze_low_and_low_efficiency,max_abs_excursion_ge_1_5_atr,12H,3,134,"0.0007,0.0000,0.0000",True
bb_squeeze_low_and_low_efficiency,max_abs_excursion_ge_1_5_atr,1H,3,134,"0.0459,0.0499,0.0095",True
bb_squeeze_low_and_low_efficiency,max_abs_excursion_ge_1_5_atr,2H,3,134,"0.0182,0.0147,0.0212",True
bb_squeeze_low_and_low_efficiency,max_abs_excursion_ge_1_5_atr,4H,3,134,"0.0064,0.0071,0.0029",True
bb_squeeze_low_and_low_efficiency,max_abs_excursion_ge_1_5_atr,8H,3,134,"0.0007,0.0007,0.0007",True
bb_squeeze_low_and_low_efficiency,one_sided_runaway,12H,3,134,"0.1316,-0.0081,0.0864",False
bb_squeeze_low_and_low_efficiency,one_sided_runaway,1H,3,134,"0.0024,-0.0350,-0.0438",False
bb_squeeze_low_and_low_efficiency,one_sided_runaway,24H,3,134,"0.1196,0.0097,0.0655",True
bb_squeeze_low_and_low_efficiency,one_sided_runaway,2H,3,134,"0.0039,-0.0023,-0.0092",False
bb_squeeze_low_and_low_efficiency,one_sided_runaway,4H,3,134,"0.0678,-0.0237,0.0000",False
bb_squeeze_low_and_low_efficiency,one_sided_runaway,8H,3,134,"0.0637,-0.0258,0.0617",False
bb_squeeze_low_and_low_efficiency,oscillatory_path,12H,3,134,"-0.1067,-0.0021,-0.0417",True
bb_squeeze_low_and_low_efficiency,oscillatory_path,1H,3,134,"0.0174,0.0595,0.0124",True
bb_squeeze_low_and_low_efficiency,oscillatory_path,24H,3,134,"-0.0883,-0.0771,-0.0231",True
bb_squeeze_low_and_low_efficiency,oscillatory_path,2H,3,134,"0.0128,0.1069,-0.0539",False
bb_squeeze_low_and_low_efficiency,oscillatory_path,4H,3,134,"-0.0658,-0.0029,0.0040",False
bb_squeeze_low_and_low_efficiency,oscillatory_path,8H,3,134,"-0.0457,0.0514,-0.0601",False
bb_squeeze_low_and_low_efficiency,path_inside_70,12H,3,134,"-0.0215,-0.0162,-0.0097",True
bb_squeeze_low_and_low_efficiency,path_inside_70,1H,3,134,"-0.0177,-0.0076,-0.0072",True
bb_squeeze_low_and_low_efficiency,path_inside_70,24H,3,134,"-0.0391,-0.0230,-0.0227",True
bb_squeeze_low_and_low_efficiency,path_inside_70,2H,3,134,"-0.0318,-0.0187,-0.0239",True
bb_squeeze_low_and_low_efficiency,path_inside_70,4H,3,134,"-0.0047,-0.0218,-0.0282",True
bb_squeeze_low_and_low_efficiency,path_inside_70,8H,3,134,"-0.0112,-0.0183,-0.0053",True
bb_squeeze_low_and_low_efficiency,range_breached,12H,3,134,"0.0215,0.0162,0.0097",True
bb_squeeze_low_and_low_efficiency,range_breached,1H,3,134,"0.0177,0.0076,0.0072",True
bb_squeeze_low_and_low_efficiency,range_breached,24H,3,134,"0.0391,0.0230,0.0227",True
bb_squeeze_low_and_low_efficiency,range_breached,2H,3,134,"0.0318,0.0187,0.0239",True
bb_squeeze_low_and_low_efficiency,range_breached,4H,3,134,"0.0047,0.0218,0.0282",True
bb_squeeze_low_and_low_efficiency,range_breached,8H,3,134,"0.0112,0.0183,0.0053",True
bb_squeeze_low_and_low_efficiency,range_held,12H,3,134,"-0.0215,-0.0162,-0.0097",True
bb_squeeze_low_and_low_efficiency,range_held,1H,3,134,"-0.0177,-0.0076,-0.0072",True
bb_squeeze_low_and_low_efficiency,range_held,24H,3,134,"-0.0391,-0.0230,-0.0227",True
bb_squeeze_low_and_low_efficiency,range_held,2H,3,134,"-0.0318,-0.0187,-0.0239",True
bb_squeeze_low_and_low_efficiency,range_held,4H,3,134,"-0.0047,-0.0218,-0.0282",True
bb_squeeze_low_and_low_efficiency,range_held,8H,3,134,"-0.0112,-0.0183,-0.0053",True
bb_squeeze_low_and_low_efficiency,realized_over_range_width_ge_1,12H,3,134,"0.0605,0.0240,0.0025",True
bb_squeeze_low_and_low_efficiency,realized_over_range_width_ge_1,1H,3,134,"0.0484,0.0314,0.0226",True
bb_squeeze_low_and_low_efficiency,realized_over_range_width_ge_1,24H,3,134,"0.0272,0.0410,0.0687",True
bb_squeeze_low_and_low_efficiency,realized_over_range_width_ge_1,2H,3,134,"0.0234,0.0257,0.0457",True
bb_squeeze_low_and_low_efficiency,realized_over_range_width_ge_1,4H,3,134,"-0.0079,0.0403,0.0541",False
bb_squeeze_low_and_low_efficiency,realized_over_range_width_ge_1,8H,3,134,"0.0150,0.0269,-0.0042",False
bb_squeeze_low_and_low_efficiency,trend_efficiency_high,12H,3,134,"0.1316,-0.0081,0.0864",False
bb_squeeze_low_and_low_efficiency,trend_efficiency_high,1H,3,134,"-0.0090,-0.0368,-0.0502",True
bb_squeeze_low_and_low_efficiency,trend_efficiency_high,24H,3,134,"0.1196,0.0097,0.0655",True
bb_squeeze_low_and_low_efficiency,trend_efficiency_high,2H,3,134,"0.0039,-0.0038,-0.0099",False
bb_squeeze_low_and_low_efficiency,trend_efficiency_high,4H,3,134,"0.0678,-0.0237,0.0000",False
bb_squeeze_low_and_low_efficiency,trend_efficiency_high,8H,3,134,"0.0637,-0.0258,0.0617",False
bb_squeeze_low_and_low_efficiency,upside_breakout_occurred,12H,3,134,"0.0458,0.0072,0.1325",True
bb_squeeze_low_and_low_efficiency,upside_breakout_occurred,1H,3,134,"-0.0027,0.0429,0.0673",False
bb_squeeze_low_and_low_efficiency,upside_breakout_occurred,24H,3,134,"0.0456,0.0796,0.1325",True
bb_squeeze_low_and_low_efficiency,upside_breakout_occurred,2H,3,134,"0.0815,0.0667,0.0986",True
bb_squeeze_low_and_low_efficiency,upside_breakout_occurred,4H,3,134,"0.0255,0.0692,0.1205",True
bb_squeeze_low_and_low_efficiency,upside_breakout_occurred,8H,3,134,"0.0609,0.0094,0.1361",True
donchian_center_and_falling_rv,downside_breakdown_occurred,12H,3,263,"0.0372,0.0484,-0.0831",False
donchian_center_and_falling_rv,downside_breakdown_occurred,1H,3,263,"0.0298,0.0249,-0.0069",False
donchian_center_and_falling_rv,downside_breakdown_occurred,24H,3,263,"0.0228,0.0356,-0.0329",False
donchian_center_and_falling_rv,downside_breakdown_occurred,2H,3,263,"0.0354,0.0646,-0.0423",False
donchian_center_and_falling_rv,downside_breakdown_occurred,4H,3,263,"0.0306,0.0586,-0.0368",False
donchian_center_and_falling_rv,downside_breakdown_occurred,8H,3,263,"0.0543,0.0411,-0.1005",False
donchian_center_and_falling_rv,fast_1atr_touch,1H,3,263,"0.0157,0.0207,0.0128",True
donchian_center_and_falling_rv,fast_1atr_touch,2H,3,263,"0.0043,0.0114,0.0021",True
donchian_center_and_falling_rv,fast_1atr_touch,4H,3,263,"0.0000,0.0014,0.0000",True
donchian_center_and_falling_rv,max_abs_excursion_ge_1_5_atr,12H,3,263,"0.0007,0.0000,0.0000",True
donchian_center_and_falling_rv,max_abs_excursion_ge_1_5_atr,1H,3,263,"0.0293,0.0177,0.0422",True
donchian_center_and_falling_rv,max_abs_excursion_ge_1_5_atr,2H,3,263,"0.0135,0.0257,0.0169",True
donchian_center_and_falling_rv,max_abs_excursion_ge_1_5_atr,4H,3,263,"-0.0007,0.0071,0.0029",False
donchian_center_and_falling_rv,max_abs_excursion_ge_1_5_atr,8H,3,263,"0.0007,0.0007,0.0007",True
donchian_center_and_falling_rv,one_sided_runaway,12H,3,263,"0.0410,-0.0315,0.0739",False
donchian_center_and_falling_rv,one_sided_runaway,1H,3,263,"-0.0408,-0.0405,0.0073",False
donchian_center_and_falling_rv,one_sided_runaway,24H,3,263,"0.0225,-0.0058,0.0233",False
donchian_center_and_falling_rv,one_sided_runaway,2H,3,263,"-0.0256,-0.0412,0.0359",False
donchian_center_and_falling_rv,one_sided_runaway,4H,3,263,"0.0173,-0.0436,0.0224",False
donchian_center_and_falling_rv,one_sided_runaway,8H,3,263,"0.0532,-0.0117,0.0917",False
donchian_center_and_falling_rv,oscillatory_path,12H,3,263,"-0.0157,0.0642,-0.0138",False
donchian_center_and_falling_rv,oscillatory_path,1H,3,263,"0.0187,0.0121,-0.0270",False
donchian_center_and_falling_rv,oscillatory_path,24H,3,263,"-0.0230,0.0297,0.0265",False
donchian_center_and_falling_rv,oscillatory_path,2H,3,263,"0.0344,0.0333,-0.0341",False
donchian_center_and_falling_rv,oscillatory_path,4H,3,263,"0.0359,0.0431,0.0017",True
donchian_center_and_falling_rv,oscillatory_path,8H,3,263,"0.0159,0.0647,-0.0496",False
donchian_center_and_falling_rv,path_inside_70,12H,3,263,"-0.0299,-0.0305,-0.0274",True
donchian_center_and_falling_rv,path_inside_70,1H,3,263,"-0.0327,-0.0069,-0.0153",True
donchian_center_and_falling_rv,path_inside_70,24H,3,263,"-0.0456,-0.0335,-0.0256",True
donchian_center_and_falling_rv,path_inside_70,2H,3,263,"-0.0306,-0.0295,-0.0262",True
donchian_center_and_falling_rv,path_inside_70,4H,3,263,"-0.0263,-0.0176,-0.0341",True
donchian_center_and_falling_rv,path_inside_70,8H,3,263,"-0.0363,-0.0252,-0.0259",True
donchian_center_and_falling_rv,range_breached,12H,3,263,"0.0299,0.0305,0.0274",True
