interaction,target,horizon,thirds,min_n,lifts,chronologically_stable
falling_atr_and_low_efficiency,upside_breakout_occurred,12H,3,217,"0.0738,0.0799,0.1646",True
falling_atr_and_low_efficiency,upside_breakout_occurred,1H,3,217,"0.0179,0.0280,0.0691",True
falling_atr_and_low_efficiency,upside_breakout_occurred,24H,3,217,"0.0549,0.0807,0.1146",True
falling_atr_and_low_efficiency,upside_breakout_occurred,2H,3,217,"0.0513,0.0440,0.1340",True
falling_atr_and_low_efficiency,upside_breakout_occurred,4H,3,217,"0.0424,0.0500,0.1776",True
falling_atr_and_low_efficiency,upside_breakout_occurred,8H,3,217,"0.0739,0.0678,0.1854",True
high_adx_and_rising_atr,downside_breakdown_occurred,12H,3,229,"-0.0084,-0.1882,0.0190",False
high_adx_and_rising_atr,downside_breakdown_occurred,1H,3,229,"-0.0589,-0.0480,-0.0318",True
high_adx_and_rising_atr,downside_breakdown_occurred,24H,3,229,"-0.0084,-0.1729,-0.0105",True
high_adx_and_rising_atr,downside_breakdown_occurred,2H,3,229,"-0.0469,-0.0441,-0.0306",True
high_adx_and_rising_atr,downside_breakdown_occurred,4H,3,229,"-0.0490,-0.0806,0.0254",False
high_adx_and_rising_atr,downside_breakdown_occurred,8H,3,229,"-0.0020,-0.1381,0.0233",False
high_adx_and_rising_atr,fast_1atr_touch,1H,3,229,"-0.0296,-0.0278,-0.0088",True
high_adx_and_rising_atr,fast_1atr_touch,2H,3,229,"-0.0088,-0.0203,0.0021",False
high_adx_and_rising_atr,fast_1atr_touch,4H,3,229,"0.0000,-0.0021,0.0000",True
high_adx_and_rising_atr,max_abs_excursion_ge_1_5_atr,12H,3,229,"-0.0037,0.0000,0.0000",True
high_adx_and_rising_atr,max_abs_excursion_ge_1_5_atr,1H,3,229,"-0.0715,-0.0749,-0.0394",True
high_adx_and_rising_atr,max_abs_excursion_ge_1_5_atr,2H,3,229,"-0.0123,-0.0439,-0.0046",True
high_adx_and_rising_atr,max_abs_excursion_ge_1_5_atr,4H,3,229,"-0.0067,-0.0140,-0.0043",True
high_adx_and_rising_atr,max_abs_excursion_ge_1_5_atr,8H,3,229,"-0.0037,0.0007,-0.0029",False
high_adx_and_rising_atr,one_sided_runaway,12H,3,229,"-0.0029,0.0174,-0.0478",False
high_adx_and_rising_atr,one_sided_runaway,1H,3,229,"-0.0114,0.0010,-0.0052",False
high_adx_and_rising_atr,one_sided_runaway,24H,3,229,"-0.0477,0.0555,0.0027",False
high_adx_and_rising_atr,one_sided_runaway,2H,3,229,"0.0271,0.0240,-0.0166",False
high_adx_and_rising_atr,one_sided_runaway,4H,3,229,"-0.0206,0.0519,-0.0553",False
high_adx_and_rising_atr,one_sided_runaway,8H,3,229,"-0.0007,0.0753,-0.0696",False
high_adx_and_rising_atr,oscillatory_path,12H,3,229,"-0.0012,-0.0189,0.0323",False
high_adx_and_rising_atr,oscillatory_path,1H,3,229,"0.0220,-0.0289,0.0081",False
high_adx_and_rising_atr,oscillatory_path,24H,3,229,"0.0151,-0.0830,-0.0107",False
high_adx_and_rising_atr,oscillatory_path,2H,3,229,"-0.0131,-0.0286,0.0370",False
high_adx_and_rising_atr,oscillatory_path,4H,3,229,"0.0090,-0.0159,0.0255",False
high_adx_and_rising_atr,oscillatory_path,8H,3,229,"-0.0039,-0.0508,0.0469",False
high_adx_and_rising_atr,path_inside_70,12H,3,229,"0.0133,0.0759,0.0803",True
high_adx_and_rising_atr,path_inside_70,1H,3,229,"0.0454,0.0325,0.0204",True
high_adx_and_rising_atr,path_inside_70,24H,3,229,"0.0242,0.0801,0.0427",True
high_adx_and_rising_atr,path_inside_70,2H,3,229,"0.0555,0.0395,0.0277",True
high_adx_and_rising_atr,path_inside_70,4H,3,229,"0.0387,0.0332,0.0306",True
high_adx_and_rising_atr,path_inside_70,8H,3,229,"0.0454,0.0500,0.0817",True
high_adx_and_rising_atr,range_breached,12H,3,229,"-0.0133,-0.0759,-0.0803",True
high_adx_and_rising_atr,range_breached,1H,3,229,"-0.0454,-0.0325,-0.0204",True
high_adx_and_rising_atr,range_breached,24H,3,229,"-0.0242,-0.0801,-0.0427",True
high_adx_and_rising_atr,range_breached,2H,3,229,"-0.0555,-0.0395,-0.0277",True
high_adx_and_rising_atr,range_breached,4H,3,229,"-0.0387,-0.0332,-0.0306",True
high_adx_and_rising_atr,range_breached,8H,3,229,"-0.0454,-0.0500,-0.0817",True
high_adx_and_rising_atr,range_held,12H,3,229,"0.0133,0.0759,0.0803",True
high_adx_and_rising_atr,range_held,1H,3,229,"0.0454,0.0325,0.0204",True
high_adx_and_rising_atr,range_held,24H,3,229,"0.0242,0.0801,0.0427",True
high_adx_and_rising_atr,range_held,2H,3,229,"0.0555,0.0395,0.0277",True
high_adx_and_rising_atr,range_held,4H,3,229,"0.0387,0.0332,0.0306",True
high_adx_and_rising_atr,range_held,8H,3,229,"0.0454,0.0500,0.0817",True
high_adx_and_rising_atr,realized_over_range_width_ge_1,12H,3,229,"-0.0397,-0.1198,-0.1285",True
high_adx_and_rising_atr,realized_over_range_width_ge_1,1H,3,229,"-0.0822,-0.0688,-0.0658",True
high_adx_and_rising_atr,realized_over_range_width_ge_1,24H,3,229,"-0.0576,-0.0834,-0.1094",True
high_adx_and_rising_atr,realized_over_range_width_ge_1,2H,3,229,"-0.0612,-0.0842,-0.0810",True
high_adx_and_rising_atr,realized_over_range_width_ge_1,4H,3,229,"-0.0662,-0.1017,-0.1236",True
high_adx_and_rising_atr,realized_over_range_width_ge_1,8H,3,229,"-0.0806,-0.0994,-0.1041",True
high_adx_and_rising_atr,trend_efficiency_high,12H,3,229,"-0.0029,0.0174,-0.0478",False
high_adx_and_rising_atr,trend_efficiency_high,1H,3,229,"-0.0010,0.0093,0.0028",False
high_adx_and_rising_atr,trend_efficiency_high,24H,3,229,"-0.0477,0.0555,0.0027",False
high_adx_and_rising_atr,trend_efficiency_high,2H,3,229,"0.0271,0.0226,-0.0173",False
high_adx_and_rising_atr,trend_efficiency_high,4H,3,229,"-0.0206,0.0519,-0.0553",False
high_adx_and_rising_atr,trend_efficiency_high,8H,3,229,"-0.0007,0.0753,-0.0696",False
high_adx_and_rising_atr,upside_breakout_occurred,12H,3,229,"-0.0859,-0.0733,-0.1689",True
high_adx_and_rising_atr,upside_breakout_occurred,1H,3,229,"-0.0469,-0.0376,-0.0311",True
high_adx_and_rising_atr,upside_breakout_occurred,24H,3,229,"-0.0620,-0.0279,-0.1742",True
high_adx_and_rising_atr,upside_breakout_occurred,2H,3,229,"-0.0438,-0.0503,-0.0441",True
high_adx_and_rising_atr,upside_breakout_occurred,4H,3,229,"-0.0841,-0.0412,-0.0815",True
high_adx_and_rising_atr,upside_breakout_occurred,8H,3,229,"-0.1341,-0.0421,-0.1785",True
high_atr_pct_and_falling_atr_slope,downside_breakdown_occurred,12H,3,16,"0.0008,-0.1909,-0.0427",False
high_atr_pct_and_falling_atr_slope,downside_breakdown_occurred,1H,3,16,"0.0132,0.0127,0.0406",False
high_atr_pct_and_falling_atr_slope,downside_breakdown_occurred,24H,3,16,"-0.0039,-0.1412,0.0030",False
high_atr_pct_and_falling_atr_slope,downside_breakdown_occurred,2H,3,16,"0.0343,0.1698,0.0259",False
high_atr_pct_and_falling_atr_slope,downside_breakdown_occurred,4H,3,16,"0.0113,0.1166,-0.0202",False
high_atr_pct_and_falling_atr_slope,downside_breakdown_occurred,8H,3,16,"0.0119,0.0670,0.0045",False
high_atr_pct_and_falling_atr_slope,fast_1atr_touch,1H,3,16,"0.0134,-0.0929,-0.0086",False
high_atr_pct_and_falling_atr_slope,fast_1atr_touch,2H,3,16,"0.0043,-0.0511,0.0021",False
high_atr_pct_and_falling_atr_slope,fast_1atr_touch,4H,3,16,"0.0000,-0.0611,0.0000",False
high_atr_pct_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,12H,3,16,"0.0007,0.0000,0.0000",False
high_atr_pct_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,1H,3,16,"0.0385,-0.2281,-0.0399",False
high_atr_pct_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,2H,3,16,"0.0079,-0.0879,0.0153",False
high_atr_pct_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,4H,3,16,"0.0017,-0.0554,0.0029",False
high_atr_pct_and_falling_atr_slope,max_abs_excursion_ge_1_5_atr,8H,3,16,"0.0007,0.0007,0.0007",False
high_atr_pct_and_falling_atr_slope,one_sided_runaway,12H,3,16,"-0.0274,-0.1172,0.0528",False
high_atr_pct_and_falling_atr_slope,one_sided_runaway,1H,3,16,"-0.0100,-0.0219,0.0009",False
high_atr_pct_and_falling_atr_slope,one_sided_runaway,24H,3,16,"0.1043,-0.0519,-0.0490",False
high_atr_pct_and_falling_atr_slope,one_sided_runaway,2H,3,16,"0.0197,-0.1591,0.0145",False
high_atr_pct_and_falling_atr_slope,one_sided_runaway,4H,3,16,"0.0281,-0.1805,0.0099",False
high_atr_pct_and_falling_atr_slope,one_sided_runaway,8H,3,16,"0.0315,-0.1051,-0.0133",False
high_atr_pct_and_falling_atr_slope,oscillatory_path,12H,3,16,"-0.0197,-0.1747,-0.0851",False
high_atr_pct_and_falling_atr_slope,oscillatory_path,1H,3,16,"-0.0375,-0.0104,-0.0040",False
high_atr_pct_and_falling_atr_slope,oscillatory_path,24H,3,16,"-0.1590,0.1300,-0.0744",False
high_atr_pct_and_falling_atr_slope,oscillatory_path,2H,3,16,"-0.0242,-0.0480,-0.0611",False
high_atr_pct_and_falling_atr_slope,oscillatory_path,4H,3,16,"0.0005,0.1417,-0.0190",False
high_atr_pct_and_falling_atr_slope,oscillatory_path,8H,3,16,"0.0158,0.3639,0.0649",False
high_atr_pct_and_falling_atr_slope,path_inside_70,12H,3,16,"-0.0384,0.1815,0.0008",False
high_atr_pct_and_falling_atr_slope,path_inside_70,1H,3,16,"-0.0131,0.0801,-0.0085",False
high_atr_pct_and_falling_atr_slope,path_inside_70,24H,3,16,"-0.0456,0.1822,-0.0167",False
high_atr_pct_and_falling_atr_slope,path_inside_70,2H,3,16,"-0.0121,0.0140,0.0004",False
high_atr_pct_and_falling_atr_slope,path_inside_70,4H,3,16,"-0.0020,0.0808,0.0086",False
high_atr_pct_and_falling_atr_slope,path_inside_70,8H,3,16,"-0.0272,0.1319,-0.0139",False
high_atr_pct_and_falling_atr_slope,range_breached,12H,3,16,"0.0384,-0.1815,-0.0008",False
high_atr_pct_and_falling_atr_slope,range_breached,1H,3,16,"0.0131,-0.0801,0.0085",False
high_atr_pct_and_falling_atr_slope,range_breached,24H,3,16,"0.0456,-0.1822,0.0167",False
high_atr_pct_and_falling_atr_slope,range_breached,2H,3,16,"0.0121,-0.0140,-0.0004",False
high_atr_pct_and_falling_atr_slope,range_breached,4H,3,16,"0.0020,-0.0808,-0.0086",False
high_atr_pct_and_falling_atr_slope,range_breached,8H,3,16,"0.0272,-0.1319,0.0139",False
high_atr_pct_and_falling_atr_slope,range_held,12H,3,16,"-0.0384,0.1815,0.0008",False
high_atr_pct_and_falling_atr_slope,range_held,1H,3,16,"-0.0131,0.0801,-0.0085",False
high_atr_pct_and_falling_atr_slope,range_held,24H,3,16,"-0.0456,0.1822,-0.0167",False
high_atr_pct_and_falling_atr_slope,range_held,2H,3,16,"-0.0121,0.0140,0.0004",False
high_atr_pct_and_falling_atr_slope,range_held,4H,3,16,"-0.0020,0.0808,0.0086",False
high_atr_pct_and_falling_atr_slope,range_held,8H,3,16,"-0.0272,0.1319,-0.0139",False
high_atr_pct_and_falling_atr_slope,realized_over_range_width_ge_1,12H,3,16,"0.0511,-0.4042,-0.0159",False
high_atr_pct_and_falling_atr_slope,realized_over_range_width_ge_1,1H,3,16,"0.0419,-0.2466,-0.0037",False
high_atr_pct_and_falling_atr_slope,realized_over_range_width_ge_1,24H,3,16,"0.0751,-0.2295,-0.0616",False
high_atr_pct_and_falling_atr_slope,realized_over_range_width_ge_1,2H,3,16,"0.0451,-0.2373,-0.0563",False
high_atr_pct_and_falling_atr_slope,realized_over_range_width_ge_1,4H,3,16,"-0.0022,-0.2927,-0.0788",False
high_atr_pct_and_falling_atr_slope,realized_over_range_width_ge_1,8H,3,16,"0.0348,-0.3388,-0.0220",False
high_atr_pct_and_falling_atr_slope,trend_efficiency_high,12H,3,16,"-0.0274,-0.1172,0.0528",False
high_atr_pct_and_falling_atr_slope,trend_efficiency_high,1H,3,16,"-0.0167,-0.0312,-0.0055",False
high_atr_pct_and_falling_atr_slope,trend_efficiency_high,24H,3,16,"0.1043,-0.0519,-0.0490",False
high_atr_pct_and_falling_atr_slope,trend_efficiency_high,2H,3,16,"0.0197,-0.0980,0.0138",False
high_atr_pct_and_falling_atr_slope,trend_efficiency_high,4H,3,16,"0.0281,-0.1805,0.0099",False
high_atr_pct_and_falling_atr_slope,trend_efficiency_high,8H,3,16,"0.0315,-0.1051,-0.0133",False
high_atr_pct_and_falling_atr_slope,upside_breakout_occurred,12H,3,16,"-0.0422,-0.2969,-0.0958",False
high_atr_pct_and_falling_atr_slope,upside_breakout_occurred,1H,3,16,"-0.0080,-0.1362,-0.0748",False
high_atr_pct_and_falling_atr_slope,upside_breakout_occurred,24H,3,16,"-0.0827,-0.1415,-0.0800",False
high_atr_pct_and_falling_atr_slope,upside_breakout_occurred,2H,3,16,"-0.0346,-0.3848,-0.0823",False
high_atr_pct_and_falling_atr_slope,upside_breakout_occurred,4H,3,16,"-0.0511,-0.3273,-0.1052",False
high_atr_pct_and_falling_atr_slope,upside_breakout_occurred,8H,3,16,"-0.0336,-0.3423,-0.0659",False
high_atr_pct_and_rising_atr_slope,downside_breakdown_occurred,12H,3,167,"-0.0907,-0.2092,-0.0944",True
high_atr_pct_and_rising_atr_slope,downside_breakdown_occurred,1H,3,167,"-0.0360,-0.0460,-0.0497",True
high_atr_pct_and_rising_atr_slope,downside_breakdown_occurred,24H,3,167,"-0.1121,-0.2400,-0.1535",True
high_atr_pct_and_rising_atr_slope,downside_breakdown_occurred,2H,3,167,"-0.0457,-0.1636,-0.0652",True
high_atr_pct_and_rising_atr_slope,downside_breakdown_occurred,4H,3,167,"-0.0472,-0.1843,-0.0872",True
high_atr_pct_and_rising_atr_slope,downside_breakdown_occurred,8H,3,167,"-0.0914,-0.2014,-0.0863",True
high_atr_pct_and_rising_atr_slope,fast_1atr_touch,1H,3,167,"-0.0199,-0.0637,-0.0192",True
high_atr_pct_and_rising_atr_slope,fast_1atr_touch,2H,3,167,"-0.0052,-0.0425,-0.0061",True
high_atr_pct_and_rising_atr_slope,fast_1atr_touch,4H,3,167,"0.0000,-0.0046,0.0000",True
high_atr_pct_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,12H,3,167,"-0.0017,0.0000,0.0000",True
high_atr_pct_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,1H,3,167,"-0.0792,-0.1525,-0.0606",True
high_atr_pct_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,2H,3,167,"-0.0280,-0.0887,-0.0297",True
high_atr_pct_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,4H,3,167,"-0.0078,-0.0408,-0.0081",True
high_atr_pct_and_rising_atr_slope,max_abs_excursion_ge_1_5_atr,8H,3,167,"-0.0017,0.0007,-0.0020",False
high_atr_pct_and_rising_atr_slope,one_sided_runaway,12H,3,167,"-0.0042,-0.0121,-0.0289",True
high_atr_pct_and_rising_atr_slope,one_sided_runaway,1H,3,167,"0.0155,-0.0152,-0.0093",False
high_atr_pct_and_rising_atr_slope,one_sided_runaway,24H,3,167,"-0.0180,0.0387,0.0281",False
high_atr_pct_and_rising_atr_slope,one_sided_runaway,2H,3,167,"0.0293,0.0206,-0.0043",False
high_atr_pct_and_rising_atr_slope,one_sided_runaway,4H,3,167,"-0.0313,-0.0008,-0.0050",True
high_atr_pct_and_rising_atr_slope,one_sided_runaway,8H,3,167,"-0.0491,-0.0059,-0.0568",True
high_atr_pct_and_rising_atr_slope,oscillatory_path,12H,3,167,"-0.0004,-0.0500,0.0501",False
high_atr_pct_and_rising_atr_slope,oscillatory_path,1H,3,167,"0.0148,0.0251,0.0188",True
high_atr_pct_and_rising_atr_slope,oscillatory_path,24H,3,167,"-0.0182,-0.0998,-0.1121",True
high_atr_pct_and_rising_atr_slope,oscillatory_path,2H,3,167,"-0.0123,0.0681,0.0116",False
high_atr_pct_and_rising_atr_slope,oscillatory_path,4H,3,167,"-0.0204,0.0343,-0.0127",False
high_atr_pct_and_rising_atr_slope,oscillatory_path,8H,3,167,"0.0119,-0.0235,0.0581",False
high_atr_pct_and_rising_atr_slope,path_inside_70,12H,3,167,"0.0900,0.2249,0.0878",True
high_atr_pct_and_rising_atr_slope,path_inside_70,1H,3,167,"0.0396,0.0628,0.0377",True
high_atr_pct_and_rising_atr_slope,path_inside_70,24H,3,167,"0.0992,0.2197,0.0749",True
high_atr_pct_and_rising_atr_slope,path_inside_70,2H,3,167,"0.0525,0.1252,0.0478",True
high_atr_pct_and_rising_atr_slope,path_inside_70,4H,3,167,"0.0484,0.1474,0.0545",True
high_atr_pct_and_rising_atr_slope,path_inside_70,8H,3,167,"0.0847,0.1719,0.0911",True
high_atr_pct_and_rising_atr_slope,range_breached,12H,3,167,"-0.0900,-0.2249,-0.0878",True
high_atr_pct_and_rising_atr_slope,range_breached,1H,3,167,"-0.0396,-0.0628,-0.0377",True
high_atr_pct_and_rising_atr_slope,range_breached,24H,3,167,"-0.0992,-0.2197,-0.0749",True
high_atr_pct_and_rising_atr_slope,range_breached,2H,3,167,"-0.0525,-0.1252,-0.0478",True
high_atr_pct_and_rising_atr_slope,range_breached,4H,3,167,"-0.0484,-0.1474,-0.0545",True
high_atr_pct_and_rising_atr_slope,range_breached,8H,3,167,"-0.0847,-0.1719,-0.0911",True
high_atr_pct_and_rising_atr_slope,range_held,12H,3,167,"0.0900,0.2249,0.0878",True
high_atr_pct_and_rising_atr_slope,range_held,1H,3,167,"0.0396,0.0628,0.0377",True
high_atr_pct_and_rising_atr_slope,range_held,24H,3,167,"0.0992,0.2197,0.0749",True
high_atr_pct_and_rising_atr_slope,range_held,2H,3,167,"0.0525,0.1252,0.0478",True
high_atr_pct_and_rising_atr_slope,range_held,4H,3,167,"0.0484,0.1474,0.0545",True
high_atr_pct_and_rising_atr_slope,range_held,8H,3,167,"0.0847,0.1719,0.0911",True
high_atr_pct_and_rising_atr_slope,realized_over_range_width_ge_1,12H,3,167,"-0.1778,-0.3566,-0.2056",True
high_atr_pct_and_rising_atr_slope,realized_over_range_width_ge_1,1H,3,167,"-0.0970,-0.1471,-0.0952",True
high_atr_pct_and_rising_atr_slope,realized_over_range_width_ge_1,24H,3,167,"-0.1937,-0.3695,-0.1773",True
high_atr_pct_and_rising_atr_slope,realized_over_range_width_ge_1,2H,3,167,"-0.0915,-0.2516,-0.1044",True
high_atr_pct_and_rising_atr_slope,realized_over_range_width_ge_1,4H,3,167,"-0.0965,-0.2804,-0.1552",True
high_atr_pct_and_rising_atr_slope,realized_over_range_width_ge_1,8H,3,167,"-0.1778,-0.3358,-0.1992",True
high_atr_pct_and_rising_atr_slope,trend_efficiency_high,12H,3,167,"-0.0042,-0.0121,-0.0289",True
high_atr_pct_and_rising_atr_slope,trend_efficiency_high,1H,3,167,"0.0302,-0.0065,-0.0103",False
high_atr_pct_and_rising_atr_slope,trend_efficiency_high,24H,3,167,"-0.0180,0.0387,0.0281",False
high_atr_pct_and_rising_atr_slope,trend_efficiency_high,2H,3,167,"0.0293,0.0251,-0.0050",False
high_atr_pct_and_rising_atr_slope,trend_efficiency_high,4H,3,167,"-0.0313,-0.0008,-0.0050",True
high_atr_pct_and_rising_atr_slope,trend_efficiency_high,8H,3,167,"-0.0491,-0.0059,-0.0568",True
high_atr_pct_and_rising_atr_slope,upside_breakout_occurred,12H,3,167,"-0.1614,-0.3186,-0.1408",True
high_atr_pct_and_rising_atr_slope,upside_breakout_occurred,1H,3,167,"-0.0529,-0.1033,-0.0580",True
high_atr_pct_and_rising_atr_slope,upside_breakout_occurred,24H,3,167,"-0.2025,-0.3327,-0.1206",True
high_atr_pct_and_rising_atr_slope,upside_breakout_occurred,2H,3,167,"-0.0588,-0.1198,-0.0914",True
high_atr_pct_and_rising_atr_slope,upside_breakout_occurred,4H,3,167,"-0.0827,-0.1488,-0.1029",True
high_atr_pct_and_rising_atr_slope,upside_breakout_occurred,8H,3,167,"-0.1409,-0.1817,-0.1602",True
high_vwap_displacement_and_rising_atr,downside_breakdown_occurred,12H,3,254,"-0.0798,-0.1488,-0.0107",True
high_vwap_displacement_and_rising_atr,downside_breakdown_occurred,1H,3,254,"-0.0653,-0.0353,-0.0540",True
high_vwap_displacement_and_rising_atr,downside_breakdown_occurred,24H,3,254,"-0.0798,-0.1208,-0.0395",True
high_vwap_displacement_and_rising_atr,downside_breakdown_occurred,2H,3,254,"-0.0529,-0.0776,-0.0487",True
high_vwap_displacement_and_rising_atr,downside_breakdown_occurred,4H,3,254,"-0.0506,-0.1055,-0.0428",True
high_vwap_displacement_and_rising_atr,downside_breakdown_occurred,8H,3,254,"-0.0459,-0.1001,-0.0135",True
high_vwap_displacement_and_rising_atr,fast_1atr_touch,1H,3,254,"-0.0323,-0.0534,-0.0082",True
high_vwap_displacement_and_rising_atr,fast_1atr_touch,2H,3,254,"-0.0075,-0.0295,-0.0049",True
high_vwap_displacement_and_rising_atr,fast_1atr_touch,4H,3,254,"0.0000,-0.0023,0.0000",True
high_vwap_displacement_and_rising_atr,max_abs_excursion_ge_1_5_atr,12H,3,254,"-0.0032,0.0000,0.0000",True
high_vwap_displacement_and_rising_atr,max_abs_excursion_ge_1_5_atr,1H,3,254,"-0.0535,-0.0910,-0.0559",True
high_vwap_displacement_and_rising_atr,max_abs_excursion_ge_1_5_atr,2H,3,254,"-0.0237,-0.0670,-0.0178",True
high_vwap_displacement_and_rising_atr,max_abs_excursion_ge_1_5_atr,4H,3,254,"-0.0133,-0.0226,-0.0077",True
high_vwap_displacement_and_rising_atr,max_abs_excursion_ge_1_5_atr,8H,3,254,"-0.0032,-0.0030,-0.0028",True
high_vwap_displacement_and_rising_atr,one_sided_runaway,12H,3,254,"-0.0201,0.0210,-0.0588",False
high_vwap_displacement_and_rising_atr,one_sided_runaway,1H,3,254,"-0.0019,-0.0280,-0.0157",True
high_vwap_displacement_and_rising_atr,one_sided_runaway,24H,3,254,"-0.0623,0.0387,-0.0345",False
high_vwap_displacement_and_rising_atr,one_sided_runaway,2H,3,254,"0.0060,-0.0215,-0.0236",False
high_vwap_displacement_and_rising_atr,one_sided_runaway,4H,3,254,"-0.0312,0.0240,-0.0408",False
high_vwap_displacement_and_rising_atr,one_sided_runaway,8H,3,254,"-0.0223,0.0294,-0.0374",False
high_vwap_displacement_and_rising_atr,oscillatory_path,12H,3,254,"0.0223,-0.0113,0.0425",False
high_vwap_displacement_and_rising_atr,oscillatory_path,1H,3,254,"0.0044,-0.0018,0.0216",False
high_vwap_displacement_and_rising_atr,oscillatory_path,24H,3,254,"0.0197,-0.0787,-0.0139",False
high_vwap_displacement_and_rising_atr,oscillatory_path,2H,3,254,"0.0248,0.0454,0.0601",True
high_vwap_displacement_and_rising_atr,oscillatory_path,4H,3,254,"-0.0235,0.0030,0.0523",False
high_vwap_displacement_and_rising_atr,oscillatory_path,8H,3,254,"0.0070,-0.0806,0.0526",False
high_vwap_displacement_and_rising_atr,path_inside_70,12H,3,254,"0.0703,0.0542,0.0631",True
high_vwap_displacement_and_rising_atr,path_inside_70,1H,3,254,"0.0438,0.0331,0.0367",True
high_vwap_displacement_and_rising_atr,path_inside_70,24H,3,254,"0.0803,0.0326,0.0515",True
high_vwap_displacement_and_rising_atr,path_inside_70,2H,3,254,"0.0574,0.0779,0.0436",True
high_vwap_displacement_and_rising_atr,path_inside_70,4H,3,254,"0.0345,0.0747,0.0674",True
high_vwap_displacement_and_rising_atr,path_inside_70,8H,3,254,"0.0557,0.0522,0.0574",True
high_vwap_displacement_and_rising_atr,range_breached,12H,3,254,"-0.0703,-0.0542,-0.0631",True
high_vwap_displacement_and_rising_atr,range_breached,1H,3,254,"-0.0438,-0.0331,-0.0367",True
high_vwap_displacement_and_rising_atr,range_breached,24H,3,254,"-0.0803,-0.0326,-0.0515",True
high_vwap_displacement_and_rising_atr,range_breached,2H,3,254,"-0.0574,-0.0779,-0.0436",True
high_vwap_displacement_and_rising_atr,range_breached,4H,3,254,"-0.0345,-0.0747,-0.0674",True
high_vwap_displacement_and_rising_atr,range_breached,8H,3,254,"-0.0557,-0.0522,-0.0574",True
high_vwap_displacement_and_rising_atr,range_held,12H,3,254,"0.0703,0.0542,0.0631",True
high_vwap_displacement_and_rising_atr,range_held,1H,3,254,"0.0438,0.0331,0.0367",True
high_vwap_displacement_and_rising_atr,range_held,24H,3,254,"0.0803,0.0326,0.0515",True
high_vwap_displacement_and_rising_atr,range_held,2H,3,254,"0.0574,0.0779,0.0436",True
high_vwap_displacement_and_rising_atr,range_held,4H,3,254,"0.0345,0.0747,0.0674",True
high_vwap_displacement_and_rising_atr,range_held,8H,3,254,"0.0557,0.0522,0.0574",True
high_vwap_displacement_and_rising_atr,realized_over_range_width_ge_1,12H,3,254,"-0.1493,-0.1019,-0.1326",True
high_vwap_displacement_and_rising_atr,realized_over_range_width_ge_1,1H,3,254,"-0.0918,-0.0649,-0.0858",True
high_vwap_displacement_and_rising_atr,realized_over_range_width_ge_1,24H,3,254,"-0.1550,-0.1073,-0.1291",True
high_vwap_displacement_and_rising_atr,realized_over_range_width_ge_1,2H,3,254,"-0.0760,-0.1337,-0.1074",True
high_vwap_displacement_and_rising_atr,realized_over_range_width_ge_1,4H,3,254,"-0.0495,-0.1154,-0.1415",True
high_vwap_displacement_and_rising_atr,realized_over_range_width_ge_1,8H,3,254,"-0.1265,-0.0916,-0.1016",True
high_vwap_displacement_and_rising_atr,trend_efficiency_high,12H,3,254,"-0.0201,0.0210,-0.0588",False
high_vwap_displacement_and_rising_atr,trend_efficiency_high,1H,3,254,"0.0063,-0.0149,-0.0151",False
high_vwap_displacement_and_rising_atr,trend_efficiency_high,24H,3,254,"-0.0623,0.0387,-0.0345",False
high_vwap_displacement_and_rising_atr,trend_efficiency_high,2H,3,254,"0.0060,-0.0192,-0.0244",False
high_vwap_displacement_and_rising_atr,trend_efficiency_high,4H,3,254,"-0.0312,0.0240,-0.0408",False
high_vwap_displacement_and_rising_atr,trend_efficiency_high,8H,3,254,"-0.0223,0.0294,-0.0374",False
high_vwap_displacement_and_rising_atr,upside_breakout_occurred,12H,3,254,"-0.0938,-0.0883,-0.1324",True
high_vwap_displacement_and_rising_atr,upside_breakout_occurred,1H,3,254,"-0.0174,-0.0117,-0.0393",True
high_vwap_displacement_and_rising_atr,upside_breakout_occurred,24H,3,254,"-0.0676,-0.0460,-0.1495",True
high_vwap_displacement_and_rising_atr,upside_breakout_occurred,2H,3,254,"-0.0397,-0.0474,-0.0588",True
high_vwap_displacement_and_rising_atr,upside_breakout_occurred,4H,3,254,"-0.0391,-0.0599,-0.0848",True
high_vwap_displacement_and_rising_atr,upside_breakout_occurred,8H,3,254,"-0.1088,-0.0897,-0.1516",True
keltner_compressed_and_falling_atr_slope,downside_breakdown_occurred,12H,3,179,"0.0196,0.0992,0.0080",True
keltner_compressed_and_falling_atr_slope,downside_breakdown_occurred,1H,3,179,"-0.0033,0.0470,0.0235",False
keltner_compressed_and_falling_atr_slope,downside_breakdown_occurred,24H,3,179,"0.0293,0.1234,0.1043",True
keltner_compressed_and_falling_atr_slope,downside_breakdown_occurred,2H,3,179,"-0.0209,0.0519,0.0463",False
keltner_compressed_and_falling_atr_slope,downside_breakdown_occurred,4H,3,179,"-0.0337,0.0670,-0.0267",False
