target,horizon,feature,model_family,feature_set,permutation_brier_increase,test_brier_skill
range_breached,1H,rolling_vwap_z_96b,logistic,step11_individuals,2.3835699987651005e-06,-0.00012069118430813042
range_breached,1H,donchian_pos_96b,logistic,step11_individuals,3.2233320780727936e-05,-0.00012069118430813042
range_breached,1H,volume_z_96b,logistic,step11_individuals,6.65960198657986e-05,-0.00012069118430813042
range_breached,2H,atr_slope_96b,tree_depth2,compact_deredundant,-0.00015946065333390796,0.010502672763706644
range_breached,2H,atr_pct_12b,tree_depth2,compact_deredundant,5.164273371764672e-06,0.010502672763706644
range_breached,2H,bollinger_bandwidth_20b,tree_depth2,compact_deredundant,-0.000739676539431175,0.010502672763706644
range_breached,2H,price_efficiency_96b,tree_depth2,compact_deredundant,0.0,0.010502672763706644
range_breached,2H,rolling_vwap_z_96b,tree_depth2,compact_deredundant,0.0,0.010502672763706644
range_breached,2H,volume_z_96b,tree_depth2,compact_deredundant,0.0,0.010502672763706644
range_breached,2H,high_atr_pct_and_rising_atr_slope,tree_depth2,compact_deredundant,0.0,0.010502672763706644
range_breached,2H,ema_spread_high_and_rising_atr,tree_depth2,compact_deredundant,0.0,0.010502672763706644
range_breached,2H,low_vwap_displacement_and_low_atr,tree_depth2,compact_deredundant,0.0,0.010502672763706644
range_breached,2H,rising_atr_and_high_volume,tree_depth2,compact_deredundant,0.0,0.010502672763706644
range_breached,2H,low_atr_pct_and_falling_atr_slope,tree_depth2,compact_deredundant,0.0,0.010502672763706644
range_breached,4H,atr_slope_96b,tree_depth2,step11_individuals,-0.0003940872859236888,0.04283684958460943
range_breached,4H,rv_slope_96b,tree_depth2,step11_individuals,0.0,0.04283684958460943
range_breached,4H,atr_pct_12b,tree_depth2,step11_individuals,3.2294829036966233e-06,0.04283684958460943
range_breached,4H,bollinger_bandwidth_20b,tree_depth2,step11_individuals,0.00035339048440107684,0.04283684958460943
range_breached,4H,keltner_width_20b,tree_depth2,step11_individuals,0.0,0.04283684958460943
range_breached,4H,rv_12b,tree_depth2,step11_individuals,0.0,0.04283684958460943
range_breached,4H,price_efficiency_96b,tree_depth2,step11_individuals,0.0,0.04283684958460943
range_breached,4H,rolling_vwap_z_96b,tree_depth2,step11_individuals,0.0,0.04283684958460943
range_breached,4H,donchian_pos_96b,tree_depth2,step11_individuals,0.0,0.04283684958460943
range_breached,4H,volume_z_96b,tree_depth2,step11_individuals,0.0,0.04283684958460943
range_breached,8H,high_atr_pct_and_rising_atr_slope,tree_depth2,step12_interactions,0.000678290424996425,0.05157445097980351
range_breached,8H,ema_spread_high_and_rising_atr,tree_depth2,step12_interactions,0.0,0.05157445097980351
range_breached,8H,low_vwap_displacement_and_low_atr,tree_depth2,step12_interactions,0.0,0.05157445097980351
range_breached,8H,high_vwap_displacement_and_rising_atr,tree_depth2,step12_interactions,0.0,0.05157445097980351
range_breached,8H,low_atr_and_mid_donchian,tree_depth2,step12_interactions,0.0,0.05157445097980351
range_breached,8H,rising_atr_and_high_volume,tree_depth2,step12_interactions,0.0,0.05157445097980351
range_breached,8H,low_atr_pct_and_falling_atr_slope,tree_depth2,step12_interactions,0.0,0.05157445097980351
range_breached,8H,low_adx_and_falling_atr,tree_depth2,step12_interactions,0.0,0.05157445097980351
range_breached,12H,atr_slope_96b,logistic,all_step13,0.00015123919335292835,0.03413222917360503
range_breached,12H,rv_slope_96b,logistic,all_step13,-1.9679501202241045e-06,0.03413222917360503
range_breached,12H,atr_pct_12b,logistic,all_step13,0.00015006479950384344,0.03413222917360503
range_breached,12H,bollinger_bandwidth_20b,logistic,all_step13,0.00040258944505910943,0.03413222917360503
range_breached,12H,keltner_width_20b,logistic,all_step13,7.52412955670051e-05,0.03413222917360503
range_breached,12H,rv_12b,logistic,all_step13,0.00011105449925974398,0.03413222917360503
range_breached,12H,price_efficiency_96b,logistic,all_step13,1.732825229221191e-05,0.03413222917360503
range_breached,12H,rolling_vwap_z_96b,logistic,all_step13,6.17202609198425e-05,0.03413222917360503
range_breached,12H,donchian_pos_96b,logistic,all_step13,9.05840881981479e-05,0.03413222917360503
range_breached,12H,volume_z_96b,logistic,all_step13,9.459605164108265e-05,0.03413222917360503
range_breached,12H,high_atr_pct_and_rising_atr_slope,logistic,all_step13,8.1671265969821e-05,0.03413222917360503
range_breached,12H,ema_spread_high_and_rising_atr,logistic,all_step13,-3.3513046723554485e-06,0.03413222917360503
range_breached,12H,low_vwap_displacement_and_low_atr,logistic,all_step13,2.2958188758415154e-07,0.03413222917360503
range_breached,12H,high_vwap_displacement_and_rising_atr,logistic,all_step13,7.699088340293314e-06,0.03413222917360503
range_breached,12H,low_atr_and_mid_donchian,logistic,all_step13,4.4156420273000485e-07,0.03413222917360503
range_breached,12H,rising_atr_and_high_volume,logistic,all_step13,-3.624414912084539e-07,0.03413222917360503
range_breached,12H,low_atr_pct_and_falling_atr_slope,logistic,all_step13,-1.121581193211374e-05,0.03413222917360503
range_breached,12H,low_adx_and_falling_atr,logistic,all_step13,-1.724704007485811e-06,0.03413222917360503
range_breached,24H,atr_slope_96b,logistic,step11_individuals,0.00016841339767988128,0.022545576484792162
range_breached,24H,rv_slope_96b,logistic,step11_individuals,-1.5648065256904098e-05,0.022545576484792162
range_breached,24H,atr_pct_12b,logistic,step11_individuals,0.0001852998631121372,0.022545576484792162
range_breached,24H,bollinger_bandwidth_20b,logistic,step11_individuals,0.00018499473330255145,0.022545576484792162
range_breached,24H,keltner_width_20b,logistic,step11_individuals,-1.7756435154309136e-06,0.022545576484792162
range_breached,24H,rv_12b,logistic,step11_individuals,0.00027728585745384615,0.022545576484792162
range_breached,24H,price_efficiency_96b,logistic,step11_individuals,0.00014739227514347364,0.022545576484792162
range_breached,24H,rolling_vwap_z_96b,logistic,step11_individuals,5.263679354446105e-05,0.022545576484792162
range_breached,24H,donchian_pos_96b,logistic,step11_individuals,-2.412876537857822e-05,0.022545576484792162
range_breached,24H,volume_z_96b,logistic,step11_individuals,-0.0001404320796495745,0.022545576484792162
realized_over_range_width_ge_1,1H,atr_slope_96b,logistic,all_step13,4.616715893430989e-05,0.05612987663645852
realized_over_range_width_ge_1,1H,rv_slope_96b,logistic,all_step13,0.00022388513460530612,0.05612987663645852
realized_over_range_width_ge_1,1H,atr_pct_12b,logistic,all_step13,-3.50856270335681e-05,0.05612987663645852
realized_over_range_width_ge_1,1H,bollinger_bandwidth_20b,logistic,all_step13,0.0005332523274778206,0.05612987663645852
realized_over_range_width_ge_1,1H,keltner_width_20b,logistic,all_step13,-9.927766533725235e-05,0.05612987663645852
realized_over_range_width_ge_1,1H,rv_12b,logistic,all_step13,-5.8268966448768444e-05,0.05612987663645852
realized_over_range_width_ge_1,1H,price_efficiency_96b,logistic,all_step13,4.591242535172124e-05,0.05612987663645852
realized_over_range_width_ge_1,1H,rolling_vwap_z_96b,logistic,all_step13,0.00014721659799361853,0.05612987663645852
realized_over_range_width_ge_1,1H,donchian_pos_96b,logistic,all_step13,0.00015751916364703522,0.05612987663645852
realized_over_range_width_ge_1,1H,volume_z_96b,logistic,all_step13,0.002745877315050674,0.05612987663645852
realized_over_range_width_ge_1,1H,high_atr_pct_and_rising_atr_slope,logistic,all_step13,2.4321099660606915e-07,0.05612987663645852
realized_over_range_width_ge_1,1H,ema_spread_high_and_rising_atr,logistic,all_step13,0.0006311310607220455,0.05612987663645852
realized_over_range_width_ge_1,1H,low_vwap_displacement_and_low_atr,logistic,all_step13,-1.302428039490211e-05,0.05612987663645852
realized_over_range_width_ge_1,1H,high_vwap_displacement_and_rising_atr,logistic,all_step13,0.00023163572199082216,0.05612987663645852
realized_over_range_width_ge_1,1H,low_atr_and_mid_donchian,logistic,all_step13,-5.395013318712505e-06,0.05612987663645852
realized_over_range_width_ge_1,1H,rising_atr_and_high_volume,logistic,all_step13,0.00021946347398098254,0.05612987663645852
realized_over_range_width_ge_1,1H,low_atr_pct_and_falling_atr_slope,logistic,all_step13,4.4528411672128954e-05,0.05612987663645852
realized_over_range_width_ge_1,1H,low_adx_and_falling_atr,logistic,all_step13,2.360366766336608e-05,0.05612987663645852
realized_over_range_width_ge_1,2H,atr_slope_96b,logistic,step11_individuals,0.0003585962869228493,0.10705801265885251
realized_over_range_width_ge_1,2H,rv_slope_96b,logistic,step11_individuals,0.00013526655392703812,0.10705801265885251
realized_over_range_width_ge_1,2H,atr_pct_12b,logistic,step11_individuals,5.9663189927935956e-05,0.10705801265885251
realized_over_range_width_ge_1,2H,bollinger_bandwidth_20b,logistic,step11_individuals,8.386141912308798e-05,0.10705801265885251
realized_over_range_width_ge_1,2H,keltner_width_20b,logistic,step11_individuals,-2.48216730419637e-05,0.10705801265885251
realized_over_range_width_ge_1,2H,rv_12b,logistic,step11_individuals,0.00018927354358766468,0.10705801265885251
realized_over_range_width_ge_1,2H,price_efficiency_96b,logistic,step11_individuals,-1.097828689372582e-06,0.10705801265885251
realized_over_range_width_ge_1,2H,rolling_vwap_z_96b,logistic,step11_individuals,9.091644308052704e-05,0.10705801265885251
realized_over_range_width_ge_1,2H,donchian_pos_96b,logistic,step11_individuals,0.00019959837659376534,0.10705801265885251
realized_over_range_width_ge_1,2H,volume_z_96b,logistic,step11_individuals,0.004456302922577551,0.10705801265885251
realized_over_range_width_ge_1,4H,atr_slope_96b,logistic,compact_deredundant,0.000596498971916784,0.12337575938449596
realized_over_range_width_ge_1,4H,atr_pct_12b,logistic,compact_deredundant,0.00016219237977933842,0.12337575938449596
realized_over_range_width_ge_1,4H,bollinger_bandwidth_20b,logistic,compact_deredundant,0.0006063918919118338,0.12337575938449596
realized_over_range_width_ge_1,4H,price_efficiency_96b,logistic,compact_deredundant,2.5393217688754466e-05,0.12337575938449596
realized_over_range_width_ge_1,4H,rolling_vwap_z_96b,logistic,compact_deredundant,6.514253692492533e-05,0.12337575938449596
realized_over_range_width_ge_1,4H,volume_z_96b,logistic,compact_deredundant,0.001914961997694864,0.12337575938449596
realized_over_range_width_ge_1,4H,high_atr_pct_and_rising_atr_slope,logistic,compact_deredundant,-5.9251893977804726e-05,0.12337575938449596
realized_over_range_width_ge_1,4H,ema_spread_high_and_rising_atr,logistic,compact_deredundant,-1.3920251406757123e-05,0.12337575938449596
realized_over_range_width_ge_1,4H,low_vwap_displacement_and_low_atr,logistic,compact_deredundant,-0.0001318628011104106,0.12337575938449596
realized_over_range_width_ge_1,4H,rising_atr_and_high_volume,logistic,compact_deredundant,8.9838113138202e-05,0.12337575938449596
realized_over_range_width_ge_1,4H,low_atr_pct_and_falling_atr_slope,logistic,compact_deredundant,0.0002973634062686664,0.12337575938449596
realized_over_range_width_ge_1,8H,atr_slope_96b,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,8H,atr_pct_12b,tree_depth2,compact_deredundant,3.074604381808621e-05,0.07341706185577179
realized_over_range_width_ge_1,8H,bollinger_bandwidth_20b,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,8H,price_efficiency_96b,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,8H,rolling_vwap_z_96b,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,8H,volume_z_96b,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,8H,high_atr_pct_and_rising_atr_slope,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,8H,ema_spread_high_and_rising_atr,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,8H,low_vwap_displacement_and_low_atr,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,8H,rising_atr_and_high_volume,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,8H,low_atr_pct_and_falling_atr_slope,tree_depth2,compact_deredundant,0.0,0.07341706185577179
realized_over_range_width_ge_1,12H,atr_slope_96b,logistic,step11_individuals,0.0005704079244625015,0.14374035137109864
realized_over_range_width_ge_1,12H,rv_slope_96b,logistic,step11_individuals,-4.1270491832653966e-05,0.14374035137109864
realized_over_range_width_ge_1,12H,atr_pct_12b,logistic,step11_individuals,2.7220692710994143e-07,0.14374035137109864
realized_over_range_width_ge_1,12H,bollinger_bandwidth_20b,logistic,step11_individuals,0.0002878367998244147,0.14374035137109864
realized_over_range_width_ge_1,12H,keltner_width_20b,logistic,step11_individuals,0.00012965297238963502,0.14374035137109864
realized_over_range_width_ge_1,12H,rv_12b,logistic,step11_individuals,-0.00024667868729258413,0.14374035137109864
realized_over_range_width_ge_1,12H,price_efficiency_96b,logistic,step11_individuals,0.00019653871051439342,0.14374035137109864
realized_over_range_width_ge_1,12H,rolling_vwap_z_96b,logistic,step11_individuals,4.878977023087261e-07,0.14374035137109864
realized_over_range_width_ge_1,12H,donchian_pos_96b,logistic,step11_individuals,6.61840242043299e-05,0.14374035137109864
realized_over_range_width_ge_1,12H,volume_z_96b,logistic,step11_individuals,0.0007395552678702288,0.14374035137109864
