target,horizon,regime,n,positives,base_rate,brier,brier_skill_vs_train_base,log_loss,auc,pr_auc,ece,calibration_intercept,calibration_slope
lower_breach_only,4H,NORMAL_RANGE,176,59,0.3352272727272727,0.2240645655720563,-0.004599415497406056,0.6401033088922697,0.48225409242358397,0.4147704147446547,0.04517701281929298,-0.04808558677564054,0.8959294226231241
lower_breach_only,8H,LOW_VOL_RANGE,579,145,0.2504317789291883,0.1954442327707013,-0.010623907569095481,0.5808447148930488,0.491339583664389,0.25206988239020894,0.060276779096684246,-0.2524488806563249,0.9600845690674994
lower_breach_only,8H,NORMAL_RANGE,176,60,0.3409090909090909,0.20837168630327954,0.07357278332525075,0.6036161607346592,0.7147988505747126,0.49655724120121747,0.02242348762075938,0.14935800113241668,1.211289212151408
lower_breach_only,12H,LOW_VOL_RANGE,579,131,0.22625215889464595,0.17258987238325021,0.05386042540725322,0.5283579746815842,0.5713944929116684,0.2679648752429916,0.008291594018620221,-0.013288723336270722,1.0317979165828008
lower_breach_only,12H,NORMAL_RANGE,176,54,0.3068181818181818,0.21341160966014286,-0.0033095816800061684,0.6190657953182129,0.5549483910139648,0.4051020477545646,0.05531594648136035,0.03658988656416918,0.8196825681644596
lower_breach_only,24H,LOW_VOL_RANGE,579,111,0.19170984455958548,0.15497114859592875,0.061796569723737926,0.4884356307591103,0.5580580580580581,0.249160576562552,0.05039250397311362,-0.14236340883990783,1.1352878890305862
lower_breach_only,24H,NORMAL_RANGE,176,34,0.19318181818181818,0.16515447513894035,0.0038247457174434007,0.5106496094876323,0.5586164043082021,0.25285769337231473,0.0919470102235841,-0.3492930221095793,1.1402888089129695
both_side_breach,1H,LOW_VOL_RANGE,579,210,0.3626943005181347,0.22076320110888792,0.05310602680961651,0.6321250417505647,0.6192799070847851,0.48821662470889926,0.00699209765222921,0.0489775162894647,1.06068174988905
both_side_breach,1H,NORMAL_RANGE,176,70,0.3977272727272727,0.23473078020377303,0.045408110051924466,0.6633182614493204,0.6192722371967655,0.524753504330526,0.0719486409311085,0.21675582390229806,0.9172874169024818
both_side_breach,2H,LOW_VOL_RANGE,579,207,0.35751295336787564,0.22586863873134289,0.03872222128583447,0.6430336392415569,0.5822684535868267,0.4252302580110055,0.039952451166525155,0.0620951173239035,0.9139863240701527
both_side_breach,2H,NORMAL_RANGE,176,54,0.3068181818181818,0.19773844580251357,0.07234856946918167,0.5784844791600527,0.6920157862780814,0.4533510532844125,0.023523011865119233,0.1225383183178231,1.1538986176536619
both_side_breach,4H,LOW_VOL_RANGE,579,199,0.3436960276338515,0.22233045983250213,0.02673177510265623,0.6351026838299769,0.5850039672044433,0.40358249121005596,0.040169147672270276,-0.04739875116355327,0.8834162019158248
both_side_breach,4H,NORMAL_RANGE,176,52,0.29545454545454547,0.19353434633849673,0.0703927506082842,0.5677596733562836,0.6882754342431762,0.4143216110163308,0.03559650227417586,0.014010253512487882,1.1420375414783845
both_side_breach,8H,LOW_VOL_RANGE,579,217,0.3747841105354059,0.22906753899061164,0.029535816520262714,0.6475658860140812,0.5901672734679329,0.41217098441246175,0.047415690447067865,-0.01810395252372357,0.9508369416119183
both_side_breach,8H,NORMAL_RANGE,176,48,0.2727272727272727,0.18646460926668107,0.07700018412992893,0.5542002200090967,0.6873372395833334,0.4026224913865857,0.05703327976406359,-0.11753742200917239,1.2955302227159302
both_side_breach,12H,LOW_VOL_RANGE,579,239,0.41278065630397237,0.2340632657173337,0.04942901042573167,0.6594510629560262,0.5289564361309377,0.5351883634489257,0.028088446949945382,-0.019265272475291566,1.1657025458099513
both_side_breach,12H,NORMAL_RANGE,176,55,0.3125,0.20072468260883872,0.07205358641239878,0.5845521284618771,0.6133734034560481,0.48621316626746697,0.07706075448517151,-0.21888591433435167,1.4115135369263587
both_side_breach,24H,LOW_VOL_RANGE,579,276,0.47668393782383417,0.22432534294989676,0.13504507973839075,0.6378855602404615,0.6921485626823551,0.6121882732432092,0.07634924300957943,0.16317242375057542,1.258176620678911
both_side_breach,24H,NORMAL_RANGE,176,76,0.4318181818181818,0.20404018393543513,0.17835745077797216,0.5902360657116439,0.8078947368421052,0.7682579449886461,0.14015902620713408,0.4538391852332792,1.4918685104552638
fast_1atr_touch,1H,LOW_VOL_RANGE,579,560,0.9671848013816926,0.03146955246834705,0.01371294611379037,0.14132064530151067,0.637593984962406,0.9747546913090576,0.0035371094924786517,0.003556177486950293,1.0368683411894817
fast_1atr_touch,1H,NORMAL_RANGE,176,172,0.9772727272727273,0.022252848864706135,-0.0015160328747911844,0.10968480228074498,0.623546511627907,0.9856040242402725,0.016673823031053137,0.04573347617060342,1.1664499911164858
up_excursion_ge_1_0_atr,1H,LOW_VOL_RANGE,579,380,0.6563039723661486,0.22431770463141337,0.006098429941950867,0.6406163461143665,0.5502248082517852,0.6930937054476299,0.014673128324545094,0.06497136372449341,0.9843438302743128
up_excursion_ge_1_0_atr,1H,NORMAL_RANGE,176,105,0.5965909090909091,0.2386679947685052,0.017930449669686155,0.6699954481496195,0.574916163648558,0.66744685983424,0.03340443989304549,-0.11370504631315335,0.9556193058696136
up_excursion_ge_1_0_atr,2H,LOW_VOL_RANGE,579,443,0.7651122625215889,0.17863962386689083,0.007996079890070229,0.5424774621073634,0.5518855397689549,0.7952432582816003,0.03510312999336855,0.03224724255097541,0.9711021596726654
