event,horizon,feature,n,true_mean,false_mean,point_biserial,spearman,univariate_auc_positive_orientation,orientation,classification
mean_reversion,2H,volume_zscore,3679,0.33186944345046765,0.2163224169878462,0.04606195229136726,0.0008743079320226884,0.500506281999371,weak_flat,WEAK
mean_reversion,4H,return_5m,3679,-3.3516987792285456e-05,-2.2681963842768857e-05,-0.00299173320693139,0.0029082280530328525,0.501705646779551,weak_flat,WEAK
mean_reversion,4H,return_15m,3679,-4.1384160327009016e-05,-2.250305592036324e-05,-0.0033889717039208146,0.003124014083536225,0.5018322055876171,weak_flat,WEAK
mean_reversion,4H,return_1h,3679,-0.0001379901440341151,0.00019344356614421336,-0.02814348315133095,-0.02245644796790587,0.4868294975340855,weak_flat,WEAK
mean_reversion,4H,return_4h,3679,-0.00048753162459630055,0.0006438085779518965,-0.049644908916326426,-0.04979650645102668,0.47079480151309444,weak_flat,WEAK
mean_reversion,4H,vwap,3679,1818.109652002502,1814.4674472273377,0.01333416236330023,0.021825977123955953,0.5128007372736733,weak_flat,WEAK
mean_reversion,4H,vwap_deviation_pct,3679,-0.00019339183532677133,-6.926477713487519e-05,-0.004510736530476953,-0.020225492130804403,0.48813793263289895,weak_flat,WEAK
mean_reversion,4H,vwap_zscore,3679,0.42327477324858254,0.5103649010504338,-0.006510622799312653,-0.021540510502370443,0.487366686306154,weak_flat,WEAK
mean_reversion,4H,atr,3679,3.4235205732778557,3.7485488126649082,-0.07406083718849316,-0.052652995585747195,0.46911949835138095,weak_flat,WEAK
mean_reversion,4H,atr_pct,3679,0.001916170503868957,0.002097327981945131,-0.07008906238592685,-0.051456268498143116,0.469821366054427,weak_flat,WEAK
mean_reversion,4H,realized_volatility,3679,46.41643223701296,50.527117614254266,-0.09574190574471131,-0.12171641575110742,0.4286144280700727,higher_feature_lower_event,USEFUL CANDIDATE
mean_reversion,4H,volume,3679,105820.33425797503,107468.55936675462,-0.006548058813076283,-0.028194118750169944,0.48346440556395215,weak_flat,WEAK
mean_reversion,4H,volume_zscore,3679,0.30173176966779447,0.2238807422429934,0.030641829777813434,-0.009024177081268745,0.49470740213497083,weak_flat,WEAK
