feature,target,regime,horizon,n,auc_oriented
atr_slope_48b,upside_breakout_occurred,HIGH_VOL,24H,163,0.6106532356532357
atr_slope_48b,upside_breakout_occurred,HIGH_VOL,2H,163,0.528158295281583
atr_slope_48b,upside_breakout_occurred,HIGH_VOL,4H,163,0.510548523206751
atr_slope_48b,upside_breakout_occurred,HIGH_VOL,8H,163,0.5258230141951072
atr_slope_48b,upside_breakout_occurred,LOW_VOL_RANGE,12H,1024,0.5656578394283313
atr_slope_48b,upside_breakout_occurred,LOW_VOL_RANGE,1H,1024,0.5148832110633275
atr_slope_48b,upside_breakout_occurred,LOW_VOL_RANGE,24H,1024,0.5563683329908709
atr_slope_48b,upside_breakout_occurred,LOW_VOL_RANGE,2H,1024,0.5164724500071932
atr_slope_48b,upside_breakout_occurred,LOW_VOL_RANGE,4H,1016,0.5287140819237823
atr_slope_48b,upside_breakout_occurred,LOW_VOL_RANGE,8H,1016,0.5234824560161255
atr_slope_48b,upside_breakout_occurred,NORMAL_RANGE,12H,2314,0.5398503537484187
atr_slope_48b,upside_breakout_occurred,NORMAL_RANGE,1H,2314,0.5483720725162231
atr_slope_48b,upside_breakout_occurred,NORMAL_RANGE,24H,2314,0.576455379768509
atr_slope_48b,upside_breakout_occurred,NORMAL_RANGE,2H,2314,0.550535756643469
atr_slope_48b,upside_breakout_occurred,NORMAL_RANGE,4H,2303,0.5281424581005587
atr_slope_48b,upside_breakout_occurred,NORMAL_RANGE,8H,2303,0.5628532158305373
atr_slope_48b,upside_breakout_occurred,TREND_DOWN,12H,190,0.606951871657754
atr_slope_48b,upside_breakout_occurred,TREND_DOWN,1H,190,0.6379207090669541
atr_slope_48b,upside_breakout_occurred,TREND_DOWN,24H,190,0.6100713012477719
atr_slope_48b,upside_breakout_occurred,TREND_DOWN,2H,190,0.6470177073625349
atr_slope_48b,upside_breakout_occurred,TREND_DOWN,4H,189,0.6238204833141542
atr_slope_48b,upside_breakout_occurred,TREND_DOWN,8H,189,0.6175742574257426
atr_slope_48b,upside_breakout_occurred,TREND_UP,12H,179,0.5519167301345519
atr_slope_48b,upside_breakout_occurred,TREND_UP,1H,179,0.5787962037962038
atr_slope_48b,upside_breakout_occurred,TREND_UP,24H,179,0.5307192807192807
atr_slope_48b,upside_breakout_occurred,TREND_UP,2H,179,0.5348370927318296
atr_slope_48b,upside_breakout_occurred,TREND_UP,4H,179,0.553974358974359
atr_slope_48b,upside_breakout_occurred,TREND_UP,8H,179,0.564871794871795
atr_slope_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,12H,324,0.654798128888687
atr_slope_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,1H,324,0.5875430935417145
atr_slope_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,24H,324,0.6367082210242587
atr_slope_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,2H,324,0.5628950695322377
atr_slope_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,4H,319,0.5676255707762556
atr_slope_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,8H,319,0.6113602391629298
atr_slope_48b,downside_breakdown_occurred,HIGH_VOL,12H,163,0.7028542303771661
atr_slope_48b,downside_breakdown_occurred,HIGH_VOL,1H,163,0.5627946127946128
atr_slope_48b,downside_breakdown_occurred,HIGH_VOL,24H,163,0.6459395174991505
atr_slope_48b,downside_breakdown_occurred,HIGH_VOL,2H,163,0.6252144082332762
atr_slope_48b,downside_breakdown_occurred,HIGH_VOL,4H,163,0.6070533476548514
atr_slope_48b,downside_breakdown_occurred,HIGH_VOL,8H,163,0.6666666666666667
atr_slope_48b,downside_breakdown_occurred,LOW_VOL_RANGE,12H,1024,0.5277064068350608
atr_slope_48b,downside_breakdown_occurred,LOW_VOL_RANGE,1H,1024,0.5212945738743993
atr_slope_48b,downside_breakdown_occurred,LOW_VOL_RANGE,24H,1024,0.5435578913839784
atr_slope_48b,downside_breakdown_occurred,LOW_VOL_RANGE,2H,1024,0.5349239110849018
atr_slope_48b,downside_breakdown_occurred,LOW_VOL_RANGE,4H,1016,0.5599470879908637
atr_slope_48b,downside_breakdown_occurred,LOW_VOL_RANGE,8H,1016,0.5233056434599156
atr_slope_48b,downside_breakdown_occurred,NORMAL_RANGE,12H,2314,0.552538789428815
atr_slope_48b,downside_breakdown_occurred,NORMAL_RANGE,1H,2314,0.5220477786596525
atr_slope_48b,downside_breakdown_occurred,NORMAL_RANGE,24H,2314,0.5672427274589906
atr_slope_48b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.5363039605494164
atr_slope_48b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.5302275622611345
atr_slope_48b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.5505966399748783
atr_slope_48b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.6389627659574468
atr_slope_48b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.5920454545454545
atr_slope_48b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.6088209219858156
atr_slope_48b,downside_breakdown_occurred,TREND_DOWN,2H,190,0.5864135864135864
atr_slope_48b,downside_breakdown_occurred,TREND_DOWN,4H,189,0.6543030031376065
atr_slope_48b,downside_breakdown_occurred,TREND_DOWN,8H,189,0.6148190045248869
atr_slope_48b,downside_breakdown_occurred,TREND_UP,12H,179,0.6202081746636202
atr_slope_48b,downside_breakdown_occurred,TREND_UP,1H,179,0.5383795309168444
atr_slope_48b,downside_breakdown_occurred,TREND_UP,24H,179,0.6345235101835555
atr_slope_48b,downside_breakdown_occurred,TREND_UP,2H,179,0.6012947448591013
atr_slope_48b,downside_breakdown_occurred,TREND_UP,4H,179,0.6455128205128204
atr_slope_48b,downside_breakdown_occurred,TREND_UP,8H,179,0.6303732303732303
atr_slope_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,12H,324,0.6090800951625694
atr_slope_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,1H,324,0.5262121585035688
atr_slope_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,24H,324,0.6936373965265379
atr_slope_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,2H,324,0.5505211093446387
atr_slope_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,4H,319,0.5796019900497513
atr_slope_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,8H,319,0.5788882416576517
atr_slope_48b,range_breached,HIGH_VOL,12H,163,0.9036036036036036
atr_slope_48b,range_breached,HIGH_VOL,1H,163,0.6784810126582279
atr_slope_48b,range_breached,HIGH_VOL,24H,163,0.9292307692307692
atr_slope_48b,range_breached,HIGH_VOL,2H,163,0.772823779193206
atr_slope_48b,range_breached,HIGH_VOL,4H,163,0.7344322344322345
atr_slope_48b,range_breached,HIGH_VOL,8H,163,0.6870629370629371
atr_slope_48b,range_breached,LOW_VOL_RANGE,12H,1024,0.7470238095238095
atr_slope_48b,range_breached,LOW_VOL_RANGE,1H,1024,0.6633259399216846
atr_slope_48b,range_breached,LOW_VOL_RANGE,24H,1024,0.5702614379084967
atr_slope_48b,range_breached,LOW_VOL_RANGE,2H,1024,0.5970816464237516
atr_slope_48b,range_breached,LOW_VOL_RANGE,4H,1016,0.6141917293233083
atr_slope_48b,range_breached,LOW_VOL_RANGE,8H,1016,0.6307475419317525
atr_slope_48b,range_breached,NORMAL_RANGE,12H,2314,0.6041720340403953
atr_slope_48b,range_breached,NORMAL_RANGE,1H,2314,0.6640637490007993
atr_slope_48b,range_breached,NORMAL_RANGE,24H,2314,0.7794098769507253
atr_slope_48b,range_breached,NORMAL_RANGE,2H,2314,0.6876629040666016
atr_slope_48b,range_breached,NORMAL_RANGE,4H,2303,0.588049495278411
atr_slope_48b,range_breached,NORMAL_RANGE,8H,2303,0.6559520796422846
atr_slope_48b,range_breached,TREND_DOWN,12H,190,0.8161350844277674
atr_slope_48b,range_breached,TREND_DOWN,1H,190,0.7089425365521931
atr_slope_48b,range_breached,TREND_DOWN,24H,190,0.7768574297188755
atr_slope_48b,range_breached,TREND_DOWN,2H,190,0.736266597240302
atr_slope_48b,range_breached,TREND_DOWN,4H,189,0.8072702331961591
atr_slope_48b,range_breached,TREND_DOWN,8H,189,0.8292929292929293
atr_slope_48b,range_breached,TREND_UP,12H,179,0.6885057471264369
atr_slope_48b,range_breached,TREND_UP,1H,179,0.6231884057971014
atr_slope_48b,range_breached,TREND_UP,24H,179,0.6461684011352886
atr_slope_48b,range_breached,TREND_UP,2H,179,0.6696236559139785
atr_slope_48b,range_breached,TREND_UP,4H,179,0.6905747126436781
atr_slope_48b,range_breached,TREND_UP,8H,179,0.6988304093567251
atr_slope_48b,range_breached,VOLATILITY_EXPANSION,12H,324,0.835893011216566
atr_slope_48b,range_breached,VOLATILITY_EXPANSION,1H,324,0.8306878306878307
atr_slope_48b,range_breached,VOLATILITY_EXPANSION,24H,324,0.8694314381270903
atr_slope_48b,range_breached,VOLATILITY_EXPANSION,2H,324,0.697611536728256
atr_slope_48b,range_breached,VOLATILITY_EXPANSION,4H,319,0.7580385852090032
atr_slope_48b,range_breached,VOLATILITY_EXPANSION,8H,319,0.8403187721369539
atr_slope_48b,path_inside_70,HIGH_VOL,12H,163,0.9036036036036036
atr_slope_48b,path_inside_70,HIGH_VOL,1H,163,0.6784810126582278
atr_slope_48b,path_inside_70,HIGH_VOL,24H,163,0.9292307692307692
atr_slope_48b,path_inside_70,HIGH_VOL,2H,163,0.772823779193206
atr_slope_48b,path_inside_70,HIGH_VOL,4H,163,0.7344322344322345
atr_slope_48b,path_inside_70,HIGH_VOL,8H,163,0.6870629370629371
atr_slope_48b,path_inside_70,LOW_VOL_RANGE,12H,1024,0.7470238095238095
atr_slope_48b,path_inside_70,LOW_VOL_RANGE,1H,1024,0.6633259399216846
atr_slope_48b,path_inside_70,LOW_VOL_RANGE,24H,1024,0.5702614379084967
atr_slope_48b,path_inside_70,LOW_VOL_RANGE,2H,1024,0.5970816464237517
atr_slope_48b,path_inside_70,LOW_VOL_RANGE,4H,1016,0.6141917293233082
atr_slope_48b,path_inside_70,LOW_VOL_RANGE,8H,1016,0.6307475419317524
atr_slope_48b,path_inside_70,NORMAL_RANGE,12H,2314,0.6041720340403953
atr_slope_48b,path_inside_70,NORMAL_RANGE,1H,2314,0.6640637490007993
atr_slope_48b,path_inside_70,NORMAL_RANGE,24H,2314,0.7794098769507253
atr_slope_48b,path_inside_70,NORMAL_RANGE,2H,2314,0.6876629040666017
atr_slope_48b,path_inside_70,NORMAL_RANGE,4H,2303,0.588049495278411
atr_slope_48b,path_inside_70,NORMAL_RANGE,8H,2303,0.6559520796422846
atr_slope_48b,path_inside_70,TREND_DOWN,12H,190,0.8161350844277674
atr_slope_48b,path_inside_70,TREND_DOWN,1H,190,0.7089425365521931
atr_slope_48b,path_inside_70,TREND_DOWN,24H,190,0.7768574297188755
atr_slope_48b,path_inside_70,TREND_DOWN,2H,190,0.736266597240302
atr_slope_48b,path_inside_70,TREND_DOWN,4H,189,0.8072702331961591
atr_slope_48b,path_inside_70,TREND_DOWN,8H,189,0.8292929292929293
atr_slope_48b,path_inside_70,TREND_UP,12H,179,0.6885057471264368
atr_slope_48b,path_inside_70,TREND_UP,1H,179,0.6231884057971014
atr_slope_48b,path_inside_70,TREND_UP,24H,179,0.6461684011352885
atr_slope_48b,path_inside_70,TREND_UP,2H,179,0.6696236559139785
atr_slope_48b,path_inside_70,TREND_UP,4H,179,0.6905747126436782
atr_slope_48b,path_inside_70,TREND_UP,8H,179,0.6988304093567251
atr_slope_48b,path_inside_70,VOLATILITY_EXPANSION,12H,324,0.835893011216566
atr_slope_48b,path_inside_70,VOLATILITY_EXPANSION,1H,324,0.8306878306878307
atr_slope_48b,path_inside_70,VOLATILITY_EXPANSION,24H,324,0.8694314381270903
atr_slope_48b,path_inside_70,VOLATILITY_EXPANSION,2H,324,0.6976115367282559
atr_slope_48b,path_inside_70,VOLATILITY_EXPANSION,4H,319,0.7580385852090032
atr_slope_48b,path_inside_70,VOLATILITY_EXPANSION,8H,319,0.8403187721369539
atr_slope_48b,trend_efficiency_high,HIGH_VOL,12H,163,0.5311750599520384
atr_slope_48b,trend_efficiency_high,HIGH_VOL,1H,163,0.5212121212121212
atr_slope_48b,trend_efficiency_high,HIGH_VOL,24H,163,0.533876811594203
atr_slope_48b,trend_efficiency_high,HIGH_VOL,2H,163,0.538531691746466
atr_slope_48b,trend_efficiency_high,HIGH_VOL,4H,163,0.5157962604771116
atr_slope_48b,trend_efficiency_high,HIGH_VOL,8H,163,0.6312134502923976
atr_slope_48b,trend_efficiency_high,LOW_VOL_RANGE,12H,1024,0.5003090067981496
atr_slope_48b,trend_efficiency_high,LOW_VOL_RANGE,1H,1024,0.5113319850586211
atr_slope_48b,trend_efficiency_high,LOW_VOL_RANGE,24H,1024,0.536475180918125
atr_slope_48b,trend_efficiency_high,LOW_VOL_RANGE,2H,1024,0.5313338422946886
atr_slope_48b,trend_efficiency_high,LOW_VOL_RANGE,4H,1016,0.5120198440822112
atr_slope_48b,trend_efficiency_high,LOW_VOL_RANGE,8H,1016,0.5086610253857641
atr_slope_48b,trend_efficiency_high,NORMAL_RANGE,12H,2314,0.5146328087744396
atr_slope_48b,trend_efficiency_high,NORMAL_RANGE,1H,2314,0.5198030084393721
atr_slope_48b,trend_efficiency_high,NORMAL_RANGE,24H,2314,0.5339733756211414
atr_slope_48b,trend_efficiency_high,NORMAL_RANGE,2H,2314,0.5330600532896085
atr_slope_48b,trend_efficiency_high,NORMAL_RANGE,4H,2303,0.52051451271052
atr_slope_48b,trend_efficiency_high,NORMAL_RANGE,8H,2303,0.5416762910410824
atr_slope_48b,trend_efficiency_high,TREND_DOWN,12H,190,0.606128808864266
atr_slope_48b,trend_efficiency_high,TREND_DOWN,1H,190,0.5032467532467533
atr_slope_48b,trend_efficiency_high,TREND_DOWN,24H,190,0.7142857142857143
atr_slope_48b,trend_efficiency_high,TREND_DOWN,2H,190,0.5672690763052208
atr_slope_48b,trend_efficiency_high,TREND_DOWN,4H,189,0.6471243042671614
atr_slope_48b,trend_efficiency_high,TREND_DOWN,8H,189,0.5155895691609977
atr_slope_48b,trend_efficiency_high,TREND_UP,12H,179,0.5531189083820662
atr_slope_48b,trend_efficiency_high,TREND_UP,1H,179,0.5970336852689794
atr_slope_48b,trend_efficiency_high,TREND_UP,24H,179,0.5939597315436241
atr_slope_48b,trend_efficiency_high,TREND_UP,2H,179,0.5229422894985809
atr_slope_48b,trend_efficiency_high,TREND_UP,4H,179,0.5196868008948545
atr_slope_48b,trend_efficiency_high,TREND_UP,8H,179,0.5546343537414966
atr_slope_48b,trend_efficiency_high,VOLATILITY_EXPANSION,12H,324,0.5594598416289593
atr_slope_48b,trend_efficiency_high,VOLATILITY_EXPANSION,1H,324,0.5002264492753623
atr_slope_48b,trend_efficiency_high,VOLATILITY_EXPANSION,24H,324,0.5186530411228761
atr_slope_48b,trend_efficiency_high,VOLATILITY_EXPANSION,2H,324,0.5429355281207133
atr_slope_48b,trend_efficiency_high,VOLATILITY_EXPANSION,4H,319,0.5305679563492064
atr_slope_48b,trend_efficiency_high,VOLATILITY_EXPANSION,8H,319,0.5401475386579657
bollinger_bandwidth_48b,upside_breakout_occurred,HIGH_VOL,12H,163,0.7336774977224416
bollinger_bandwidth_48b,upside_breakout_occurred,HIGH_VOL,1H,163,0.5045632333767927
bollinger_bandwidth_48b,upside_breakout_occurred,HIGH_VOL,24H,163,0.6417887667887667
bollinger_bandwidth_48b,upside_breakout_occurred,HIGH_VOL,2H,163,0.5427701674277017
bollinger_bandwidth_48b,upside_breakout_occurred,HIGH_VOL,4H,163,0.586045810729355
bollinger_bandwidth_48b,upside_breakout_occurred,HIGH_VOL,8H,163,0.651464814255512
bollinger_bandwidth_48b,upside_breakout_occurred,LOW_VOL_RANGE,12H,1024,0.6178909205548551
bollinger_bandwidth_48b,upside_breakout_occurred,LOW_VOL_RANGE,1H,1024,0.5609747870815415
bollinger_bandwidth_48b,upside_breakout_occurred,LOW_VOL_RANGE,24H,1024,0.6532245281357325
bollinger_bandwidth_48b,upside_breakout_occurred,LOW_VOL_RANGE,2H,1024,0.5638996787033042
bollinger_bandwidth_48b,upside_breakout_occurred,LOW_VOL_RANGE,4H,1016,0.5450761950048684
bollinger_bandwidth_48b,upside_breakout_occurred,LOW_VOL_RANGE,8H,1016,0.5701452518185981
bollinger_bandwidth_48b,upside_breakout_occurred,NORMAL_RANGE,12H,2314,0.6182917022687124
bollinger_bandwidth_48b,upside_breakout_occurred,NORMAL_RANGE,1H,2314,0.5339401737150736
bollinger_bandwidth_48b,upside_breakout_occurred,NORMAL_RANGE,24H,2314,0.6481996096157797
bollinger_bandwidth_48b,upside_breakout_occurred,NORMAL_RANGE,2H,2314,0.5573744654057321
bollinger_bandwidth_48b,upside_breakout_occurred,NORMAL_RANGE,4H,2303,0.5813484002031488
bollinger_bandwidth_48b,upside_breakout_occurred,NORMAL_RANGE,8H,2303,0.6158394308121438
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_DOWN,12H,190,0.6501782531194296
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_DOWN,1H,190,0.6416337285902503
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_DOWN,24H,190,0.6441622103386809
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_DOWN,2H,190,0.6592497670083877
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_DOWN,4H,189,0.59102416570771
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_DOWN,8H,189,0.6262376237623762
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_UP,12H,179,0.6068799187611069
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_UP,1H,179,0.6278721278721279
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_UP,24H,179,0.5805444555444556
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_UP,2H,179,0.5847117794486216
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_UP,4H,179,0.6226923076923077
bollinger_bandwidth_48b,upside_breakout_occurred,TREND_UP,8H,179,0.6506410256410257
bollinger_bandwidth_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,12H,324,0.6362232617285072
bollinger_bandwidth_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,1H,324,0.584647207538497
bollinger_bandwidth_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,24H,324,0.6800033692722371
bollinger_bandwidth_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,2H,324,0.5353530792848114
bollinger_bandwidth_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,4H,319,0.5301369863013699
bollinger_bandwidth_48b,upside_breakout_occurred,VOLATILITY_EXPANSION,8H,319,0.5378830343796712
bollinger_bandwidth_48b,downside_breakdown_occurred,HIGH_VOL,12H,163,0.5208970438328236
bollinger_bandwidth_48b,downside_breakdown_occurred,HIGH_VOL,1H,163,0.5281144781144781
bollinger_bandwidth_48b,downside_breakdown_occurred,HIGH_VOL,24H,163,0.5275229357798165
bollinger_bandwidth_48b,downside_breakdown_occurred,HIGH_VOL,2H,163,0.5121783876500858
bollinger_bandwidth_48b,downside_breakdown_occurred,HIGH_VOL,4H,163,0.594343000358038
bollinger_bandwidth_48b,downside_breakdown_occurred,HIGH_VOL,8H,163,0.579126213592233
bollinger_bandwidth_48b,downside_breakdown_occurred,LOW_VOL_RANGE,12H,1024,0.5421667804464304
bollinger_bandwidth_48b,downside_breakdown_occurred,LOW_VOL_RANGE,1H,1024,0.5247298004844223
bollinger_bandwidth_48b,downside_breakdown_occurred,LOW_VOL_RANGE,24H,1024,0.5858018792801402
bollinger_bandwidth_48b,downside_breakdown_occurred,LOW_VOL_RANGE,2H,1024,0.5204514554359756
bollinger_bandwidth_48b,downside_breakdown_occurred,LOW_VOL_RANGE,4H,1016,0.5313672085217913
bollinger_bandwidth_48b,downside_breakdown_occurred,LOW_VOL_RANGE,8H,1016,0.5538675171413502
bollinger_bandwidth_48b,downside_breakdown_occurred,NORMAL_RANGE,12H,2314,0.526692242114237
bollinger_bandwidth_48b,downside_breakdown_occurred,NORMAL_RANGE,1H,2314,0.5437971046814428
bollinger_bandwidth_48b,downside_breakdown_occurred,NORMAL_RANGE,24H,2314,0.543565834423988
bollinger_bandwidth_48b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.5419622340700196
bollinger_bandwidth_48b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.5446731446556591
bollinger_bandwidth_48b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.5133578406274959
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.507313829787234
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.56375
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.5022163120567376
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_DOWN,2H,190,0.503052503052503
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_DOWN,4H,189,0.5387718511878081
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_DOWN,8H,189,0.5604072398190045
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_UP,12H,179,0.5818735719725818
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_UP,1H,179,0.5791577825159915
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_UP,24H,179,0.5888860950465175
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_UP,2H,179,0.5555978674790556
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_UP,4H,179,0.5470512820512821
bollinger_bandwidth_48b,downside_breakdown_occurred,TREND_UP,8H,179,0.5607464607464607
bollinger_bandwidth_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,12H,324,0.5509912767644727
bollinger_bandwidth_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,1H,324,0.5643120846665026
bollinger_bandwidth_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,24H,324,0.6188524590163935
bollinger_bandwidth_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,2H,324,0.5967585232291115
bollinger_bandwidth_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,4H,319,0.5786744244877309
bollinger_bandwidth_48b,downside_breakdown_occurred,VOLATILITY_EXPANSION,8H,319,0.5434384621785804
bollinger_bandwidth_48b,range_breached,HIGH_VOL,12H,163,0.8671171171171171
bollinger_bandwidth_48b,range_breached,HIGH_VOL,1H,163,0.7063291139240506
bollinger_bandwidth_48b,range_breached,HIGH_VOL,24H,163,0.8348717948717949
bollinger_bandwidth_48b,range_breached,HIGH_VOL,2H,163,0.5467091295116773
bollinger_bandwidth_48b,range_breached,HIGH_VOL,4H,163,0.5448717948717948
bollinger_bandwidth_48b,range_breached,HIGH_VOL,8H,163,0.5524475524475525
bollinger_bandwidth_48b,range_breached,LOW_VOL_RANGE,12H,1024,0.7918818129661503
bollinger_bandwidth_48b,range_breached,LOW_VOL_RANGE,1H,1024,0.6543990799309949
bollinger_bandwidth_48b,range_breached,LOW_VOL_RANGE,24H,1024,0.7122103386809269
bollinger_bandwidth_48b,range_breached,LOW_VOL_RANGE,2H,1024,0.6079903283850652
bollinger_bandwidth_48b,range_breached,LOW_VOL_RANGE,4H,1016,0.6875
bollinger_bandwidth_48b,range_breached,LOW_VOL_RANGE,8H,1016,0.7568319838056681
bollinger_bandwidth_48b,range_breached,NORMAL_RANGE,12H,2314,0.6647609934037533
bollinger_bandwidth_48b,range_breached,NORMAL_RANGE,1H,2314,0.6008193445243806
bollinger_bandwidth_48b,range_breached,NORMAL_RANGE,24H,2314,0.7545127236495449
bollinger_bandwidth_48b,range_breached,NORMAL_RANGE,2H,2314,0.6758796174431868
bollinger_bandwidth_48b,range_breached,NORMAL_RANGE,4H,2303,0.6877184413328992
bollinger_bandwidth_48b,range_breached,NORMAL_RANGE,8H,2303,0.6536151185353919
bollinger_bandwidth_48b,range_breached,TREND_DOWN,12H,190,0.7028611632270169
bollinger_bandwidth_48b,range_breached,TREND_DOWN,1H,190,0.7354641278476708
bollinger_bandwidth_48b,range_breached,TREND_DOWN,24H,190,0.6910140562248996
bollinger_bandwidth_48b,range_breached,TREND_DOWN,2H,190,0.6482686800312418
bollinger_bandwidth_48b,range_breached,TREND_DOWN,4H,189,0.6385459533607682
bollinger_bandwidth_48b,range_breached,TREND_DOWN,8H,189,0.6487373737373737
bollinger_bandwidth_48b,range_breached,TREND_UP,12H,179,0.5866666666666667
bollinger_bandwidth_48b,range_breached,TREND_UP,1H,179,0.7159977703455964
bollinger_bandwidth_48b,range_breached,TREND_UP,24H,179,0.5638599810785241
bollinger_bandwidth_48b,range_breached,TREND_UP,2H,179,0.6591397849462366
bollinger_bandwidth_48b,range_breached,TREND_UP,4H,179,0.612183908045977
bollinger_bandwidth_48b,range_breached,TREND_UP,8H,179,0.6593567251461988
bollinger_bandwidth_48b,range_breached,VOLATILITY_EXPANSION,12H,324,0.671786022433132
bollinger_bandwidth_48b,range_breached,VOLATILITY_EXPANSION,1H,324,0.8705467372134039
bollinger_bandwidth_48b,range_breached,VOLATILITY_EXPANSION,24H,324,0.7680267558528429
bollinger_bandwidth_48b,range_breached,VOLATILITY_EXPANSION,2H,324,0.7697160883280757
bollinger_bandwidth_48b,range_breached,VOLATILITY_EXPANSION,4H,319,0.8472668810289389
bollinger_bandwidth_48b,range_breached,VOLATILITY_EXPANSION,8H,319,0.6068476977567887
bollinger_bandwidth_48b,path_inside_70,HIGH_VOL,12H,163,0.8671171171171171
bollinger_bandwidth_48b,path_inside_70,HIGH_VOL,1H,163,0.7063291139240506
bollinger_bandwidth_48b,path_inside_70,HIGH_VOL,24H,163,0.8348717948717949
bollinger_bandwidth_48b,path_inside_70,HIGH_VOL,2H,163,0.5467091295116773
bollinger_bandwidth_48b,path_inside_70,HIGH_VOL,4H,163,0.5448717948717949
bollinger_bandwidth_48b,path_inside_70,HIGH_VOL,8H,163,0.5524475524475524
bollinger_bandwidth_48b,path_inside_70,LOW_VOL_RANGE,12H,1024,0.7918818129661503
bollinger_bandwidth_48b,path_inside_70,LOW_VOL_RANGE,1H,1024,0.6543990799309948
bollinger_bandwidth_48b,path_inside_70,LOW_VOL_RANGE,24H,1024,0.7122103386809269
bollinger_bandwidth_48b,path_inside_70,LOW_VOL_RANGE,2H,1024,0.6079903283850653
bollinger_bandwidth_48b,path_inside_70,LOW_VOL_RANGE,4H,1016,0.6875
bollinger_bandwidth_48b,path_inside_70,LOW_VOL_RANGE,8H,1016,0.756831983805668
bollinger_bandwidth_48b,path_inside_70,NORMAL_RANGE,12H,2314,0.6647609934037533
bollinger_bandwidth_48b,path_inside_70,NORMAL_RANGE,1H,2314,0.6008193445243805
bollinger_bandwidth_48b,path_inside_70,NORMAL_RANGE,24H,2314,0.7545127236495449
bollinger_bandwidth_48b,path_inside_70,NORMAL_RANGE,2H,2314,0.6758796174431868
bollinger_bandwidth_48b,path_inside_70,NORMAL_RANGE,4H,2303,0.6877184413328992
bollinger_bandwidth_48b,path_inside_70,NORMAL_RANGE,8H,2303,0.6536151185353919
bollinger_bandwidth_48b,path_inside_70,TREND_DOWN,12H,190,0.7028611632270169
bollinger_bandwidth_48b,path_inside_70,TREND_DOWN,1H,190,0.7354641278476709
bollinger_bandwidth_48b,path_inside_70,TREND_DOWN,24H,190,0.6910140562248996
bollinger_bandwidth_48b,path_inside_70,TREND_DOWN,2H,190,0.6482686800312418
bollinger_bandwidth_48b,path_inside_70,TREND_DOWN,4H,189,0.6385459533607681
bollinger_bandwidth_48b,path_inside_70,TREND_DOWN,8H,189,0.6487373737373737
bollinger_bandwidth_48b,path_inside_70,TREND_UP,12H,179,0.5866666666666667
