feature,target,regime,horizon,n,auc_oriented
volume_percentile_288b,path_inside_70,TREND_DOWN,1H,190,0.5204012240734444
volume_percentile_288b,path_inside_70,TREND_DOWN,24H,190,0.6598895582329317
volume_percentile_288b,path_inside_70,TREND_DOWN,2H,190,0.543348086435824
volume_percentile_288b,path_inside_70,TREND_DOWN,4H,189,0.6767261088248743
volume_percentile_288b,path_inside_70,TREND_DOWN,8H,189,0.657070707070707
volume_percentile_288b,path_inside_70,TREND_UP,12H,179,0.6255172413793103
volume_percentile_288b,path_inside_70,TREND_UP,1H,179,0.5122630992196209
volume_percentile_288b,path_inside_70,TREND_UP,24H,179,0.5761589403973509
volume_percentile_288b,path_inside_70,TREND_UP,2H,179,0.5759408602150538
volume_percentile_288b,path_inside_70,TREND_UP,4H,179,0.5477011494252874
volume_percentile_288b,path_inside_70,TREND_UP,8H,179,0.6510721247563352
volume_percentile_288b,path_inside_70,VOLATILITY_EXPANSION,12H,324,0.7283002588438309
volume_percentile_288b,path_inside_70,VOLATILITY_EXPANSION,1H,324,0.6717813051146384
volume_percentile_288b,path_inside_70,VOLATILITY_EXPANSION,24H,324,0.7544481605351171
volume_percentile_288b,path_inside_70,VOLATILITY_EXPANSION,2H,324,0.7449301487156377
volume_percentile_288b,path_inside_70,VOLATILITY_EXPANSION,4H,319,0.7288987138263665
volume_percentile_288b,path_inside_70,VOLATILITY_EXPANSION,8H,319,0.7560507674144038
volume_percentile_288b,trend_efficiency_high,HIGH_VOL,12H,163,0.6208033573141487
volume_percentile_288b,trend_efficiency_high,HIGH_VOL,1H,163,0.572027972027972
volume_percentile_288b,trend_efficiency_high,HIGH_VOL,24H,163,0.588858695652174
volume_percentile_288b,trend_efficiency_high,HIGH_VOL,2H,163,0.6007751937984496
volume_percentile_288b,trend_efficiency_high,HIGH_VOL,4H,163,0.6070277240490006
volume_percentile_288b,trend_efficiency_high,HIGH_VOL,8H,163,0.7149122807017544
volume_percentile_288b,trend_efficiency_high,LOW_VOL_RANGE,12H,1024,0.520508451185926
volume_percentile_288b,trend_efficiency_high,LOW_VOL_RANGE,1H,1024,0.5231893654232311
volume_percentile_288b,trend_efficiency_high,LOW_VOL_RANGE,24H,1024,0.582335393661881
volume_percentile_288b,trend_efficiency_high,LOW_VOL_RANGE,2H,1024,0.5050787072381575
volume_percentile_288b,trend_efficiency_high,LOW_VOL_RANGE,4H,1016,0.5119277108433735
volume_percentile_288b,trend_efficiency_high,LOW_VOL_RANGE,8H,1016,0.5444157541065207
volume_percentile_288b,trend_efficiency_high,NORMAL_RANGE,12H,2314,0.5424922508345256
volume_percentile_288b,trend_efficiency_high,NORMAL_RANGE,1H,2314,0.5043877629104901
volume_percentile_288b,trend_efficiency_high,NORMAL_RANGE,24H,2314,0.5074525203282638
volume_percentile_288b,trend_efficiency_high,NORMAL_RANGE,2H,2314,0.5100398391063743
volume_percentile_288b,trend_efficiency_high,NORMAL_RANGE,4H,2303,0.514651682256038
volume_percentile_288b,trend_efficiency_high,NORMAL_RANGE,8H,2303,0.5299347657786859
volume_percentile_288b,trend_efficiency_high,TREND_DOWN,12H,190,0.5199099722991689
volume_percentile_288b,trend_efficiency_high,TREND_DOWN,1H,190,0.5539772727272727
volume_percentile_288b,trend_efficiency_high,TREND_DOWN,24H,190,0.505050505050505
volume_percentile_288b,trend_efficiency_high,TREND_DOWN,2H,190,0.5781877510040161
volume_percentile_288b,trend_efficiency_high,TREND_DOWN,4H,189,0.5943413729128015
volume_percentile_288b,trend_efficiency_high,TREND_DOWN,8H,189,0.5428004535147393
volume_percentile_288b,trend_efficiency_high,TREND_UP,12H,179,0.5042641325536062
volume_percentile_288b,trend_efficiency_high,TREND_UP,1H,179,0.5186023127199598
volume_percentile_288b,trend_efficiency_high,TREND_UP,24H,179,0.5201342281879195
volume_percentile_288b,trend_efficiency_high,TREND_UP,2H,179,0.6096263008514664
volume_percentile_288b,trend_efficiency_high,TREND_UP,4H,179,0.6342281879194631
volume_percentile_288b,trend_efficiency_high,TREND_UP,8H,179,0.5848214285714286
volume_percentile_288b,trend_efficiency_high,VOLATILITY_EXPANSION,12H,324,0.5380373303167421
volume_percentile_288b,trend_efficiency_high,VOLATILITY_EXPANSION,1H,324,0.5615942028985508
volume_percentile_288b,trend_efficiency_high,VOLATILITY_EXPANSION,24H,324,0.5020930805220389
volume_percentile_288b,trend_efficiency_high,VOLATILITY_EXPANSION,2H,324,0.5115912208504801
volume_percentile_288b,trend_efficiency_high,VOLATILITY_EXPANSION,4H,319,0.5362413194444444
volume_percentile_288b,trend_efficiency_high,VOLATILITY_EXPANSION,8H,319,0.5018796992481203
volume_rel_12b,upside_breakout_occurred,HIGH_VOL,12H,163,0.5349225630124507
volume_rel_12b,upside_breakout_occurred,HIGH_VOL,1H,163,0.6567796610169492
volume_rel_12b,upside_breakout_occurred,HIGH_VOL,24H,163,0.5004578754578755
volume_rel_12b,upside_breakout_occurred,HIGH_VOL,2H,163,0.5432267884322679
volume_rel_12b,upside_breakout_occurred,HIGH_VOL,4H,163,0.509493670886076
volume_rel_12b,upside_breakout_occurred,HIGH_VOL,8H,163,0.5561763817577771
volume_rel_12b,upside_breakout_occurred,LOW_VOL_RANGE,12H,1024,0.5380149222362337
volume_rel_12b,upside_breakout_occurred,LOW_VOL_RANGE,1H,1024,0.576633780251286
volume_rel_12b,upside_breakout_occurred,LOW_VOL_RANGE,24H,1024,0.5249655091437462
volume_rel_12b,upside_breakout_occurred,LOW_VOL_RANGE,2H,1024,0.5208494090669318
volume_rel_12b,upside_breakout_occurred,LOW_VOL_RANGE,4H,1016,0.5072526775807803
volume_rel_12b,upside_breakout_occurred,LOW_VOL_RANGE,8H,1016,0.5020086008714165
volume_rel_12b,upside_breakout_occurred,NORMAL_RANGE,12H,2314,0.5298257913797203
volume_rel_12b,upside_breakout_occurred,NORMAL_RANGE,1H,2314,0.5604375343201504
volume_rel_12b,upside_breakout_occurred,NORMAL_RANGE,24H,2314,0.5327443325799602
volume_rel_12b,upside_breakout_occurred,NORMAL_RANGE,2H,2314,0.5505917082823398
volume_rel_12b,upside_breakout_occurred,NORMAL_RANGE,4H,2303,0.5388537963433215
volume_rel_12b,upside_breakout_occurred,NORMAL_RANGE,8H,2303,0.5467429356833893
volume_rel_12b,upside_breakout_occurred,TREND_DOWN,12H,190,0.5206105169340464
volume_rel_12b,upside_breakout_occurred,TREND_DOWN,1H,190,0.7114624505928854
volume_rel_12b,upside_breakout_occurred,TREND_DOWN,24H,190,0.5065730837789661
volume_rel_12b,upside_breakout_occurred,TREND_DOWN,2H,190,0.5841099720410066
volume_rel_12b,upside_breakout_occurred,TREND_DOWN,4H,189,0.5064441887226697
volume_rel_12b,upside_breakout_occurred,TREND_DOWN,8H,189,0.5194644464446445
volume_rel_12b,upside_breakout_occurred,TREND_UP,12H,179,0.510916476263011
volume_rel_12b,upside_breakout_occurred,TREND_UP,1H,179,0.6663336663336663
volume_rel_12b,upside_breakout_occurred,TREND_UP,24H,179,0.5342157842157842
volume_rel_12b,upside_breakout_occurred,TREND_UP,2H,179,0.575187969924812
volume_rel_12b,upside_breakout_occurred,TREND_UP,4H,179,0.5705128205128205
volume_rel_12b,upside_breakout_occurred,TREND_UP,8H,179,0.5557692307692308
volume_rel_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,12H,324,0.5366728734274945
volume_rel_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,1H,324,0.6595725120661917
volume_rel_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,24H,324,0.5681435309973046
volume_rel_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,2H,324,0.6212750586960448
volume_rel_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,4H,319,0.6030593607305936
volume_rel_12b,upside_breakout_occurred,VOLATILITY_EXPANSION,8H,319,0.530876307922272
volume_rel_12b,downside_breakdown_occurred,HIGH_VOL,12H,163,0.5436629289840299
volume_rel_12b,downside_breakdown_occurred,HIGH_VOL,1H,163,0.5811447811447812
volume_rel_12b,downside_breakdown_occurred,HIGH_VOL,24H,163,0.544002718314645
volume_rel_12b,downside_breakdown_occurred,HIGH_VOL,2H,163,0.5543739279588337
volume_rel_12b,downside_breakdown_occurred,HIGH_VOL,4H,163,0.5266738274257071
volume_rel_12b,downside_breakdown_occurred,HIGH_VOL,8H,163,0.5307443365695793
volume_rel_12b,downside_breakdown_occurred,LOW_VOL_RANGE,12H,1024,0.5109083762593352
volume_rel_12b,downside_breakdown_occurred,LOW_VOL_RANGE,1H,1024,0.5707371476977171
volume_rel_12b,downside_breakdown_occurred,LOW_VOL_RANGE,24H,1024,0.5005529896834244
volume_rel_12b,downside_breakdown_occurred,LOW_VOL_RANGE,2H,1024,0.5438186970694711
volume_rel_12b,downside_breakdown_occurred,LOW_VOL_RANGE,4H,1016,0.5371308380884304
volume_rel_12b,downside_breakdown_occurred,LOW_VOL_RANGE,8H,1016,0.51442180907173
volume_rel_12b,downside_breakdown_occurred,NORMAL_RANGE,12H,2314,0.5098269394714408
volume_rel_12b,downside_breakdown_occurred,NORMAL_RANGE,1H,2314,0.5732283064288666
volume_rel_12b,downside_breakdown_occurred,NORMAL_RANGE,24H,2314,0.5039041952223053
volume_rel_12b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.5552587330889187
volume_rel_12b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.5270576774161317
volume_rel_12b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.517320649613959
volume_rel_12b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.5697030141843972
volume_rel_12b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.5868181818181818
volume_rel_12b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.6199024822695035
volume_rel_12b,downside_breakdown_occurred,TREND_DOWN,2H,190,0.5744255744255744
volume_rel_12b,downside_breakdown_occurred,TREND_DOWN,4H,189,0.5667861945316002
volume_rel_12b,downside_breakdown_occurred,TREND_DOWN,8H,189,0.5727375565610859
volume_rel_12b,downside_breakdown_occurred,TREND_UP,12H,179,0.5778116273165778
volume_rel_12b,downside_breakdown_occurred,TREND_UP,1H,179,0.5832889125799574
volume_rel_12b,downside_breakdown_occurred,TREND_UP,24H,179,0.6459642946944933
volume_rel_12b,downside_breakdown_occurred,TREND_UP,2H,179,0.578954049251079
volume_rel_12b,downside_breakdown_occurred,TREND_UP,4H,179,0.5688461538461539
volume_rel_12b,downside_breakdown_occurred,TREND_UP,8H,179,0.5212355212355212
volume_rel_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,12H,324,0.5615781126090404
volume_rel_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,1H,324,0.556091557962097
volume_rel_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,24H,324,0.5799788995292972
volume_rel_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,2H,324,0.5471206500618265
volume_rel_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,4H,319,0.5834809005818365
volume_rel_12b,downside_breakdown_occurred,VOLATILITY_EXPANSION,8H,319,0.5756844470333694
volume_rel_12b,range_breached,HIGH_VOL,12H,163,0.581081081081081
volume_rel_12b,range_breached,HIGH_VOL,1H,163,0.6835443037974683
volume_rel_12b,range_breached,HIGH_VOL,24H,163,0.5938461538461538
volume_rel_12b,range_breached,HIGH_VOL,2H,163,0.529723991507431
volume_rel_12b,range_breached,HIGH_VOL,4H,163,0.5192307692307692
volume_rel_12b,range_breached,HIGH_VOL,8H,163,0.5772727272727273
volume_rel_12b,range_breached,LOW_VOL_RANGE,12H,1024,0.6606067125645438
volume_rel_12b,range_breached,LOW_VOL_RANGE,1H,1024,0.638599085407596
volume_rel_12b,range_breached,LOW_VOL_RANGE,24H,1024,0.5421865715983363
volume_rel_12b,range_breached,LOW_VOL_RANGE,2H,1024,0.6022548358074674
volume_rel_12b,range_breached,LOW_VOL_RANGE,4H,1016,0.6599551764025449
volume_rel_12b,range_breached,LOW_VOL_RANGE,8H,1016,0.6062391555812608
volume_rel_12b,range_breached,NORMAL_RANGE,12H,2314,0.57803241280318
volume_rel_12b,range_breached,NORMAL_RANGE,1H,2314,0.659052757793765
volume_rel_12b,range_breached,NORMAL_RANGE,24H,2314,0.5484219984962682
volume_rel_12b,range_breached,NORMAL_RANGE,2H,2314,0.6690357111520575
volume_rel_12b,range_breached,NORMAL_RANGE,4H,2303,0.5810268099424726
volume_rel_12b,range_breached,NORMAL_RANGE,8H,2303,0.6054290053151101
volume_rel_12b,range_breached,TREND_DOWN,12H,190,0.6235928705440901
volume_rel_12b,range_breached,TREND_DOWN,1H,190,0.7337640258415505
volume_rel_12b,range_breached,TREND_DOWN,24H,190,0.6410642570281124
volume_rel_12b,range_breached,TREND_DOWN,2H,190,0.6659724030200469
volume_rel_12b,range_breached,TREND_DOWN,4H,189,0.5507544581618655
volume_rel_12b,range_breached,TREND_DOWN,8H,189,0.5909090909090909
volume_rel_12b,range_breached,TREND_UP,12H,179,0.5871264367816091
volume_rel_12b,range_breached,TREND_UP,1H,179,0.6875696767001115
volume_rel_12b,range_breached,TREND_UP,24H,179,0.6289025543992431
volume_rel_12b,range_breached,TREND_UP,2H,179,0.624731182795699
volume_rel_12b,range_breached,TREND_UP,4H,179,0.6549425287356322
volume_rel_12b,range_breached,TREND_UP,8H,179,0.591374269005848
volume_rel_12b,range_breached,VOLATILITY_EXPANSION,12H,324,0.639344262295082
volume_rel_12b,range_breached,VOLATILITY_EXPANSION,1H,324,0.8927689594356261
volume_rel_12b,range_breached,VOLATILITY_EXPANSION,24H,324,0.6896321070234114
volume_rel_12b,range_breached,VOLATILITY_EXPANSION,2H,324,0.6106354213609734
volume_rel_12b,range_breached,VOLATILITY_EXPANSION,4H,319,0.7266881028938906
volume_rel_12b,range_breached,VOLATILITY_EXPANSION,8H,319,0.5613931523022432
volume_rel_12b,path_inside_70,HIGH_VOL,12H,163,0.5810810810810811
volume_rel_12b,path_inside_70,HIGH_VOL,1H,163,0.6835443037974683
volume_rel_12b,path_inside_70,HIGH_VOL,24H,163,0.5938461538461539
volume_rel_12b,path_inside_70,HIGH_VOL,2H,163,0.529723991507431
volume_rel_12b,path_inside_70,HIGH_VOL,4H,163,0.5192307692307693
volume_rel_12b,path_inside_70,HIGH_VOL,8H,163,0.5772727272727273
volume_rel_12b,path_inside_70,LOW_VOL_RANGE,12H,1024,0.6606067125645438
volume_rel_12b,path_inside_70,LOW_VOL_RANGE,1H,1024,0.638599085407596
volume_rel_12b,path_inside_70,LOW_VOL_RANGE,24H,1024,0.5421865715983363
volume_rel_12b,path_inside_70,LOW_VOL_RANGE,2H,1024,0.6022548358074673
volume_rel_12b,path_inside_70,LOW_VOL_RANGE,4H,1016,0.6599551764025449
volume_rel_12b,path_inside_70,LOW_VOL_RANGE,8H,1016,0.6062391555812608
volume_rel_12b,path_inside_70,NORMAL_RANGE,12H,2314,0.57803241280318
volume_rel_12b,path_inside_70,NORMAL_RANGE,1H,2314,0.659052757793765
volume_rel_12b,path_inside_70,NORMAL_RANGE,24H,2314,0.5484219984962682
volume_rel_12b,path_inside_70,NORMAL_RANGE,2H,2314,0.6690357111520575
volume_rel_12b,path_inside_70,NORMAL_RANGE,4H,2303,0.5810268099424726
volume_rel_12b,path_inside_70,NORMAL_RANGE,8H,2303,0.6054290053151101
volume_rel_12b,path_inside_70,TREND_DOWN,12H,190,0.6235928705440901
volume_rel_12b,path_inside_70,TREND_DOWN,1H,190,0.7337640258415505
volume_rel_12b,path_inside_70,TREND_DOWN,24H,190,0.6410642570281124
volume_rel_12b,path_inside_70,TREND_DOWN,2H,190,0.6659724030200469
volume_rel_12b,path_inside_70,TREND_DOWN,4H,189,0.5507544581618655
volume_rel_12b,path_inside_70,TREND_DOWN,8H,189,0.5909090909090908
volume_rel_12b,path_inside_70,TREND_UP,12H,179,0.5871264367816091
volume_rel_12b,path_inside_70,TREND_UP,1H,179,0.6875696767001115
volume_rel_12b,path_inside_70,TREND_UP,24H,179,0.6289025543992431
volume_rel_12b,path_inside_70,TREND_UP,2H,179,0.624731182795699
volume_rel_12b,path_inside_70,TREND_UP,4H,179,0.6549425287356322
volume_rel_12b,path_inside_70,TREND_UP,8H,179,0.5913742690058479
volume_rel_12b,path_inside_70,VOLATILITY_EXPANSION,12H,324,0.639344262295082
volume_rel_12b,path_inside_70,VOLATILITY_EXPANSION,1H,324,0.8927689594356261
volume_rel_12b,path_inside_70,VOLATILITY_EXPANSION,24H,324,0.6896321070234114
volume_rel_12b,path_inside_70,VOLATILITY_EXPANSION,2H,324,0.6106354213609735
volume_rel_12b,path_inside_70,VOLATILITY_EXPANSION,4H,319,0.7266881028938907
volume_rel_12b,path_inside_70,VOLATILITY_EXPANSION,8H,319,0.5613931523022433
volume_rel_12b,trend_efficiency_high,HIGH_VOL,12H,163,0.5359712230215827
volume_rel_12b,trend_efficiency_high,HIGH_VOL,1H,163,0.6622377622377622
volume_rel_12b,trend_efficiency_high,HIGH_VOL,24H,163,0.5259057971014494
volume_rel_12b,trend_efficiency_high,HIGH_VOL,2H,163,0.5766073871409029
volume_rel_12b,trend_efficiency_high,HIGH_VOL,4H,163,0.5061250805931656
volume_rel_12b,trend_efficiency_high,HIGH_VOL,8H,163,0.5789473684210527
volume_rel_12b,trend_efficiency_high,LOW_VOL_RANGE,12H,1024,0.5271595975111453
volume_rel_12b,trend_efficiency_high,LOW_VOL_RANGE,1H,1024,0.5010327976220464
volume_rel_12b,trend_efficiency_high,LOW_VOL_RANGE,24H,1024,0.5093512727183447
volume_rel_12b,trend_efficiency_high,LOW_VOL_RANGE,2H,1024,0.5081833715054349
volume_rel_12b,trend_efficiency_high,LOW_VOL_RANGE,4H,1016,0.5038766832034018
volume_rel_12b,trend_efficiency_high,LOW_VOL_RANGE,8H,1016,0.503397212543554
volume_rel_12b,trend_efficiency_high,NORMAL_RANGE,12H,2314,0.5028004291845494
volume_rel_12b,trend_efficiency_high,NORMAL_RANGE,1H,2314,0.5132849053303599
volume_rel_12b,trend_efficiency_high,NORMAL_RANGE,24H,2314,0.5062867038096672
volume_rel_12b,trend_efficiency_high,NORMAL_RANGE,2H,2314,0.50224431235909
volume_rel_12b,trend_efficiency_high,NORMAL_RANGE,4H,2303,0.5126559465942406
volume_rel_12b,trend_efficiency_high,NORMAL_RANGE,8H,2303,0.5195004632391202
volume_rel_12b,trend_efficiency_high,TREND_DOWN,12H,190,0.5235457063711911
volume_rel_12b,trend_efficiency_high,TREND_DOWN,1H,190,0.553030303030303
volume_rel_12b,trend_efficiency_high,TREND_DOWN,24H,190,0.5672799422799423
volume_rel_12b,trend_efficiency_high,TREND_DOWN,2H,190,0.5293674698795181
volume_rel_12b,trend_efficiency_high,TREND_DOWN,4H,189,0.5554730983302412
volume_rel_12b,trend_efficiency_high,TREND_DOWN,8H,189,0.5345804988662132
volume_rel_12b,trend_efficiency_high,TREND_UP,12H,179,0.5282651072124757
volume_rel_12b,trend_efficiency_high,TREND_UP,1H,179,0.5532931121166416
volume_rel_12b,trend_efficiency_high,TREND_UP,24H,179,0.6049217002237137
volume_rel_12b,trend_efficiency_high,TREND_UP,2H,179,0.6267738883632923
volume_rel_12b,trend_efficiency_high,TREND_UP,4H,179,0.5463087248322147
volume_rel_12b,trend_efficiency_high,TREND_UP,8H,179,0.6011904761904762
volume_rel_12b,trend_efficiency_high,VOLATILITY_EXPANSION,12H,324,0.5219881221719457
volume_rel_12b,trend_efficiency_high,VOLATILITY_EXPANSION,1H,324,0.5598580917874396
volume_rel_12b,trend_efficiency_high,VOLATILITY_EXPANSION,24H,324,0.5133587786259541
volume_rel_12b,trend_efficiency_high,VOLATILITY_EXPANSION,2H,324,0.519753086419753
volume_rel_12b,trend_efficiency_high,VOLATILITY_EXPANSION,4H,319,0.5562375992063492
volume_rel_12b,trend_efficiency_high,VOLATILITY_EXPANSION,8H,319,0.5245424882962122
adx_14b,upside_breakout_occurred,HIGH_VOL,12H,163,0.5889766170665047
adx_14b,upside_breakout_occurred,HIGH_VOL,1H,163,0.5516623207301173
adx_14b,upside_breakout_occurred,HIGH_VOL,24H,163,0.5587606837606838
adx_14b,upside_breakout_occurred,HIGH_VOL,2H,163,0.5153729071537291
adx_14b,upside_breakout_occurred,HIGH_VOL,4H,163,0.5081374321880651
adx_14b,upside_breakout_occurred,HIGH_VOL,8H,163,0.5410752038659015
adx_14b,upside_breakout_occurred,LOW_VOL_RANGE,12H,1024,0.5365489701555275
adx_14b,upside_breakout_occurred,LOW_VOL_RANGE,1H,1024,0.5271776709671979
adx_14b,upside_breakout_occurred,LOW_VOL_RANGE,24H,1024,0.5361845774503184
adx_14b,upside_breakout_occurred,LOW_VOL_RANGE,2H,1024,0.5181552251038656
adx_14b,upside_breakout_occurred,LOW_VOL_RANGE,4H,1016,0.5161922876616172
adx_14b,upside_breakout_occurred,LOW_VOL_RANGE,8H,1016,0.5174684548171017
adx_14b,upside_breakout_occurred,NORMAL_RANGE,12H,2314,0.5365753712552936
adx_14b,upside_breakout_occurred,NORMAL_RANGE,1H,2314,0.534563848506347
adx_14b,upside_breakout_occurred,NORMAL_RANGE,24H,2314,0.5605960208204918
adx_14b,upside_breakout_occurred,NORMAL_RANGE,2H,2314,0.5301504468644622
adx_14b,upside_breakout_occurred,NORMAL_RANGE,4H,2303,0.5190539296597257
adx_14b,upside_breakout_occurred,NORMAL_RANGE,8H,2303,0.5410389295387477
adx_14b,upside_breakout_occurred,TREND_DOWN,12H,190,0.5436720142602496
adx_14b,upside_breakout_occurred,TREND_DOWN,1H,190,0.6308539944903582
adx_14b,upside_breakout_occurred,TREND_DOWN,24H,190,0.5511363636363636
adx_14b,upside_breakout_occurred,TREND_DOWN,2H,190,0.6107875116495807
adx_14b,upside_breakout_occurred,TREND_DOWN,4H,189,0.5759493670886076
adx_14b,upside_breakout_occurred,TREND_DOWN,8H,189,0.5779702970297029
adx_14b,upside_breakout_occurred,TREND_UP,12H,179,0.5790809850215791
adx_14b,upside_breakout_occurred,TREND_UP,1H,179,0.5781718281718282
adx_14b,upside_breakout_occurred,TREND_UP,24H,179,0.5056193806193806
adx_14b,upside_breakout_occurred,TREND_UP,2H,179,0.5204260651629073
adx_14b,upside_breakout_occurred,TREND_UP,4H,179,0.537051282051282
adx_14b,upside_breakout_occurred,TREND_UP,8H,179,0.5011538461538462
adx_14b,upside_breakout_occurred,VOLATILITY_EXPANSION,12H,324,0.5096507561651301
adx_14b,upside_breakout_occurred,VOLATILITY_EXPANSION,1H,324,0.5348195817053552
adx_14b,upside_breakout_occurred,VOLATILITY_EXPANSION,24H,324,0.503158692722372
adx_14b,upside_breakout_occurred,VOLATILITY_EXPANSION,2H,324,0.5159382337005599
adx_14b,upside_breakout_occurred,VOLATILITY_EXPANSION,4H,319,0.5094520547945205
adx_14b,upside_breakout_occurred,VOLATILITY_EXPANSION,8H,319,0.562546711509716
adx_14b,downside_breakdown_occurred,HIGH_VOL,12H,163,0.5667686034658512
adx_14b,downside_breakdown_occurred,HIGH_VOL,1H,163,0.5185185185185185
adx_14b,downside_breakdown_occurred,HIGH_VOL,24H,163,0.5338090383961944
adx_14b,downside_breakdown_occurred,HIGH_VOL,2H,163,0.5108061749571183
adx_14b,downside_breakdown_occurred,HIGH_VOL,4H,163,0.5173648406731114
adx_14b,downside_breakdown_occurred,HIGH_VOL,8H,163,0.5341423948220064
adx_14b,downside_breakdown_occurred,LOW_VOL_RANGE,12H,1024,0.5130515732638242
adx_14b,downside_breakdown_occurred,LOW_VOL_RANGE,1H,1024,0.5110272051217654
adx_14b,downside_breakdown_occurred,LOW_VOL_RANGE,24H,1024,0.5372759285802764
adx_14b,downside_breakdown_occurred,LOW_VOL_RANGE,2H,1024,0.5025758841548316
adx_14b,downside_breakdown_occurred,LOW_VOL_RANGE,4H,1016,0.5118250945884325
adx_14b,downside_breakdown_occurred,LOW_VOL_RANGE,8H,1016,0.5032181236814346
adx_14b,downside_breakdown_occurred,NORMAL_RANGE,12H,2314,0.5312804774083546
adx_14b,downside_breakdown_occurred,NORMAL_RANGE,1H,2314,0.5189779800987846
adx_14b,downside_breakdown_occurred,NORMAL_RANGE,24H,2314,0.5220816799287485
adx_14b,downside_breakdown_occurred,NORMAL_RANGE,2H,2314,0.5320624741815553
adx_14b,downside_breakdown_occurred,NORMAL_RANGE,4H,2303,0.5220701254798125
adx_14b,downside_breakdown_occurred,NORMAL_RANGE,8H,2303,0.5149757316348891
adx_14b,downside_breakdown_occurred,TREND_DOWN,12H,190,0.51385195035461
adx_14b,downside_breakdown_occurred,TREND_DOWN,1H,190,0.5375
adx_14b,downside_breakdown_occurred,TREND_DOWN,24H,190,0.5270390070921986
adx_14b,downside_breakdown_occurred,TREND_DOWN,2H,190,0.5207015207015206
adx_14b,downside_breakdown_occurred,TREND_DOWN,4H,189,0.5154639175257731
adx_14b,downside_breakdown_occurred,TREND_DOWN,8H,189,0.5239819004524887
adx_14b,downside_breakdown_occurred,TREND_UP,12H,179,0.6077684691546077
adx_14b,downside_breakdown_occurred,TREND_UP,1H,179,0.603411513859275
adx_14b,downside_breakdown_occurred,TREND_UP,24H,179,0.6040985667588634
adx_14b,downside_breakdown_occurred,TREND_UP,2H,179,0.5701954810865701
adx_14b,downside_breakdown_occurred,TREND_UP,4H,179,0.6266666666666667
adx_14b,downside_breakdown_occurred,TREND_UP,8H,179,0.5779922779922779
adx_14b,downside_breakdown_occurred,VOLATILITY_EXPANSION,12H,324,0.5585249801744647
adx_14b,downside_breakdown_occurred,VOLATILITY_EXPANSION,1H,324,0.5816391828698007
adx_14b,downside_breakdown_occurred,VOLATILITY_EXPANSION,24H,324,0.6115484499269599
adx_14b,downside_breakdown_occurred,VOLATILITY_EXPANSION,2H,324,0.6144674085850557
adx_14b,downside_breakdown_occurred,VOLATILITY_EXPANSION,4H,319,0.6027489670292605
adx_14b,downside_breakdown_occurred,VOLATILITY_EXPANSION,8H,319,0.5398185903303654
adx_14b,range_breached,HIGH_VOL,12H,163,0.7941441441441441
adx_14b,range_breached,HIGH_VOL,1H,163,0.5721518987341772
adx_14b,range_breached,HIGH_VOL,24H,163,0.6948717948717948
adx_14b,range_breached,HIGH_VOL,2H,163,0.524416135881104
adx_14b,range_breached,HIGH_VOL,4H,163,0.5137362637362637
adx_14b,range_breached,HIGH_VOL,8H,163,0.5534965034965035
adx_14b,range_breached,LOW_VOL_RANGE,12H,1024,0.5366824440619622
adx_14b,range_breached,LOW_VOL_RANGE,1H,1024,0.6068621813302664
adx_14b,range_breached,LOW_VOL_RANGE,24H,1024,0.5069221628045157
adx_14b,range_breached,LOW_VOL_RANGE,2H,1024,0.5507197480881691
adx_14b,range_breached,LOW_VOL_RANGE,4H,1016,0.6201923076923077
adx_14b,range_breached,LOW_VOL_RANGE,8H,1016,0.5614878542510122
adx_14b,range_breached,NORMAL_RANGE,12H,2314,0.5328319695092278
adx_14b,range_breached,NORMAL_RANGE,1H,2314,0.6225969224620304
adx_14b,range_breached,NORMAL_RANGE,24H,2314,0.5742482869071415
adx_14b,range_breached,NORMAL_RANGE,2H,2314,0.6160341472730182
adx_14b,range_breached,NORMAL_RANGE,4H,2303,0.5616682948008249
adx_14b,range_breached,NORMAL_RANGE,8H,2303,0.5344174470598161
adx_14b,range_breached,TREND_DOWN,12H,190,0.6442307692307692
adx_14b,range_breached,TREND_DOWN,1H,190,0.6218973138388304
adx_14b,range_breached,TREND_DOWN,24H,190,0.6292670682730923
adx_14b,range_breached,TREND_DOWN,2H,190,0.5797969278833637
adx_14b,range_breached,TREND_DOWN,4H,189,0.617283950617284
adx_14b,range_breached,TREND_DOWN,8H,189,0.5752525252525252
adx_14b,range_breached,TREND_UP,12H,179,0.5609195402298851
