target,horizon,feature_set,model_family,raw_brier,selected_brier,calibration,raw_ece,selected_ece
path_inside_70,12H,step11_individuals,boosted_stumps,0.05953940144368675,0.05918090240179465,platt,0.017393787061715515,0.0009040000860997682
path_inside_70,12H,step12_interactions,logistic,0.05717128864394217,0.05712472252299453,platt,0.007489890757489633,0.0016176665745090855
path_inside_70,12H,step12_interactions,tree_depth2,0.05768734615547162,0.05715030275566979,platt,0.023068828907626404,0.0007577687257976778
path_inside_70,12H,step12_interactions,boosted_stumps,0.05978360841075796,0.05952857778816595,platt,0.015969682151589247,1.1199588398388971e-05
path_inside_70,12H,all_step13,logistic,0.05659760780025073,0.055946202173103,platt,0.019867284421749943,0.0035698440884273323
path_inside_70,12H,all_step13,tree_depth2,0.05905352500961779,0.056402787698487826,platt,0.042545496237658256,0.002843939930449812
path_inside_70,12H,all_step13,boosted_stumps,0.05953940144368675,0.05918090240179465,platt,0.017393787061715515,0.0009040000860997682
path_inside_70,12H,compact_deredundant,logistic,0.05673211509410329,0.056139548138198145,platt,0.018856850346849325,0.0032893300341256546
path_inside_70,12H,compact_deredundant,tree_depth2,0.05905352500961779,0.056402787698487826,platt,0.042545496237658256,0.002843939930449812
path_inside_70,12H,compact_deredundant,boosted_stumps,0.059557727683155544,0.0592015577364571,platt,0.0174374569336872,0.0008339861863578962
path_inside_70,24H,step11_individuals,logistic,0.03788683991165343,0.03786747733434855,platt,0.004027806996595586,0.007053758339141868
path_inside_70,24H,step11_individuals,tree_depth2,0.041725957068196005,0.041490922350226916,platt,0.024999161886871964,0.00777390317113444
path_inside_70,24H,step11_individuals,boosted_stumps,0.042932919695004054,0.042839325766881986,platt,0.007401699021457951,0.001447472201203212
path_inside_70,24H,step12_interactions,logistic,0.03988275310203647,0.03988275310203647,none,0.006644983242704101,0.006644983242704101
path_inside_70,24H,step12_interactions,tree_depth2,0.03936573036404209,0.0388801103167613,platt,0.013856349686273452,0.0031226881070598317
path_inside_70,24H,step12_interactions,boosted_stumps,0.043332935010574954,0.0432843304680904,platt,0.006971714351985625,1.6078592507275113e-05
path_inside_70,24H,all_step13,logistic,0.03794820113476893,0.03794820113476893,none,0.0028655689925671224,0.0028655689925671224
path_inside_70,24H,all_step13,tree_depth2,0.041725957068196005,0.041490922350226916,platt,0.024999161886871964,0.00777390317113444
path_inside_70,24H,all_step13,boosted_stumps,0.042932919695004054,0.042839325766881986,platt,0.007401699021457951,0.001447472201203212
path_inside_70,24H,compact_deredundant,logistic,0.03813095070234409,0.03813095070234409,none,0.003628445828580764,0.003628445828580764
path_inside_70,24H,compact_deredundant,tree_depth2,0.04172152914155426,0.041313644311716476,platt,0.02479685422056085,0.005500040474150869
path_inside_70,24H,compact_deredundant,boosted_stumps,0.04296371769598113,0.042884312907142404,platt,0.006874923637184248,0.0012886010480185825
range_breached,1H,step11_individuals,logistic,0.03945101821978215,0.03945101821978215,none,0.00897905788153324,0.00897905788153324
range_breached,1H,step11_individuals,tree_depth2,0.03975987827733749,0.03975987827733749,none,0.004544041334821228,0.004544041334821228
range_breached,1H,step11_individuals,boosted_stumps,0.04093512323610914,0.04093512323610914,none,0.00014707418668125083,0.00014707418668125083
range_breached,1H,step12_interactions,logistic,0.040241176187141105,0.04014573112873879,platt,0.01209515139661943,0.0010378867604277087
range_breached,1H,step12_interactions,tree_depth2,0.04047531207098646,0.04045957162903521,platt,0.003101419561075347,0.0004235603510813757
range_breached,1H,step12_interactions,boosted_stumps,0.04102040931835646,0.04102040816328378,platt,3.398663192466511e-05,1.358575900667347e-07
range_breached,1H,all_step13,logistic,0.03948362768529875,0.03948362768529875,none,0.008945096394090737,0.008945096394090737
range_breached,1H,all_step13,tree_depth2,0.03975987827733749,0.03975987827733749,none,0.004544041334821228,0.004544041334821228
range_breached,1H,all_step13,boosted_stumps,0.04093512323610914,0.04093512323610914,none,0.00014707418668125083,0.00014707418668125083
range_breached,1H,compact_deredundant,logistic,0.03952169388035547,0.03952169388035547,none,0.00833937173137693,0.00833937173137693
range_breached,1H,compact_deredundant,tree_depth2,0.03975987827733749,0.03975987827733749,none,0.004544041334821228,0.004544041334821228
range_breached,1H,compact_deredundant,boosted_stumps,0.04093512323610914,0.04093512323610914,none,0.00014707418668125083,0.00014707418668125083
