target,horizon,strategy_relevance,feature_set,model_family,calibration,split,n,positives,base_rate,brier,brier_skill_vs_train_base,log_loss,auc,pr_auc,ece,calibration_intercept,calibration_slope
path_inside_70,1H,BOTH,compact_deredundant,boosted_stumps,none,validation,840,36,0.04285714285714286,0.04093512323610914,0.0020791133892743563,0.17591323167422301,0.6143587617468215,0.0591243745759117,0.0001470741866813688,0.0024059362312049306,1.0040355974949353
path_inside_70,2H,BOTH,step11_individuals,logistic,none,validation,838,37,0.0441527446300716,0.040318585996880804,0.04475631754362164,0.1639201896777653,0.787765293383271,0.16720377225580205,0.006283771023780607,0.023083755470833297,1.0661120205327066
path_inside_70,2H,BOTH,step11_individuals,tree_depth2,platt,validation,838,37,0.0441527446300716,0.039978032480059794,0.052824844438556395,0.16314235361995608,0.7485575463103553,0.11572427480322442,0.00234687168014685,0.007566975244457118,1.0021384438061054
path_inside_70,2H,BOTH,step11_individuals,boosted_stumps,platt,validation,838,37,0.0441527446300716,0.04199280851483052,0.005089983922164754,0.17847666149118976,0.7117791949252623,0.07074278265938619,0.0006871613893126294,0.008557514114769961,1.0027456438919458
path_inside_70,2H,BOTH,step12_interactions,logistic,none,validation,838,37,0.0441527446300716,0.04057589930192755,0.03865995024847657,0.16722095455550853,0.7317204845294732,0.14778741741849238,0.0075279593366026215,-0.0019135800806357824,1.0759154218989806
path_inside_70,2H,BOTH,step12_interactions,tree_depth2,platt,validation,838,37,0.0441527446300716,0.04108214778667813,0.026665713475180097,0.1710665652727609,0.6633262475959105,0.07489004095147922,0.0006928033359009725,0.008323706742230257,1.0025123269489742
path_inside_70,2H,BOTH,step12_interactions,boosted_stumps,platt,validation,838,37,0.0441527446300716,0.04220327982055005,0.00010341556526649587,0.1809243285434367,0.616290447751122,0.03587276844355527,6.989046688353484e-06,,
path_inside_70,2H,BOTH,all_step13,logistic,none,validation,838,37,0.0441527446300716,0.04022931402199677,0.046871384030203744,0.16315630698186503,0.7749434828086513,0.162331740632675,0.004609571937812506,0.021987121475716593,1.05367449161721
path_inside_70,2H,BOTH,all_step13,tree_depth2,platt,validation,838,37,0.0441527446300716,0.039978032480059794,0.052824844438556395,0.16314235361995608,0.7485575463103553,0.11572427480322442,0.00234687168014685,0.007566975244457118,1.0021384438061054
path_inside_70,2H,BOTH,all_step13,boosted_stumps,platt,validation,838,37,0.0441527446300716,0.04199280851483052,0.005089983922164754,0.17847666149118976,0.7117791949252623,0.07074278265938619,0.0006871613893126294,0.008557514114769961,1.0027456438919458
path_inside_70,2H,BOTH,compact_deredundant,logistic,none,validation,838,37,0.0441527446300716,0.04021537707906349,0.047201583524074886,0.16294417376173803,0.7798022741842967,0.16228505376439462,0.0026856941788342757,0.024118765473565416,1.0572012528405883
path_inside_70,2H,BOTH,compact_deredundant,tree_depth2,platt,validation,838,37,0.0441527446300716,0.03991199630055464,0.05438939938824461,0.16256900837348476,0.7239261733643756,0.11711350530023527,0.002064042562878085,0.005949885029215846,1.0014940539364188
path_inside_70,2H,BOTH,compact_deredundant,boosted_stumps,platt,validation,838,37,0.0441527446300716,0.04199280851483052,0.005089983922164754,0.17847666149118976,0.7117791949252623,0.07074278265938619,0.0006871613893126294,0.008557514114769961,1.0027456438919458
path_inside_70,4H,BOTH,step11_individuals,logistic,platt,validation,834,30,0.03597122302158273,0.03301968384683086,0.04928272466375172,0.13889788830314498,0.7661691542288557,0.16119873371433485,0.002129317827187397,0.029674330984465893,1.012303518719074
path_inside_70,4H,BOTH,step11_individuals,tree_depth2,none,validation,834,30,0.03597122302158273,0.03259744343849317,0.06144005640604844,0.13997911917370542,0.7112769485903814,0.15497960086661272,0.0031392455496607264,-0.011677474509791022,0.9360228845451688
path_inside_70,4H,BOTH,step11_individuals,boosted_stumps,platt,validation,834,30,0.03597122302158273,0.03456686199401952,0.004735690253058644,0.15337162732673537,0.5780265339966832,0.06527753446094428,0.00032723983483978064,0.00481683666391528,1.0020962150136532
path_inside_70,4H,BOTH,step12_interactions,logistic,platt,validation,834,30,0.03597122302158273,0.03335049624975163,0.03975782830765129,0.14055989268176416,0.7347014925373134,0.11799268106039094,0.0010133969673415885,0.016849098806577555,1.0095973543015204
path_inside_70,4H,BOTH,step12_interactions,tree_depth2,none,validation,834,30,0.03597122302158273,0.033584107590700976,0.03303158772384496,0.14399435983937384,0.5770315091210614,0.0941138943945115,0.0032580755204517364,0.0028750305380128138,1.0424196717264287
path_inside_70,4H,BOTH,step12_interactions,boosted_stumps,platt,validation,834,30,0.03597122302158273,0.03467729774761486,0.0015559754125137326,0.1549220228803439,0.46355721393034827,0.05358755939860018,6.00974257441364e-05,,
path_inside_70,4H,BOTH,all_step13,logistic,platt,validation,834,30,0.03597122302158273,0.03290214051455602,0.05266708403898568,0.13786078408878932,0.7626865671641792,0.16281228457349656,0.0023724160200346506,0.02666985156111002,1.0115401968377975
path_inside_70,4H,BOTH,all_step13,tree_depth2,none,validation,834,30,0.03597122302158273,0.03259744343849317,0.06144005640604844,0.13997911917370542,0.7112769485903814,0.15497960086661272,0.0031392455496607264,-0.011677474509791022,0.9360228845451688
path_inside_70,4H,BOTH,all_step13,boosted_stumps,platt,validation,834,30,0.03597122302158273,0.03456686199401952,0.004735690253058644,0.15337162732673537,0.5780265339966832,0.06527753446094428,0.00032723983483978064,0.00481683666391528,1.0020962150136532
path_inside_70,4H,BOTH,compact_deredundant,logistic,platt,validation,834,30,0.03597122302158273,0.03315162387423916,0.045483849303609825,0.13925549658041356,0.7571310116086235,0.15354037343548005,0.0029349793099443305,0.02627732134450714,1.0109800334030694
path_inside_70,4H,BOTH,compact_deredundant,tree_depth2,none,validation,834,30,0.03597122302158273,0.03259744343849317,0.06144005640604844,0.13997911917370542,0.7112769485903814,0.15497960086661272,0.0031392455496607264,-0.011677474509791022,0.9360228845451688
path_inside_70,4H,BOTH,compact_deredundant,boosted_stumps,platt,validation,834,30,0.03597122302158273,0.03456686199401952,0.004735690253058644,0.15337162732673537,0.5780265339966832,0.06527753446094428,0.00032723983483978064,0.00481683666391528,1.0020962150136532
path_inside_70,8H,BOTH,step11_individuals,logistic,none,validation,826,38,0.04600484261501211,0.04170445232121659,0.050225857484531344,0.1696431291204733,0.7303633449104996,0.16660761000183422,0.0036810588756858342,0.009361183957432082,1.034895374615946
path_inside_70,8H,BOTH,step11_individuals,tree_depth2,none,validation,826,38,0.04600484261501211,0.0427411713245696,0.026615694836785275,0.1813593803689661,0.6406291744589901,0.13171188176163967,0.018367599274089944,-0.026493679915693825,0.8397889783667474
path_inside_70,8H,BOTH,step11_individuals,boosted_stumps,none,validation,826,38,0.04600484261501211,0.043617543003328194,0.006657270414692218,0.18391120426520752,0.5620825541009885,0.13592173733502072,0.002814029098769655,0.0018312362597273806,1.0277107615926067
path_inside_70,8H,BOTH,step12_interactions,logistic,platt,validation,826,38,0.04600484261501211,0.04102042413321078,0.06580386533644389,0.16627254131331154,0.6862810579748865,0.22272637398888845,0.0013101874677873063,0.018082839649168344,1.0078709741204712
path_inside_70,8H,BOTH,step12_interactions,tree_depth2,platt,validation,826,38,0.04600484261501211,0.040935151908341995,0.0677458487398308,0.16366888476316618,0.6550227090569062,0.1671490994283941,0.0009728756267229216,0.011689715242825773,1.0037577214637727
path_inside_70,8H,BOTH,step12_interactions,boosted_stumps,platt,validation,826,38,0.04600484261501211,0.043888397500326526,0.000488849938824254,0.1865793197213221,0.4282994923857868,0.07027577410574361,2.072067726639759e-05,,
