target,horizon,split,train_base_probability,n,positives,base_rate,brier,brier_skill_vs_train_base,log_loss,auc,pr_auc,ece,calibration_intercept,calibration_slope
mean_reversion,12H,validation,0.6608,818,467,0.5709046454767727,0.25305370601467003,0.0,0.7004511505644226,0.5014245014245015,0.5991439306317067,0.08989535452322739,,
mean_reversion,12H,test,0.6608,842,640,0.7600950118764845,0.1922100841805226,0.0,0.574287413419528,0.49192450495049506,0.7880893148436234,0.09929501187648437,,
mean_reversion,24H,validation,0.7168820678513732,794,540,0.6801007556675063,0.2189165827339603,0.0,0.6300456258222139,0.5144211140274132,0.6830594064250858,0.03678131218386693,,
mean_reversion,24H,test,0.7168820678513732,842,670,0.7957244655581948,0.16876316414648068,0.0,0.5226256708005375,0.4986983686220062,0.8093959039722388,0.07884239770682155,,
upside_breakout,1H,validation,0.6363996827914353,840,525,0.625,0.23450495276774536,0.0,0.6618428172011179,0.4925895691609977,0.6337044331687197,0.011399682791435106,,
upside_breakout,1H,test,0.6363996827914353,842,551,0.6543942992874109,0.2264862065703866,0.0,0.645388724336671,0.5030092116177397,0.6491473517004089,0.01799461649597578,,
upside_breakout,2H,validation,0.6198412698412699,838,524,0.6252983293556086,0.2343301081592365,0.0,0.6614739616364271,0.5078037633101571,0.6261278077583884,0.005457059514338614,,
upside_breakout,2H,test,0.6198412698412699,842,552,0.6555819477434679,0.22707165359325754,0.0,0.6466690712511387,0.5158920539730135,0.6402133207130433,0.035740677902197815,,
upside_breakout,4H,validation,0.6093004769475358,834,528,0.6330935251798561,0.2328522226993845,0.0,0.6584869813582798,0.5069877698554169,0.6175141235713196,0.023793048232320313,,
upside_breakout,4H,test,0.6093004769475358,842,556,0.6603325415676959,0.22689774773383922,0.0,0.6463827045010695,0.5373421542486291,0.6309728475210533,0.05103206462016019,,
upside_breakout,8H,validation,0.6240031897926634,826,523,0.6331719128329297,0.23234930711460763,0.0,0.6574256711311742,0.5565694236727688,0.5756274637721911,0.00916872304026628,,
upside_breakout,8H,test,0.6240031897926634,842,565,0.671021377672209,0.22296239837057585,0.0,0.6382520852802209,0.574850643749401,0.6205562671744129,0.04701818787954559,,
upside_breakout,12H,validation,0.6408,818,535,0.6540342298288508,0.22644860088019556,0.0,0.6452960382271169,0.5432515438723953,0.5979153205512103,0.013234229828850697,,
upside_breakout,12H,test,0.6408,842,578,0.6864608076009501,0.21731727657957242,0.0,0.626526300878928,0.5351853308168187,0.67822284915489,0.045660807600949815,,
upside_breakout,24H,validation,0.6688206785137318,794,513,0.646095717884131,0.2291724650515373,0.0,0.6509830450897863,0.5153066533474849,0.5927891044817365,0.02272496062960072,,
upside_breakout,24H,test,0.6688206785137318,842,614,0.7292161520190024,0.2011075688735274,0.0,0.5925613496771138,0.5340805188867935,0.7346031224360466,0.060395473505270525,,
downside_breakdown,1H,validation,0.6403647898493259,840,573,0.6821428571428572,0.21856938649861957,0.0,0.6291042555581229,0.47352458641357986,0.7007118013053847,0.041778067293531396,,
downside_breakdown,1H,test,0.6403647898493259,842,566,0.672209026128266,0.2213581067041432,0.0,0.6348355573639359,0.5043465458083679,0.6785684415804698,0.031844236278940286,,
downside_breakdown,2H,validation,0.6253968253968254,838,537,0.6408114558472554,0.23040974473409978,0.0,0.6534599010016892,0.49322865433038227,0.6495413556992643,0.015414630450430233,,
downside_breakdown,2H,test,0.6253968253968254,842,538,0.6389548693586699,0.23087536483758633,0.0,0.654411437045823,0.49509024652709843,0.6452657207633142,0.013558043961844568,,
downside_breakdown,4H,validation,0.6391096979332274,834,535,0.6414868105515588,0.22998713310434754,0.0,0.6525701983813571,0.4997468196167912,0.6531028074483222,0.0023771126183315117,,
downside_breakdown,4H,test,0.6391096979332274,842,520,0.6175771971496437,0.23663925130042884,0.0,0.6662345919606512,0.45123626373626374,0.655705023467019,0.021532500783583597,,
downside_breakdown,8H,validation,0.6590909090909091,826,523,0.6331719128329297,0.23293703599943968,0.0,0.6587236169486539,0.4934277366551187,0.6780588384227885,0.025918996257979332,,
downside_breakdown,8H,test,0.6590909090909091,842,518,0.6152019002375297,0.23865476727979426,0.0,0.6705702692031665,0.4524226607559941,0.654937294927651,0.04388900885337943,,
downside_breakdown,12H,validation,0.6628,818,526,0.6430317848410758,0.22993269085574572,0.0,0.6525200635422165,0.49764310641179227,0.6823979988356731,0.01976821515892402,,
downside_breakdown,12H,test,0.6628,842,520,0.6175771971496437,0.238220704608076,0.0,0.6697221990529546,0.46869326325848065,0.6520476227620436,0.04522280285035629,,
downside_breakdown,24H,validation,0.6700323101777059,794,505,0.6360201511335013,0.23265534544846772,0.0,0.6582476250378428,0.5105759018808456,0.6958900992467391,0.034012159044204626,,
downside_breakdown,24H,test,0.6700323101777059,842,536,0.6365795724465558,0.2324651060520251,0.0,0.6578513694704735,0.4889279094722466,0.6652982020556168,0.033452737731150206,,
trend_continuation,1H,validation,0.34179222839016654,840,253,0.3011904761904762,0.21212327552431542,0.0,0.615610058393067,0.5079354391257214,0.30751336308397087,0.04060175219969031,,
trend_continuation,1H,test,0.34179222839016654,842,242,0.28741092636579574,0.2077632117812167,0.0,0.6065800767256164,0.43889807162534433,0.36634562049974656,0.05438130202437086,,
trend_continuation,2H,validation,0.3738095238095238,838,283,0.33770883054892603,0.22496483637209855,0.0,0.6423274430527952,0.5318053035367523,0.3182771915529803,0.03610069326059773,,
trend_continuation,2H,test,0.3738095238095238,842,262,0.31116389548693585,0.21826540038026293,0.0,0.6286326926736607,0.46012766517504605,0.36963197439981027,0.06264562832258791,,
trend_continuation,4H,validation,0.3914944356120827,834,304,0.3645083932853717,0.23237027099034754,0.0,0.6575100919031999,0.48792204568023834,0.3817341202874256,0.026986042326711035,,
trend_continuation,4H,test,0.3914944356120827,842,288,0.342042755344418,0.22749497754211198,0.0,0.6476019647895491,0.4628459687123947,0.39250762760506014,0.04945168026766472,,
trend_continuation,8H,validation,0.4218500797448166,826,357,0.4322033898305085,0.24551081067925654,0.0,0.6841453237349299,0.4469549013635305,0.4768403862012914,0.010353310085691902,,
trend_continuation,8H,test,0.4218500797448166,842,267,0.3171021377672209,0.22752050333922114,0.0,0.6478673401387046,0.5351701677251262,0.3018048184578461,0.10474794197759563,,
trend_continuation,12H,validation,0.4216,818,386,0.4718826405867971,0.25173775804400983,0.0,0.6967029920206106,0.4673167338322779,0.5169048454358391,0.05028264058679727,,
trend_continuation,12H,test,0.4216,842,249,0.29572446555819476,0.22411615619952496,0.0,0.641000249147954,0.5966801438468884,0.24348394429017017,0.125875534441805,,
trend_continuation,24H,validation,0.4543618739903069,794,385,0.48488664987405544,0.25070334859072374,0.0,0.6945636270519027,0.44185692058552695,0.5438531266421969,0.030524775883748467,,
trend_continuation,24H,test,0.4543618739903069,842,288,0.342042755344418,0.23766509327420587,0.0,0.6684143347001588,0.5218486762936222,0.34871486473262253,0.1123191186458889,,
