target,horizon,split,train_base_probability,n,positives,base_rate,brier,brier_skill_vs_train_base,log_loss,auc,pr_auc,ece,calibration_intercept,calibration_slope
down_excursion_ge_1_0_atr,4H,validation,0.8302861685214626,834,693,0.8309352517985612,0.14048228042612357,0.0,0.45440164465014377,0.4494488962574069,0.8528818643304971,0.0006490832770985611,,
down_excursion_ge_1_0_atr,4H,test,0.8302861685214626,842,701,0.832541567695962,0.13942119257974828,0.0,0.45185136637568896,0.4709988769842474,0.8435379321674814,0.0022553991744992397,,
down_excursion_ge_1_0_atr,8H,validation,0.8883572567783095,826,730,0.8837772397094431,0.10273600683735178,0.0,0.35943544089483864,0.460587899543379,0.9079481260631679,0.004580017068866571,,
down_excursion_ge_1_0_atr,8H,test,0.8883572567783095,842,742,0.8812351543942993,0.10471048139632311,0.0,0.36470790377902446,0.44892183288409704,0.8978360434090034,0.0071221023840102315,,
down_excursion_ge_1_0_atr,12H,validation,0.9112,818,742,0.9070904645476773,0.08429424195599022,0.0,0.30932117726756125,0.4919137466307278,0.9219784236134381,0.004109535452322954,,
down_excursion_ge_1_0_atr,12H,test,0.9112,842,766,0.9097387173396675,0.08211631885985748,0.0,0.30315504965468537,0.4044592551875773,0.9331876214532647,0.0014612826603328521,,
down_excursion_ge_1_0_atr,24H,validation,0.9410339256865913,794,742,0.9345088161209067,0.06124466576805218,0.0,0.24218777501838443,0.4480354551109268,0.9510420163881645,0.006525109565684417,,
down_excursion_ge_1_0_atr,24H,test,0.9410339256865913,842,796,0.9453681710213777,0.051665977923695,0.0,0.21210717815111202,0.3751092418614813,0.9627189431653812,0.004334245334786546,,
mean_reversion,1H,validation,0.28628072957969863,840,205,0.24404761904761904,0.18627201431002213,0.0,0.5602071738587554,0.5178183214903015,0.24319664656013096,0.04223311053207948,,
mean_reversion,1H,test,0.28628072957969863,842,312,0.37054631828978624,0.2403424337323283,0.0,0.6757658614260318,0.4812409288824383,0.38311120161259454,0.08426558871008766,,
mean_reversion,2H,validation,0.3972222222222222,838,280,0.3341288782816229,0.2264675410294942,0.0,0.6455560365237232,0.5291986687147977,0.3244163609016642,0.06309334394059934,,
mean_reversion,2H,test,0.3972222222222222,842,414,0.4916864608076009,0.25885437743761186,0.0,0.7112658553896826,0.47868978283443947,0.5153944611238125,0.09446423858537872,,
mean_reversion,4H,validation,0.5115262321144675,834,348,0.4172661870503597,0.2520400722903015,0.0,0.6972280716662005,0.5492762877820349,0.40558785199566283,0.09426004506410762,,
mean_reversion,4H,test,0.5115262321144675,842,521,0.6187648456057007,0.24739503167177615,0.0,0.687936344271306,0.4922417349812546,0.6468384616341332,0.10723861349123331,,
mean_reversion,8H,validation,0.6140350877192983,826,412,0.49878934624697335,0.2632801152449962,0.0,0.7204181237377206,0.516773368978941,0.5197375944116618,0.1152457414723248,,
mean_reversion,8H,test,0.6140350877192983,842,594,0.7054631828978623,0.21614397706146016,0.0,0.6244583023267425,0.49869664385793416,0.7264356849300283,0.09142809517856398,,
